seed,data,method,wandb_url,cluster_test_acc,cluster_context_acc,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_1.0,Accuracy_colour_0.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0/colour_1.0,prob_pos_colour_1.0,prob_pos_colour_0.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0/colour_1.0,TPR_colour_1.0,TPR_colour_0.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0/colour_1.0,TNR_colour_1.0,TNR_colour_0.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0/colour_1.0
12,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/ct5imgke,0.0,0.0,0.8853028798411122,0.7688391038696538,0.9961240310077519,0.28102344895512416,0.9961538461538462,0.7669404517453798,0.22921339440846633,0.7699016117907288,0.5086538461538461,0.23613963039014374,0.2725142157637024,0.4642442639050085,1.0,0.5032822757111597,0.4967177242888403,0.5032822757111597,0.9922330097087378,1.0,0.007766990291262155,0.9922330097087378
20,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/vdtydhj6,0.0,0.0,0.8123138033763655,0.615071283095723,1.0,0.38598878601711456,0.997,0.6301775147928994,0.3668224852071006,0.6320737360009021,0.478,0.1242603550295858,0.3537396449704142,0.25995890173553515,0.9937629937629938,0.25149700598802394,0.7422659877749699,0.25307543907999897,1.0,1.0,0.0,1.0
13,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/c8vidh9u,0.0,0.0,0.7631578947368421,0.5142566191446029,1.0,0.5459004371741085,0.9979919678714859,0.5333988212180747,0.4645931466534112,0.5344720582828998,0.4899598393574297,0.01669941060903733,0.47326042874839236,0.03408322329221553,0.9959183673469387,0.034552845528455285,0.9613655218184834,0.03469445555111289,1.0,1.0,0.0,1.0
21,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/eweucjii,0.0,0.0,0.951837140019861,0.9042769857433809,0.997093023255814,0.07720765093448842,0.9064676616915422,0.9970267591674926,0.09055909747595037,0.9091708455733262,0.4039800995024876,0.48067393458870167,0.07669383508621408,0.8404451966969279,0.812,1.0,0.18799999999999994,0.812,1.0,0.9943074003795066,0.005692599620493399,0.9943074003795066
22,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/h0rhvoar,0.0,0.0,0.7641509433962265,0.5183299389002036,0.998062015503876,0.5648400643667755,0.9951876804619827,0.517948717948718,0.4772389625132647,0.5204533055596886,0.4918190567853705,0.0,0.4918190567853705,0.0,0.994140625,0.0,0.994140625,0.0,0.9962049335863378,1.0,0.003795066413662229,0.9962049335863378
23,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/n1tbfqr4,0.0,0.0,0.9443892750744787,0.8930753564154786,0.9932170542635659,0.09478574965476298,0.8961038961038961,0.9921026653504442,0.09599876924654815,0.9032370614460167,0.3916083916083916,0.4856860809476802,0.09407768933928856,0.8062993916652453,0.7903225806451613,0.9979423868312757,0.20761980618611442,0.791952111739275,1.0,0.9867172675521821,0.013282732447817858,0.9867172675521821
14,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/tiqlch8n,0.0,0.0,0.7567030784508441,0.5071283095723014,0.9941860465116279,0.5829192237616988,0.9919839679358717,0.5255905511811023,0.4663934167547694,0.5298377475542829,0.5050100200400801,0.0,0.5050100200400801,0.0,0.996,0.0,0.996,0.0,0.9879518072289156,1.0,0.012048192771084376,0.9879518072289156
15,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/tr6qtfvu,0.0,0.0,0.759682224428997,0.5091649694501018,0.998062015503876,0.5257387038764822,0.5288367546432062,0.9979818365287588,0.4691450818855526,0.5299061919630105,0.02541544477028348,0.4803229061553986,0.4549074613851151,0.05291324741040111,0.051181102362204724,1.0,0.9488188976377953,0.051181102362204724,1.0,0.9961315280464217,0.003868471953578312,0.9961315280464217
16,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/ybkb5vrf,0.0,0.0,0.8694141012909633,0.7413441955193483,0.9912790697674418,0.2329621944243929,0.9889112903225806,0.7534246575342466,0.23548663278833404,0.7618728443159761,0.4798387096774194,0.2553816046966732,0.22445710498074617,0.532223848443487,0.9957356076759062,0.5087719298245614,0.48696367785134476,0.5109508245989707,0.982791586998088,1.0,0.017208413001912004,0.982791586998088
24,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/e1dznl1x,0.0,0.0,0.7437934458788481,0.4775967413441955,0.997093023255814,0.5516136213798596,0.4900398406374502,0.996039603960396,0.5059997633229458,0.4919883091886926,0.0,0.46732673267326735,0.46732673267326735,0.0,0.0,0.997872340425532,0.997872340425532,0.0,1.0,0.9944444444444445,0.005555555555555536,0.9944444444444445
25,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/jsgsoe1u,0.0,0.0,0.9607745779543198,0.9215885947046843,0.998062015503876,0.08752545830978095,0.9277227722772278,0.9940239043824701,0.06630113210524236,0.9333002638941249,0.4069306930693069,0.4940239043824701,0.08709321131316322,0.8237064835515809,0.8491735537190083,0.9919678714859438,0.14279431776693552,0.856049452939405,1.0,0.9960474308300395,0.0039525691699604515,0.9960474308300395
26,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/39ihfpqo,0.0,0.0,0.766137040714995,0.5213849287169042,0.999031007751938,0.541267128454652,0.9961649089165868,0.5190525231719877,0.47711238574459913,0.5210508004508019,0.4822627037392138,0.010298661174047374,0.47196404256516644,0.021354877941414337,0.994059405940594,0.020964360587002098,0.9730950453535919,0.021089645610430398,0.9981412639405205,1.0,0.0018587360594795044,0.9981412639405205
17,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/1uflb2b4,0.0,0.0,0.7462760675273088,0.4816700610997963,0.998062015503876,0.5533172942682175,0.996969696969697,0.50390625,0.49306344696969695,0.5054378799392097,0.47474747474747475,0.0048828125,0.46986466224747475,0.010285073138297872,0.997867803837953,0.009746588693957114,0.988121215143996,0.009767414738174973,0.9961612284069098,1.0,0.0038387715930902067,0.9961612284069098
18,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/833qd5a8,0.0,0.0,0.7477656405163853,0.4847250509164969,0.998062015503876,0.5617425455669172,0.996,0.5029585798816568,0.4930414201183432,0.5049784938570852,0.478,0.0,0.478,0.0,0.99581589958159,0.0,0.99581589958159,0.0,0.9961685823754789,1.0,0.003831417624521105,0.9961685823754789
19,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/a7gbg72g,0.0,0.0,0.9721946375372393,0.945010183299389,0.998062015503876,0.05792764721246712,0.9479371316306483,0.9969879518072289,0.04905082017658058,0.9508009900343664,0.43320235756385067,0.49096385542168675,0.057761497857836075,0.8823508141791314,0.8927125506072875,0.9979508196721312,0.10523826906484368,0.8945456359268096,1.0,0.9960629921259843,0.003937007874015741,0.9960629921259843
27,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/q2n7i9bz,0.0,0.0,0.8609731876861966,0.7179226069246436,0.997093023255814,0.21519928670315547,0.9959308240081384,0.7322987390882638,0.26363208491987455,0.735290766622843,0.45676500508647,0.25121241513094084,0.20555258995552916,0.5499817462666254,0.9977628635346756,0.48411214953271026,0.5136507140019653,0.4851976027827836,0.9944029850746269,1.0,0.005597014925373123,0.9944029850746269
28,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/gq0bo61m,0.0,0.0,0.9821251241310824,0.9643584521384929,0.999031007751938,0.06800699692666776,0.9664634146341463,0.9970873786407767,0.030623964006630366,0.9692865794285985,0.43597560975609756,0.503883495145631,0.06790788538953346,0.8652309788993845,0.9285714285714286,0.9961538461538462,0.06758241758241756,0.9321566464423607,1.0,0.9980392156862745,0.0019607843137254832,0.9980392156862745
29,x_zero_s,"pytorch_classifier",https://wandb.ai/predictive-analytics-lab/fdm/runs/8t4zmi99,0.0,0.0,0.7547169811320755,0.4979633401221996,0.999031007751938,0.5563303743861093,0.9960861056751468,0.5060483870967742,0.4900377185783725,0.5080367894036378,0.47847358121330724,0.0010080645161290322,0.4774655166971782,0.0021068342238933966,0.9938900203665988,0.002036659877800407,0.9918533604887984,0.002049180327868852,0.9981167608286252,1.0,0.0018832391713747842,0.9981167608286252
