seed,data,method,wandb_url,eta,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_0.0,Accuracy_colour_1.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0/colour_1.0,prob_pos_colour_0.0,prob_pos_colour_1.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0/colour_1.0,TPR_colour_0.0,TPR_colour_1.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0/colour_1.0,TNR_colour_0.0,TNR_colour_1.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0/colour_1.0
1,baseline,"dro",(None),0.01,0.7552135054617676,0.505091649694501,0.9932170542635659,0.5689521847602912,0.5144855144855145,0.9930898321816387,0.4786043176961242,0.5180654335723919,0.001998001998001998,0.4945705824284304,0.4925725804304284,0.004039872303345357,0.004098360655737705,1.0,0.9959016393442623,0.004098360655737705,1.0,0.9865125240847784,0.013487475915221592,0.9865125240847784
1,baseline,"dro",(None),0.1,0.7557100297914597,0.5061099796334012,0.9932170542635659,0.5674224993753945,0.5154845154845155,0.9930898321816387,0.47760531669712325,0.5190713858705907,0.002997002997002997,0.4945705824284304,0.4915735794314274,0.006059808455018036,0.006147540983606557,1.0,0.9938524590163934,0.006147540983606557,1.0,0.9865125240847784,0.013487475915221592,0.9865125240847784
1,baseline,"dro",(None),0.5,0.7547169811320755,0.5030549898167006,0.9941860465116279,0.5712607433252235,0.5124875124875125,0.9940769990128332,0.48158948652532074,0.515541062710874,0.0,0.49358341559723595,0.49358341559723595,0.0,0.0,1.0,1.0,0.0,1.0,0.9884393063583815,0.011560693641618491,0.9884393063583815
1,baseline,"dro",(None),1.0,0.6578947368421053,0.5030549898167006,0.8052325581395349,0.7215763998739638,0.5124875124875125,0.8015794669299111,0.28909195444239866,0.6393471060958745,0.0,0.6860809476801579,0.6860809476801579,0.0,0.0,1.0,1.0,0.0,1.0,0.6127167630057804,0.3872832369942196,0.6127167630057804
2,baseline,"dro",(None),0.01,0.7472691161866931,0.48574338085539714,0.9961240310077519,0.5584800067828231,0.996039603960396,0.49701195219123506,0.499027651769161,0.49898814285601134,0.4762376237623762,0.0,0.4762376237623762,0.0,1.0,0.0,1.0,0.0,0.9924953095684803,1.0,0.007504690431519689,0.9924953095684803
2,baseline,"dro",(None),0.1,0.7472691161866931,0.48676171079429736,0.9951550387596899,0.5576795115118034,0.995049504950495,0.49800796812749004,0.497041536823005,0.5004856197102139,0.4772277227722772,0.00099601593625498,0.47623170683602223,0.0020870873353060785,1.0,0.0019801980198019802,0.998019801980198,0.0019801980198019802,0.9906191369606003,1.0,0.009380863039399667,0.9906191369606003
2,baseline,"dro",(None),0.5,0.7437934458788481,0.48574338085539714,0.9893410852713178,0.5638178403320327,0.9891089108910891,0.49701195219123506,0.49209695869985404,0.5024845562694168,0.48316831683168315,0.0,0.48316831683168315,0.0,1.0,0.0,1.0,0.0,0.9793621013133208,1.0,0.0206378986866792,0.9793621013133208
2,baseline,"dro",(None),1.0,0.7398212512413108,0.4816700610997963,0.9854651162790697,0.5591825734878164,0.9792079207920792,0.499003984063745,0.48020393672833417,0.509599619721317,0.48118811881188117,0.00199203187250996,0.4791960869393712,0.00413981932352893,0.9874213836477987,0.0039603960396039604,0.9834609876081948,0.004010846944567068,0.9718574108818011,1.0,0.02814258911819889,0.9718574108818011
4,baseline,"dro",(None),0.01,0.7472691161866931,0.48574338085539714,0.9961240310077519,0.5584800067828231,0.996039603960396,0.49701195219123506,0.499027651769161,0.49898814285601134,0.4762376237623762,0.0,0.4762376237623762,0.0,1.0,0.0,1.0,0.0,0.9924953095684803,1.0,0.007504690431519689,0.9924953095684803
8,baseline,"dro",(None),0.01,0.7477656405163853,0.48879837067209775,0.9941860465116279,0.5622929352954734,0.5,0.994059405940594,0.49405940594059405,0.5029880478087649,0.0,0.48118811881188117,0.48118811881188117,0.0,0.0,1.0,1.0,0.0,1.0,0.9886792452830189,0.01132075471698113,0.9886792452830189
