bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.log_dataset,baseline.greyscale,baseline.labelled_context_set,baseline.epochs,baseline.test_batch_size,baseline.batch_size,baseline.lr,baseline.weight_decay,baseline.eta,baseline.c,baseline.method,baseline.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.drop_native,data.adult_split,data.drop_discrete,data.adult_balanced_test,data.balance_all_quadrants,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (erm),TPR (erm),TNR (erm),Renyi preds and s (erm),Accuracy_sex_Male_1.0 (erm),Accuracy_sex_Male_0.0 (erm),Accuracy_sex_Male_0.0-sex_Male_1.0 (erm),Accuracy_sex_Male_0.0÷sex_Male_1.0 (erm),prob_pos_sex_Male_1.0 (erm),prob_pos_sex_Male_0.0 (erm),prob_pos_sex_Male_0.0-sex_Male_1.0 (erm),prob_pos_sex_Male_0.0÷sex_Male_1.0 (erm),TPR_sex_Male_1.0 (erm),TPR_sex_Male_0.0 (erm),TPR_sex_Male_0.0-sex_Male_1.0 (erm),TPR_sex_Male_0.0÷sex_Male_1.0 (erm),TNR_sex_Male_1.0 (erm),TNR_sex_Male_0.0 (erm),TNR_sex_Male_0.0-sex_Male_1.0 (erm),TNR_sex_Male_0.0÷sex_Male_1.0 (erm)
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,13,13,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6758982035928144,0.405688622754491,0.9461077844311376,0.3932017106267125,0.7904191616766467,0.561377245508982,0.2290419161676646,0.7102272727272727,0.3952095808383233,0.0643712574850299,0.3308383233532934,0.1628787878787878,0.6856287425149701,0.1257485029940119,0.5598802395209581,0.1834061135371179,0.8952095808383234,0.997005988023952,0.1017964071856287,0.8978978978978979
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,9,9,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6661676646706587,0.3772455089820359,0.9550898203592816,0.341167839000044,0.7634730538922155,0.5688622754491018,0.1946107784431137,0.7450980392156864,0.3502994011976048,0.0718562874251497,0.278443113772455,0.2051282051282051,0.6137724550898204,0.1407185628742515,0.4730538922155688,0.2292682926829268,0.9131736526946108,0.997005988023952,0.0838323353293413,0.915915915915916
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,8,8,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6736526946107785,0.3982035928143712,0.9491017964071856,0.3910353218171253,0.7859281437125748,0.561377245508982,0.2245508982035927,0.7142857142857143,0.3877245508982035,0.061377245508982,0.3263473053892215,0.1583011583011583,0.6736526946107785,0.122754491017964,0.5508982035928144,0.1822222222222222,0.8982035928143712,1.0,0.1017964071856287,0.8982035928143712
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,14,14,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6646706586826348,0.3682634730538922,0.9610778443113772,0.3383110024301974,0.7679640718562875,0.561377245508982,0.2065868263473054,0.7309941520467836,0.3398203592814371,0.0673652694610778,0.2724550898203592,0.198237885462555,0.6077844311377245,0.1287425149700598,0.4790419161676646,0.2118226600985221,0.9281437125748504,0.994011976047904,0.0658682634730538,0.9337349397590362
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,6,6,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6594311377245509,0.3667664670658682,0.9520958083832336,0.3489586270873096,0.7529940119760479,0.5658682634730539,0.187125748502994,0.7514910536779323,0.3488023952095808,0.0658682634730539,0.2829341317365269,0.1888412017167382,0.6017964071856288,0.1317365269461078,0.4700598802395209,0.2189054726368159,0.9041916167664672,1.0,0.0958083832335329,0.9041916167664672
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,18,18,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6841317365269461,0.4206586826347305,0.9476047904191616,0.4192116370336975,0.8098802395209581,0.5583832335329342,0.2514970059880239,0.689463955637708,0.4146706586826347,0.0583832335329341,0.3562874251497006,0.1407942238267148,0.7245508982035929,0.1167664670658682,0.6077844311377246,0.1611570247933884,0.8952095808383234,1.0,0.1047904191616766,0.8952095808383234
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,17,17,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.657185628742515,0.3458083832335329,0.968562874251497,0.344395599478902,0.7604790419161677,0.5538922155688623,0.2065868263473054,0.7283464566929133,0.3233532934131736,0.0538922155688622,0.2694610778443114,0.1666666666666666,0.5838323353293413,0.1077844311377245,0.4760479041916167,0.1846153846153846,0.937125748502994,1.0,0.0628742514970059,0.937125748502994
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,20,20,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6631736526946108,0.3562874251497006,0.9700598802395208,0.3185591239211394,0.7649700598802395,0.561377245508982,0.2035928143712574,0.7338551859099804,0.3188622754491018,0.0673652694610778,0.2514970059880239,0.2112676056338028,0.5838323353293413,0.1287425149700598,0.4550898203592814,0.2205128205128205,0.9461077844311376,0.994011976047904,0.0479041916167664,0.9518072289156628
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,19,19,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6601796407185628,0.3907185628742515,0.9296407185628742,0.4371829251017305,0.7739520958083832,0.5464071856287425,0.2275449101796407,0.7059961315280464,0.4146706586826347,0.0464071856287425,0.3682634730538922,0.111913357400722,0.688622754491018,0.092814371257485,0.5958083832335329,0.1347826086956521,0.8592814371257484,1.0,0.1407185628742515,0.8592814371257484
[],0.0,True,partial,False,False,60,1000,64,0.001,1e-08,0.5,0.0,erm,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_erm,True,0,False,16,16,results/adult/partial_outcome/,,,False,4,cuda:0,True,0.6654191616766467,0.4011976047904191,0.9296407185628742,0.3932210106819881,0.7679640718562875,0.562874251497006,0.2050898203592814,0.732943469785575,0.4026946107784431,0.0688622754491018,0.3338323353293413,0.1710037174721189,0.6706586826347305,0.1317365269461078,0.5389221556886227,0.1964285714285714,0.8652694610778443,0.994011976047904,0.1287425149700598,0.8704819277108434
