seed,data,method,wandb_url,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_sens_Label_1.0,Accuracy_sens_Label_0.0,Accuracy_sens_Label_0.0-sens_Label_1.0,Accuracy_sens_Label_0.0÷sens_Label_1.0,prob_pos_sens_Label_1.0,prob_pos_sens_Label_0.0,prob_pos_sens_Label_0.0-sens_Label_1.0,prob_pos_sens_Label_0.0÷sens_Label_1.0,TPR_sens_Label_1.0,TPR_sens_Label_0.0,TPR_sens_Label_0.0-sens_Label_1.0,TPR_sens_Label_0.0÷sens_Label_1.0,TNR_sens_Label_1.0,TNR_sens_Label_0.0,TNR_sens_Label_0.0-sens_Label_1.0,TNR_sens_Label_0.0÷sens_Label_1.0
20,baseline,"cnn",(None),0.687874251497006,0.49101796407185627,0.8847305389221557,0.45436184163771104,0.7994011976047904,0.5763473053892215,0.22305389221556893,0.7209737827715355,0.5119760479041916,0.09431137724550898,0.4176646706586826,0.18421052631578946,0.811377245508982,0.17065868263473055,0.6407185628742516,0.21033210332103322,0.7874251497005988,0.9820359281437125,0.1946107784431137,0.801829268292683
21,baseline,"cnn",(None),0.6744011976047904,0.47155688622754494,0.8772455089820359,0.4864390143394526,0.7769461077844312,0.5718562874251497,0.20508982035928147,0.7360308285163776,0.5194610778443114,0.0748502994011976,0.4446107784431138,0.14409221902017288,0.7964071856287425,0.1467065868263473,0.6497005988023952,0.18421052631578946,0.7574850299401198,0.9970059880239521,0.23952095808383234,0.7597597597597597
30,baseline,"cnn",(None),0.6803892215568862,0.4416167664670659,0.9191616766467066,0.4004023082595108,0.7874251497005988,0.5733532934131736,0.2140718562874252,0.7281368821292775,0.437125748502994,0.08532934131736528,0.35179640718562877,0.1952054794520548,0.7245508982035929,0.15868263473053892,0.565868263473054,0.2190082644628099,0.8502994011976048,0.9880239520958084,0.13772455089820357,0.8606060606060606
6,baseline,"cnn",(None),0.6773952095808383,0.46107784431137727,0.8937125748502994,0.48318941864726883,0.7889221556886228,0.5658682634730539,0.22305389221556893,0.7172675521821631,0.5014970059880239,0.0658682634730539,0.43562874251497,0.13134328358208958,0.7904191616766467,0.1317365269461078,0.6586826347305389,0.16666666666666669,0.7874251497005988,1.0,0.21257485029940115,0.7874251497005988
22,baseline,"cnn",(None),0.6788922155688623,0.47604790419161674,0.8817365269461078,0.46678491274997974,0.7799401197604791,0.5778443113772455,0.2020958083832336,0.7408829174664107,0.5104790419161677,0.08383233532934131,0.42664670658682635,0.16422287390029325,0.7904191616766467,0.16167664670658682,0.6287425149700598,0.20454545454545453,0.7694610778443114,0.9940119760479041,0.22455089820359275,0.7740963855421688
25,baseline,"cnn",(None),0.6706586826347305,0.4356287425149701,0.905688622754491,0.4477612970735968,0.7769461077844312,0.5643712574850299,0.21257485029940126,0.7263969171483622,0.4625748502994012,0.06736526946107785,0.39520958083832336,0.14563106796116504,0.7395209580838323,0.1317365269461078,0.6077844311377245,0.17813765182186236,0.8143712574850299,0.9970059880239521,0.1826347305389222,0.8168168168168167
27,baseline,"cnn",(None),0.6766467065868264,0.4865269461077844,0.8667664670658682,0.5017600301298795,0.7964071856287425,0.5568862275449101,0.23952095808383234,0.6992481203007519,0.5419161676646707,0.07784431137724551,0.46407185628742514,0.143646408839779,0.8383233532934131,0.1347305389221557,0.7035928143712574,0.16071428571428573,0.7544910179640718,0.9790419161676647,0.22455089820359286,0.7706422018348623
28,baseline,"cnn",(None),0.6766467065868264,0.46706586826347307,0.8862275449101796,0.4583790545016334,0.7919161676646707,0.561377245508982,0.2305389221556886,0.7088846880907372,0.49850299401197606,0.08233532934131736,0.4161676646706587,0.16516516516516516,0.7904191616766467,0.1437125748502994,0.6467065868263473,0.1818181818181818,0.7934131736526946,0.9790419161676647,0.18562874251497008,0.8103975535168195
29,baseline,"cnn",(None),0.6781437125748503,0.47155688622754494,0.8847305389221557,0.4800139079041256,0.7964071856287425,0.5598802395209581,0.23652694610778435,0.7030075187969925,0.5119760479041916,0.0748502994011976,0.437125748502994,0.14619883040935672,0.8083832335329342,0.1347305389221557,0.6736526946107785,0.16666666666666666,0.7844311377245509,0.9850299401197605,0.20059880239520966,0.7963525835866261
7,baseline,"cnn",(None),0.6773952095808383,0.48502994011976047,0.8697604790419161,0.4784430372120018,0.7769461077844312,0.5778443113772455,0.19910179640718573,0.7437379576107899,0.5284431137724551,0.08682634730538923,0.4416167664670659,0.16430594900849857,0.8053892215568862,0.16467065868263472,0.6407185628742514,0.20446096654275092,0.7485029940119761,0.9910179640718563,0.2425149700598802,0.7552870090634441
8,baseline,"cnn",(None),0.6803892215568862,0.4865269461077844,0.874251497005988,0.5050784836443135,0.7874251497005988,0.5733532934131736,0.2140718562874252,0.7281368821292775,0.5389221556886228,0.07335329341317365,0.46556886227544914,0.1361111111111111,0.8263473053892215,0.1467065868263473,0.6796407185628742,0.17753623188405795,0.7485029940119761,1.0,0.25149700598802394,0.7485029940119761
9,baseline,"cnn",(None),0.687125748502994,0.4820359281437126,0.8922155688622755,0.46288759905005855,0.7994011976047904,0.5748502994011976,0.22455089820359286,0.7191011235955056,0.5059880239520959,0.08383233532934131,0.42215568862275454,0.16568047337278105,0.8053892215568862,0.15868263473053892,0.6467065868263473,0.19702602230483274,0.7934131736526946,0.9910179640718563,0.19760479041916168,0.8006042296072508
10,baseline,"cnn",(None),0.6736526946107785,0.43862275449101795,0.9086826347305389,0.4511534281120333,0.7844311377245509,0.562874251497006,0.22155688622754488,0.7175572519083969,0.46407185628742514,0.0658682634730539,0.39820359281437123,0.14193548387096774,0.7485029940119761,0.12874251497005987,0.6197604790419162,0.172,0.8203592814371258,0.9970059880239521,0.17664670658682635,0.8228228228228228
11,baseline,"cnn",(None),0.6856287425149701,0.47005988023952094,0.9011976047904192,0.45128215394675353,0.7994011976047904,0.5718562874251497,0.22754491017964074,0.7153558052434457,0.4880239520958084,0.08083832335329341,0.40718562874251496,0.1656441717791411,0.7874251497005988,0.15269461077844312,0.6347305389221557,0.19391634980988592,0.811377245508982,0.9910179640718563,0.17964071856287422,0.8187311178247735
12,baseline,"cnn",(None),0.6848802395209581,0.46107784431137727,0.9086826347305389,0.47376177306204836,0.8053892215568862,0.5643712574850299,0.24101796407185627,0.7007434944237918,0.4880239520958084,0.06437125748502993,0.4236526946107785,0.13190184049079753,0.7934131736526946,0.12874251497005987,0.6646706586826348,0.16226415094339622,0.8173652694610778,1.0,0.1826347305389222,0.8173652694610778
13,baseline,"cnn",(None),0.6699101796407185,0.4745508982035928,0.8652694610778443,0.5187828628645772,0.7799401197604791,0.5598802395209581,0.22005988023952094,0.7178502879078695,0.5434131736526946,0.0658682634730539,0.4775449101796407,0.12121212121212123,0.8233532934131736,0.12574850299401197,0.6976047904191617,0.1527272727272727,0.7365269461077845,0.9940119760479041,0.2574850299401197,0.7409638554216869
15,baseline,"cnn",(None),0.6751497005988024,0.46706586826347307,0.8832335329341318,0.5103684533260031,0.7934131736526946,0.5568862275449101,0.23652694610778446,0.7018867924528301,0.5239520958083832,0.059880239520958084,0.4640718562874251,0.1142857142857143,0.8173652694610778,0.11676646706586827,0.7005988023952096,0.14285714285714288,0.7694610778443114,0.9970059880239521,0.22754491017964074,0.7717717717717718
14,baseline,"cnn",(None),0.6998502994011976,0.5044910179640718,0.8952095808383234,0.43421637738195024,0.812874251497006,0.5868263473053892,0.2260479041916168,0.721915285451197,0.5044910179640718,0.10479041916167664,0.39970059880239517,0.20771513353115728,0.8173652694610778,0.19161676646706588,0.625748502994012,0.23443223443223446,0.8083832335329342,0.9820359281437125,0.17365269461077837,0.8231707317073171
