seed,data,method,wandb_url,eta,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_2.0,Accuracy_colour_0.0,Accuracy_colour_1.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0-colour_2.0,Accuracy_colour_1.0-colour_2.0,Accuracy_colour_0.0/colour_1.0,Accuracy_colour_0.0/colour_2.0,Accuracy_colour_1.0/colour_2.0,prob_pos_colour_2.0,prob_pos_colour_0.0,prob_pos_colour_1.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0-colour_2.0,prob_pos_colour_1.0-colour_2.0,prob_pos_colour_0.0/colour_1.0,prob_pos_colour_0.0/colour_2.0,prob_pos_colour_1.0/colour_2.0,TPR_colour_2.0,TPR_colour_0.0,TPR_colour_1.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0-colour_2.0,TPR_colour_1.0-colour_2.0,TPR_colour_0.0/colour_1.0,TPR_colour_0.0/colour_2.0,TPR_colour_1.0/colour_2.0,TNR_colour_2.0,TNR_colour_0.0,TNR_colour_1.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0-colour_2.0,TNR_colour_1.0-colour_2.0,TNR_colour_0.0/colour_1.0,TNR_colour_0.0/colour_2.0,TNR_colour_1.0/colour_2.0
6,baseline,"dro",(None),1.0,0.7964250248262165,0.8319755600814664,0.7625968992248062,0.4377350246927596,0.7439393939393939,0.7847025495750708,0.8626543209876543,0.07795177141258347,0.040763155635676895,0.11871492704826037,0.9096373025485616,0.9480527294606717,0.8623841275004066,0.21818181818181817,0.7181303116147308,0.6342592592592593,0.08387105235547154,0.4999484934329127,0.41607744107744116,0.8832091460296589,0.3038192576654115,0.3439946914399469,0.45901639344262296,1.0,1.0,0.0,0.540983606557377,0.540983606557377,1.0,0.45901639344262296,0.45901639344262296,0.9887323943661972,0.5669515669515669,0.7269938650306749,0.16004229807910797,0.4217808274146303,0.26173852933552233,0.7798574296464591,0.5734125534695335,0.7352786954013948
3,baseline,"dro",(None),0.5,0.8579940417080437,0.7169042769857433,0.9922480620155039,0.40575034921742004,0.5787878787878787,0.998533724340176,0.9895833333333334,0.008950391006842584,0.4197458455522972,0.41079545454545463,0.9910364659813999,0.5796377875673029,0.5848803827751196,0.07575757575757576,0.4838709677419355,0.49404761904761907,0.01017665130568357,0.40811339198435975,0.4182900432900433,0.9794014768752429,0.15656565656565657,0.1533406352683461,0.1524390243902439,1.0,1.0,0.0,0.8475609756097561,0.8475609756097561,1.0,0.1524390243902439,0.1524390243902439,1.0,0.9971671388101983,0.9798270893371758,0.01734004947302248,0.0028328611898017497,0.02017291066282423,0.9826106890227928,0.9971671388101983,0.9798270893371758
3,baseline,"dro",(None),1.0,0.8500496524329693,0.7342158859470469,0.9602713178294574,0.39199215391349096,0.6090909090909091,0.9706744868035191,0.9642857142857143,0.006388772517804786,0.36158357771260996,0.3551948051948052,0.9934182132067328,0.6274924471299094,0.6316498316498317,0.10606060606060606,0.5117302052785924,0.5104166666666666,0.0013135386119257353,0.4056695992179863,0.40435606060606055,0.9974331423113657,0.2072588347659981,0.2077922077922078,0.21341463414634146,1.0,0.9907692307692307,0.009230769230769265,0.7865853658536586,0.7773545966228893,0.9907692307692307,0.21341463414634146,0.21540296924708377,1.0,0.943342776203966,0.9394812680115274,0.0038615081924385786,0.056657223796033995,0.060518731988472574,0.9959065693936011,0.943342776203966,0.9394812680115274
7,baseline,"dro",(None),0.01,0.8470705064548163,0.6924643584521385,0.9941860465116279,0.4958920852339824,0.5346687211093991,0.9972067039106145,0.9938366718027735,0.0033700321078410367,0.4625379828012154,0.45916795069337435,0.9966205280263106,0.5361663925971005,0.5379844961240311,0.0,0.4930167597765363,0.5130970724191063,0.020080312642569986,0.4930167597765363,0.5130970724191063,0.9608644957806969,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9945205479452055,0.9875,0.0070205479452054576,0.005479452054794498,0.012499999999999956,0.9929407713498623,0.9945205479452055,0.9875
7,baseline,"dro",(None),0.1,0.8465739821251241,0.6924643584521385,0.9932170542635659,0.4963218178621265,0.5346687211093991,0.994413407821229,0.9953775038520801,0.0009640960308511248,0.4597446867118299,0.460708782742681,0.9990314267429994,0.5376724779695643,0.5371517027863777,0.0,0.4958100558659218,0.5115562403697997,0.015746184503877936,0.4958100558659218,0.5115562403697997,0.9692190549909133,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.989041095890411,0.990625,0.0015839041095889739,0.010958904109588996,0.009375000000000022,0.9984011062616136,0.989041095890411,0.990625
4,baseline,"dro",(None),0.01,0.8435948361469712,0.6843177189409368,0.9951550387596899,0.4906649133852504,0.9956140350877193,0.522342064714946,0.9970631424375918,0.0014491073498724694,0.47327197037277324,0.4747210777226457,0.9985466242926905,0.524643131079329,0.5238806274976116,0.4956140350877193,0.0,0.49632892804698975,0.0007148929592704634,0.4956140350877193,0.49632892804698975,0.9985596387418249,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9913793103448276,1.0,0.9942028985507246,0.0028235882058970097,0.008620689655172376,0.005797101449275366,0.9971599477229316,0.9913793103448276,0.9942028985507246
7,baseline,"dro",(None),0.5,0.9155908639523337,0.835030549898167,0.9922480620155039,0.27435981969929224,0.7503852080123267,0.9958100558659218,0.9922958397534669,0.0035142161124548377,0.24542484785359509,0.24191063174114025,0.9964709975644913,0.7535425090278063,0.7562111801242236,0.21571648690292758,0.49441340782122906,0.514637904468413,0.0202244966471839,0.27869692091830145,0.2989214175654854,0.9607015020238852,0.43630792266241847,0.41916167664670656,0.46357615894039733,1.0,1.0,0.0,0.5364238410596027,0.5364238410596027,1.0,0.46357615894039733,0.46357615894039733,1.0,0.9917808219178083,0.984375,0.007405821917808253,0.008219178082191747,0.015625,0.9925328038674033,0.9917808219178083,0.984375
4,baseline,"dro",(None),0.1,0.8470705064548163,0.6914460285132383,0.9951550387596899,0.4787870764652019,0.9956140350877193,0.5331278890600925,0.9970631424375918,0.0014491073498724694,0.46248614602762683,0.4639352533774993,0.9985466242926905,0.5354764700691678,0.5346982215757334,0.4956140350877193,0.01078582434514638,0.49632892804698975,0.0007148929592704634,0.48482821074257293,0.4855431037018434,0.9985596387418249,0.021762548236224553,0.02173120230486593,1.0,0.02258064516129032,1.0,0.0,0.9774193548387097,0.9774193548387097,1.0,0.02258064516129032,0.02258064516129032,0.9913793103448276,1.0,0.9942028985507246,0.0028235882058970097,0.008620689655172376,0.005797101449275366,0.9971599477229316,0.9913793103448276,0.9942028985507246
7,baseline,"dro",(None),1.0,0.7527308838133069,0.6537678207739308,0.8468992248062015,0.545513791824659,0.6070878274268104,0.8715083798882681,0.7673343605546995,0.10417401933356862,0.2644205524614577,0.16024653312788906,0.8804669906364821,0.6965943660858915,0.7911646586345381,0.07550077041602465,0.3784916201117318,0.7395993836671803,0.36110776355544844,0.30299084969570717,0.6640986132511556,0.5117522113594041,0.19947805025045628,0.10208333333333333,0.15894039735099338,0.7549857549857549,1.0,0.24501424501424507,0.5960453576347615,0.8410596026490066,0.7549857549857549,0.21052105460452333,0.15894039735099338,0.9971181556195965,0.9835616438356164,0.528125,0.45543664383561644,0.013556511783980096,0.46899315561959654,0.5369516016713092,0.986404307546124,0.52965137283237
4,baseline,"dro",(None),0.5,0.8495531281032771,0.6965376782077393,0.9951550387596899,0.4681205893381193,0.9941520467836257,0.5423728813559322,0.9970631424375918,0.002911095653966078,0.4517791654276935,0.45469026108165955,0.9970803296902049,0.5455633100697906,0.5439704450712664,0.49415204678362573,0.020030816640986132,0.49632892804698975,0.0021768812633640167,0.4741212301426396,0.47629811140600364,0.9956140350877193,0.040535735450989686,0.04035794713760815,0.9970238095238095,0.041935483870967745,1.0,0.0029761904761904656,0.9550883256528417,0.9580645161290322,0.9970238095238095,0.0420606644198363,0.041935483870967745,0.9913793103448276,1.0,0.9942028985507246,0.0028235882058970097,0.008620689655172376,0.005797101449275366,0.9971599477229316,0.9913793103448276,0.9942028985507246
4,baseline,"dro",(None),1.0,0.8138033763654419,0.6782077393075356,0.9428294573643411,0.5192602407490329,0.9269005847953217,0.522342064714946,0.9779735682819384,0.05107298348661671,0.4045585200803756,0.45563150356699234,0.9477767240925136,0.5635362338565033,0.5341065256319493,0.5584795321637427,0.0,0.5036710719530103,0.05480846021073238,0.5584795321637427,0.5036710719530103,0.9018612911409923,0.0,0.0,0.9940476190476191,0.0,0.9880952380952381,0.005952380952380931,0.9940476190476191,0.9880952380952381,0.9940119760479043,0.0,0.0,0.8620689655172413,1.0,0.9681159420289855,0.10604697651174422,0.13793103448275867,0.03188405797101446,0.8904604583935576,0.8620689655172413,0.9681159420289855
