seed,data,method,wandb_url,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_2.0,Accuracy_colour_1.0,Accuracy_colour_0.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0-colour_2.0,Accuracy_colour_1.0-colour_2.0,Accuracy_colour_0.0÷colour_1.0,Accuracy_colour_0.0÷colour_2.0,Accuracy_colour_1.0÷colour_2.0,prob_pos_colour_2.0,prob_pos_colour_1.0,prob_pos_colour_0.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0-colour_2.0,prob_pos_colour_1.0-colour_2.0,prob_pos_colour_0.0÷colour_1.0,prob_pos_colour_0.0÷colour_2.0,prob_pos_colour_1.0÷colour_2.0,TPR_colour_2.0,TPR_colour_1.0,TPR_colour_0.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0-colour_2.0,TPR_colour_1.0-colour_2.0,TPR_colour_0.0÷colour_1.0,TPR_colour_0.0÷colour_2.0,TPR_colour_1.0÷colour_2.0,TNR_colour_2.0,TNR_colour_1.0,TNR_colour_0.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0-colour_2.0,TNR_colour_1.0-colour_2.0,TNR_colour_0.0÷colour_1.0,TNR_colour_0.0÷colour_2.0,TNR_colour_1.0÷colour_2.0
11,baseline,"cnn",(None),0.5810901749663526,0.6608961303462322,0.6748743718592964,0.8390471109917435,0.3267223382045929,0.39161554192229037,0.9951737451737451,0.6684514069691523,0.6035582032514548,0.06489320371769747,0.3283068306304154,0.3935147443564431,0.834293594684313,1.0,0.007157464212678937,0.3194980694980695,0.6805019305019304,0.3123406052853906,0.9928425357873211,0.3194980694980695,0.02240221427291655,0.007157464212678937,1.0,0.020710059171597635,0.9939577039274925,0.0060422960725075026,0.9732476447558949,0.9792899408284024,0.9939577039274925,0.02083595618783835,0.020710059171597635,0.0,1.0,0.9971631205673759,0.9971631205673759,0.0028368794326241176,1.0,0.0,0.9971631205673759,0.0
12,baseline,"cnn",(None),0.5484522207267833,0.6517311608961304,0.6587939698492462,0.860361992659614,0.34168336673346694,0.32367632367632365,0.9917780061664954,0.6681016824901718,0.6500946394330285,0.01800704305714329,0.3263596507119823,0.34451597495509156,0.9472990352755748,0.002004008016032064,0.99000999000999,0.33504624871531347,0.6549637412946765,0.3330422406992814,0.988005981993958,0.3384271392169816,0.005981287728831897,0.002024230094902216,0.005865102639296188,1.0,0.9908256880733946,0.00917431192660545,0.9849605854340984,0.9941348973607038,0.9908256880733946,0.005919409145215596,0.005865102639296188,1.0,0.01455604075691412,0.9969040247678018,0.9823479840108877,0.003095975232198178,0.9854439592430859,0.014601245852432486,0.9969040247678018,0.01455604075691412
13,baseline,"cnn",(None),0.5639300134589502,0.654786150712831,0.6819095477386935,0.8581926356536442,0.9961013645224172,0.32791878172588834,0.34443288241415193,0.6516684821082652,0.6681825827965289,0.01651410068826359,0.3457809563179255,0.3292022211846981,0.9520542273068843,0.30994152046783624,0.0,0.9968782518210197,0.6869367313531836,0.30994152046783624,0.9968782518210197,0.310912109780366,0.0,0.0,0.9968354430379747,0.0,1.0,0.0031645569620253333,0.9968354430379747,1.0,0.9968354430379747,0.0,0.0,0.995774647887324,1.0,0.004739336492890996,0.9910353113944329,0.004225352112676051,0.995260663507109,0.004759446831616134,0.995774647887324,0.004739336492890996
14,baseline,"cnn",(None),0.5545087483176312,0.6608961303462322,0.6879396984924623,0.8737745113219298,0.34178403755868547,0.9958592132505176,0.3421891604675877,0.65367005278293,0.6540751756918322,0.00040512290890221125,0.34361198441963586,0.3432051770079939,0.9988160849152888,0.0,0.34057971014492755,1.0,0.6594202898550725,0.34057971014492755,1.0,0.34057971014492755,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9968701095461658,0.0,0.9968701095461658,0.003129890453834161,1.0,0.0,0.9968701095461658,0.0
15,baseline,"cnn",(None),0.553835800807537,0.6558044806517311,0.678894472361809,0.8556649757471606,0.35264227642276424,0.317048853439681,0.9959390862944163,0.643296809871652,0.6788902328547353,0.03559342298308327,0.3540801654193912,0.3183416112518713,0.8990664892929281,0.9583333333333334,0.0,0.34517766497461927,0.613155668358714,0.34517766497461927,0.9583333333333334,0.36018538953873314,0.0,0.0,1.0,0.0,0.9970501474926253,0.002949852507374673,0.9970501474926253,1.0,0.9970501474926253,0.0,0.0,0.06047197640117994,1.0,0.9969040247678018,0.9364320483666219,0.003095975232198178,0.93952802359882,0.06065977757012771,0.9969040247678018,0.06047197640117994
16,baseline,"cnn",(None),0.5501345895020189,0.6293279022403259,0.6763819095477387,0.8588455179024611,0.9969543147208122,0.32312565997888065,0.33365384615384613,0.6738286547419315,0.6633004685669661,0.010528186174965481,0.3241128055796308,0.3346731552561491,0.9684457820692677,0.32284263959390863,0.996832101372756,0.0,0.6739894617788473,0.32284263959390863,0.996832101372756,0.3238686225587198,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9955223880597015,0.004658385093167702,1.0,0.9908640029665338,0.004477611940298498,0.9953416149068323,0.004679337349958561,0.9955223880597015,0.004658385093167702
17,baseline,"cnn",(None),0.544414535666218,0.6517311608961304,0.6698492462311558,0.8729371423282121,0.34760956175298807,0.3326923076923077,0.9946120689655172,0.6470025072125292,0.6619197612732095,0.014917254060680396,0.3494926037993206,0.33449454121176764,0.9570861802953492,0.9770916334661355,0.0,0.34051724137931033,0.6365743920868252,0.34051724137931033,0.9770916334661355,0.3485008260395796,0.0,0.0,1.0,0.0,0.9936708860759493,0.006329113924050667,0.9936708860759493,1.0,0.9936708860759493,0.0,0.0,0.03392330383480826,1.0,0.9967320261437909,0.9628087223089826,0.0032679738562091387,0.9660766961651918,0.03403452778180763,0.9967320261437909,0.03392330383480826
18,baseline,"cnn",(None),0.5642664872139973,0.6334012219959266,0.7045226130653266,0.8669898035634778,0.34386617100371747,0.9967707212055974,0.3940020682523268,0.6027686529532705,0.65290455020188,0.05013589724860934,0.39527853283629766,0.3449802082747878,0.8727521977968367,0.0,0.34230355220667386,0.922440537745605,0.5801369855389311,0.34230355220667386,0.922440537745605,0.37108468047517223,0.0,0.0,0.0,0.9968454258675079,1.0,0.003154574132492094,0.9968454258675079,1.0,0.9968454258675079,0.0,0.0,1.0,0.9967320261437909,0.11346444780635401,0.8832675783374369,0.0032679738562091387,0.886535552193646,0.11383646238932565,0.9967320261437909,0.11346444780635401
19,baseline,"cnn",(None),0.5720053835800808,0.6761710794297352,0.6884422110552764,0.850471244775225,0.99712368168744,0.3605371900826446,0.32362122788761705,0.6365864916047954,0.673502453799823,0.036915962195027574,0.36157720120788306,0.3245547506603698,0.8976084486968863,0.34707574304889743,0.9524793388429752,0.0,0.6054035957940778,0.34707574304889743,0.9524793388429752,0.3643918864114238,0.0,0.0,0.9944903581267218,1.0,0.0,0.0055096418732781816,0.9944903581267218,1.0,0.9944903581267218,0.0,0.0,0.9985294117647059,0.06917293233082707,1.0,0.9293564794338788,0.0014705882352941124,0.9308270676691729,0.06927480704707276,0.9985294117647059,0.06917293233082707
20,baseline,"cnn",(None),0.576043068640646,0.6863543788187373,0.6864321608040201,0.8568021329276055,0.9951171875,0.36270491803278687,0.3487654320987654,0.6324122694672132,0.6463517554012346,0.013939485934021445,0.3644846281310832,0.3504767443269242,0.9615679709841669,0.310546875,0.9989754098360656,0.0051440329218107,0.6884285348360656,0.3054028420781893,0.9938313769142549,0.3108653846153846,0.016564433056396717,0.005149308853012556,0.9937106918238994,1.0,0.01607717041800643,0.0062893081761006275,0.977633521405893,0.9839228295819936,0.9937106918238994,0.01617892466115837,0.01607717041800643,0.9971671388101983,0.0016051364365971107,1.0,0.9955620023736012,0.0028328611898017497,0.9983948635634029,0.001609696483291989,0.9971671388101983,0.0016051364365971107
21,baseline,"cnn",(None),0.5410497981157469,0.6384928716904277,0.6587939698492462,0.8640211111619002,0.31722054380664655,0.2948453608247423,0.998017839444995,0.6807972956383485,0.7031724786202527,0.022375182981904274,0.31785057467815925,0.2954309524053277,0.9294648993618065,1.0,0.0,0.31020812685827553,0.6897918731417245,0.31020812685827553,1.0,0.31020812685827553,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9985652797704447,0.9985652797704447,0.0014347202295552641,1.0,0.0,0.9985652797704447,0.0
22,baseline,"cnn",(None),0.550471063257066,0.6731160896130346,0.6663316582914572,0.8611673783579835,0.3286004056795132,0.31390593047034765,0.9970238095238095,0.6684234038442963,0.6831178790534619,0.014694475209165558,0.32958130241288486,0.31484296309861737,0.955281627912848,1.0,0.002044989775051125,0.3343253968253968,0.6656746031746033,0.33228040705034567,0.9979550102249489,0.3343253968253968,0.0061167646684021785,0.002044989775051125,1.0,0.006191950464396285,1.0,0.0,0.9938080495356038,0.9938080495356038,1.0,0.006191950464396285,0.006191950464396285,0.0,1.0,0.9970282317979198,0.9970282317979198,0.002971768202080227,1.0,0.0,0.9970282317979198,0.0
23,baseline,"cnn",(None),0.5410497981157469,0.6527494908350305,0.6668341708542713,0.8646190249529757,0.32027424094025464,0.32484725050916496,0.9927760577915377,0.6679288072823727,0.6725018168512831,0.0045730095689103245,0.3272110038912483,0.32260471878493424,0.9859225849634171,0.0,0.9938900203665988,0.3384932920536636,0.6553967283129352,0.3384932920536636,0.9938900203665988,0.3405741934392394,0.0,0.0,0.0,1.0,0.9879518072289156,0.012048192771084376,0.9879518072289156,1.0,0.9879518072289156,0.0,0.0,1.0,0.008968609865470852,1.0,0.9910313901345291,0.0,0.9910313901345291,0.008968609865470852,1.0,0.008968609865470852
24,baseline,"cnn",(None),0.5703230148048453,0.6517311608961304,0.6733668341708543,0.865401413208291,0.35135135135135137,0.3827893175074184,0.9948024948024948,0.6434511434511434,0.6120131772950764,0.03143796615606703,0.35318704284221525,0.3847892616950225,0.9178713597318249,0.997997997997998,0.0,0.30457380457380456,0.6934241934241935,0.30457380457380456,0.997997997997998,0.30518478512460456,0.0,0.0,1.0,0.0,0.9897959183673469,0.010204081632653073,0.9897959183673469,1.0,0.9897959183673469,0.0,0.0,0.003076923076923077,1.0,0.9970059880239521,0.993929064947029,0.0029940119760478723,0.9969230769230769,0.003086163086163086,0.9970059880239521,0.003076923076923077
25,baseline,"cnn",(None),0.5460969044414535,0.6486761710794298,0.6723618090452261,0.8690037531492876,0.3397761953204476,0.3159448818897638,0.9948612538540597,0.6550850585336121,0.6789163719642959,0.023831313430683843,0.3415312376516483,0.3175768285937398,0.9298617332264604,0.9989827060020345,0.0,0.31551901336073995,0.6834636926412946,0.31551901336073995,0.9989827060020345,0.31584031581833744,0.0,0.0,1.0,0.0,0.9967213114754099,0.003278688524590123,0.9967213114754099,1.0,0.9967213114754099,0.0,0.0,0.0015384615384615385,1.0,0.9955089820359282,0.9939705204974667,0.004491017964071808,0.9984615384615385,0.001545401966454598,0.9955089820359282,0.0015384615384615385
26,baseline,"cnn",(None),0.5551816958277255,0.654786150712831,0.6587939698492462,0.8576085451968644,0.3247011952191235,0.3405349794238683,0.9969879518072289,0.6722867565881054,0.6564529723833605,0.015833784204744794,0.325682165597429,0.34156378600823045,0.9535032077129548,0.9970119521912351,0.00102880658436214,0.321285140562249,0.6757268116289861,0.32025633397788683,0.995983145606873,0.3222480330914066,0.003202160493827161,0.0010318899207788098,1.0,0.0029585798816568047,0.9937694704049844,0.006230529595015577,0.9908108905233276,0.9970414201183432,0.9937694704049844,0.002977128971823932,0.0029585798816568047,0.004405286343612335,1.0,0.9985185185185185,0.9941132321749061,0.001481481481481528,0.9955947136563876,0.004411822376763096,0.9985185185185185,0.004405286343612335
27,baseline,"cnn",(None),0.5541722745625841,0.6731160896130346,0.6527638190954774,0.8613176112782843,0.3258317025440313,0.3204301075268817,0.996078431372549,0.6702467288285177,0.6756483238456673,0.005401595017149596,0.32711450452255114,0.32169164338328676,0.9834221318092286,0.99706457925636,0.0,0.3264705882352941,0.6705939910210659,0.3264705882352941,0.99706457925636,0.3274317381515904,0.0,0.0,1.0,0.0,0.993993993993994,0.006006006006005982,0.993993993993994,1.0,0.993993993993994,0.0,0.0,0.004335260115606936,1.0,0.9970887918486172,0.9927535317330103,0.0029112081513827937,0.9956647398843931,0.004347917809375131,0.9970887918486172,0.004335260115606936
28,baseline,"cnn",(None),0.6144010767160162,0.6741344195519349,0.7552763819095477,0.8324898080553912,0.3281733746130031,0.9883720930232558,0.5025746652935118,0.485797427729744,0.6601987184102527,0.1744012906805087,0.508487308414612,0.3320342378437443,0.6529843171090698,0.0,0.33624031007751937,0.8259526261585994,0.48971231608108007,0.33624031007751937,0.8259526261585994,0.407093941502832,0.0,0.0,0.0,0.985632183908046,1.0,0.014367816091954033,0.985632183908046,1.0,0.985632183908046,0.0,0.0,1.0,0.9941520467836257,0.25920245398773006,0.7349495927958956,0.005847953216374324,0.74079754601227,0.26072717430530495,0.9941520467836257,0.25920245398773006
29,baseline,"cnn",(None),0.5656123822341858,0.685336048879837,0.6648241206030151,0.853903018886625,0.9959758551307847,0.33098591549295775,0.3678861788617886,0.6649899396378269,0.628089676268996,0.03690026336883084,0.33232323232323235,0.3693725876652706,0.8996965216714653,0.3460764587525151,1.0,0.0020325203252032522,0.6539235412474849,0.34404393842731185,0.9979674796747967,0.3460764587525151,0.0058730383815466065,0.0020325203252032522,0.9941860465116279,1.0,0.006472491909385114,0.005813953488372103,0.9877135546022427,0.9935275080906149,0.9941860465116279,0.006510342739264559,0.006472491909385114,0.9969230769230769,0.0,1.0,0.9969230769230769,0.003076923076923088,1.0,0.0,0.9969230769230769,0.0
30,baseline,"cnn",(None),0.5605652759084792,0.6924643584521385,0.6633165829145728,0.8536707128777957,0.32012847965738755,0.997131931166348,0.32661290322580644,0.6705190279405415,0.6770034515089605,0.0064844235684188845,0.32755234590047316,0.32104927106579806,0.9801464562349644,0.0,0.3508604206500956,0.9909274193548387,0.6400669987047432,0.3508604206500956,0.9909274193548387,0.35407277445055424,0.0,0.0,0.0,0.9972677595628415,1.0,0.002732240437158473,0.9972677595628415,1.0,0.9972677595628415,0.0,0.0,1.0,0.9970588235294118,0.013293943870014771,0.983764879659397,0.002941176470588225,0.9867060561299852,0.013333159043672632,0.9970588235294118,0.013293943870014771
