bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.c,baselines.method,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_colour_0.0 (dro),Accuracy_colour_1.0 (dro),Accuracy_colour_0.0-colour_1.0 (dro),Accuracy_colour_0.0÷colour_1.0 (dro),prob_pos_colour_0.0 (dro),prob_pos_colour_1.0 (dro),prob_pos_colour_0.0-colour_1.0 (dro),prob_pos_colour_0.0÷colour_1.0 (dro),TPR_colour_0.0 (dro),TPR_colour_1.0 (dro),TPR_colour_0.0-colour_1.0 (dro),TPR_colour_0.0÷colour_1.0 (dro),TNR_colour_0.0 (dro),TNR_colour_1.0 (dro),TNR_colour_0.0-colour_1.0 (dro),TNR_colour_0.0÷colour_1.0 (dro),eta
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,10,10,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7164846077457795,0.9623217922606924,0.4825581395348837,0.5954974508105091,0.4724172517552658,0.9557522123893806,0.4833349606341148,0.4942884208180095,1.0,0.4739429695181907,0.5260570304818093,0.4739429695181907,1.0,0.9275929549902152,0.0724070450097847,0.9275929549902152,0.0,0.984189723320158,0.984189723320158,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,11,11,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7358490566037735,0.989816700610998,0.4941860465116279,0.5929017996389021,0.4960474308300395,0.9780439121756488,0.4819964813456091,0.5071831894813261,1.0,0.4810379241516966,0.5189620758483033,0.4810379241516966,1.0,0.9791666666666666,0.0208333333333333,0.9791666666666666,0.0,0.9770114942528736,0.9770114942528736,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,12,12,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7552135054617676,0.5071283095723014,0.9912790697674418,0.5613195421511675,0.5061601642710473,0.9884615384615384,0.4823013741904912,0.5120686486788805,0.0,0.4875,0.4875,0.0,0.0,0.994011976047904,0.994011976047904,0.0,1.0,0.9833024118738404,0.0166975881261595,0.9833024118738404,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,13,13,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7383316782522343,0.9918533604887984,0.4970930232558139,0.5960333232542067,0.4970472440944882,0.9839679358717436,0.4869206917772553,0.5051457735298363,1.0,0.4779559118236473,0.5220440881763527,0.4779559118236473,1.0,0.9832285115303984,0.0167714884696016,0.9832285115303984,0.0,0.9846449136276392,0.9846449136276392,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,14,14,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7353525322740815,0.9918533604887984,0.4912790697674418,0.592580038537752,0.4941060903732809,0.9819277108433736,0.4878216204700925,0.5032000674967155,1.0,0.4829317269076305,0.5170682730923695,0.4829317269076305,1.0,0.9832985386221296,0.0167014613778705,0.9832985386221296,0.0,0.9806576402321084,0.9806576402321084,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,15,15,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7393247269116187,0.9928716904276986,0.4980620155038759,0.5995957827882932,0.4990215264187866,0.9868951612903226,0.4878736348715359,0.5056479613967685,1.0,0.4747983870967742,0.5252016129032258,0.4747983870967742,1.0,0.9851694915254238,0.0148305084745762,0.9851694915254238,0.0,0.9884615384615384,0.9884615384615384,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,16,16,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7298907646474677,0.9959266802443992,0.4767441860465116,0.5801957781430049,0.4804305283757338,0.9868951612903226,0.5064646329145888,0.4868100961682614,1.0,0.5,0.5,0.5,1.0,0.9918533604887984,0.0081466395112016,0.9918533604887984,0.0,0.9820359281437124,0.9820359281437124,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,17,17,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7393247269116187,0.9959266802443992,0.4951550387596899,0.596122040175025,0.4990234375,0.987878787878788,0.4888553503787879,0.5051464244631901,1.0,0.4797979797979798,0.5202020202020202,0.4797979797979798,1.0,0.9915074309978767,0.0084925690021231,0.9915074309978767,0.0,0.9845857418111752,0.9845857418111752,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,18,18,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7189672293942403,0.959266802443992,0.4903100775193798,0.6141186280950099,0.4940828402366864,0.947,0.4529171597633135,0.52173478377686,1.0,0.454,0.546,0.454,1.0,0.9168399168399168,0.0831600831600831,0.9168399168399168,0.0,0.97495183044316,0.97495183044316,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,19,19,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7244289970208541,0.9969450101832994,0.4651162790697674,0.567281822121717,0.4670599803343166,0.9869608826479438,0.5199009023136272,0.4732304882045871,1.0,0.5155466399197592,0.4844533600802407,0.5155466399197592,1.0,0.9940828402366864,0.0059171597633136,0.9940828402366864,0.0,0.979591836734694,0.979591836734694,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,20,20,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7298907646474677,0.9979633401221996,0.4748062015503876,0.5730935256533456,0.4827586206896552,0.980980980980981,0.4982223602913257,0.4921182266009852,1.0,0.5075075075075075,0.4924924924924925,0.5075075075075075,1.0,0.9959349593495936,0.0040650406504064,0.9959349593495936,0.0,0.9664694280078896,0.9664694280078896,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,21,21,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7616683217477657,0.5203665987780041,0.9912790697674418,0.5893795968776818,0.5318091451292246,0.9910714285714286,0.459262283442204,0.5366002185087672,0.0,0.5158730158730159,0.5158730158730159,0.0,0.0,1.0,1.0,0.0,1.0,0.9818913480885312,0.0181086519114688,0.9818913480885312,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,22,22,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.746772591857001,0.9959266802443992,0.5096899224806202,0.5789159542730886,0.4892307692307692,0.9884504331087584,0.4992196638779892,0.4949471949666691,1.0,0.4898941289701636,0.5101058710298364,0.4898941289701636,1.0,0.992079207920792,0.0079207920792079,0.992079207920792,0.0,0.9850187265917604,0.9850187265917604,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,23,23,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7169811320754716,0.9653767820773932,0.4806201550387597,0.5934744229311227,0.478,0.9526627218934912,0.4746627218934911,0.501751552795031,1.0,0.4773175542406311,0.5226824457593688,0.4773175542406311,1.0,0.9325396825396826,0.0674603174603174,0.9325396825396826,0.0,0.9725490196078432,0.9725490196078432,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,24,24,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7552135054617676,0.5010183299389002,0.997093023255814,0.5685891934175669,0.5124626121635095,0.9960435212660732,0.4835809091025637,0.5144982134034838,0.0,0.4896142433234421,0.4896142433234421,0.0,0.0,0.9979716024340772,0.9979716024340772,0.0,1.0,0.9942084942084942,0.0057915057915057,0.9942084942084942,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,25,25,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7393247269116187,0.4765784114052953,0.9893410852713178,0.5597268224236851,0.4995044598612487,0.9800995024875622,0.4805950426263134,0.5096466823965026,0.0,0.4766169154228856,0.4766169154228856,0.0,0.0,0.981132075471698,0.981132075471698,0.0,1.0,0.9791666666666666,0.0208333333333333,0.9791666666666666,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,26,26,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7398212512413108,0.9714867617107944,0.5193798449612403,0.6023581958614965,0.5,0.963531669865643,0.463531669865643,0.5189243027888446,1.0,0.4587332053742802,0.5412667946257197,0.4587332053742802,1.0,0.9435483870967742,0.0564516129032257,0.9435483870967742,0.0,0.9816849816849816,0.9816849816849816,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,27,27,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.730883813306852,0.9938900203665988,0.4806201550387597,0.5895179402709647,0.4893203883495146,0.983739837398374,0.4944194490488594,0.4974083286528123,1.0,0.4898373983739837,0.5101626016260163,0.4898373983739837,1.0,0.98744769874477,0.0125523012552301,0.98744769874477,0.0,0.9802371541501976,0.9802371541501976,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,28,28,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7418073485600795,0.9928716904276986,0.502906976744186,0.5817037109127591,0.4913705583756345,0.9815354713313896,0.4901649129557552,0.5006141629391365,1.0,0.488824101068999,0.5111758989310009,0.488824101068999,1.0,0.9859437751004017,0.0140562248995983,0.9859437751004017,0.0,0.9774011299435028,0.9774011299435028,0.0,1.0
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,1.0,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,29,29,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7507447864945382,0.4989816700610998,0.9903100775193798,0.566739937299781,0.5055387713997986,0.9892262487757101,0.48368747737591145,0.5110446392071232,0.0,0.48971596474045054,0.48971596474045054,0.0,0.0,0.9979633401221996,0.9979633401221996,0.0,1.0,0.9811320754716981,0.018867924528301883,0.9811320754716981,1.0
