bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.c,baselines.method,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_colour_0.0 (dro),Accuracy_colour_1.0 (dro),Accuracy_colour_0.0-colour_1.0 (dro),Accuracy_colour_0.0÷colour_1.0 (dro),prob_pos_colour_0.0 (dro),prob_pos_colour_1.0 (dro),prob_pos_colour_0.0-colour_1.0 (dro),prob_pos_colour_0.0÷colour_1.0 (dro),TPR_colour_0.0 (dro),TPR_colour_1.0 (dro),TPR_colour_0.0-colour_1.0 (dro),TPR_colour_0.0÷colour_1.0 (dro),TNR_colour_0.0 (dro),TNR_colour_1.0 (dro),TNR_colour_0.0-colour_1.0 (dro),TNR_colour_0.0÷colour_1.0 (dro),eta
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,10,10,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7432969215491559,0.609979633401222,0.8701550387596899,0.2907461764380806,0.4814443329989969,1.0,0.518555667001003,0.4814443329989969,0.2226680040120361,0.5024582104228122,0.2797902064107761,0.4431572604309994,0.1868365180467091,1.0,0.8131634819532909,0.1868365180467091,0.7452471482889734,1.0,0.2547528517110266,0.7452471482889734,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,11,11,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7457795431976166,1.0,0.5038759689922481,0.5929017996389021,0.4960474308300395,0.998003992015968,0.5019565611859285,0.4970395256916997,1.0,0.4810379241516966,0.5189620758483033,0.4810379241516966,1.0,1.0,0.0,1.0,0.0,0.9961685823754788,0.9961685823754788,0.0,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,12,12,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7606752730883813,0.5101832993890021,0.999031007751938,0.557620551711179,0.5061601642710473,0.9990384615384617,0.4928782972674143,0.5066473251606248,0.0,0.4826923076923077,0.4826923076923077,0.0,0.0,1.0,1.0,0.0,1.0,0.9981447124304268,0.0018552875695733,0.9981447124304268,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,13,13,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7482621648460774,0.4857433808553971,0.998062015503876,0.5636313615862699,0.5029527559055118,0.997995991983968,0.4950432360784561,0.5039627011984947,0.0,0.4799599198396793,0.4799599198396793,0.0,0.0,1.0,1.0,0.0,1.0,0.9961612284069098,0.0038387715930902,0.9961612284069098,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,14,14,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.6777557100297915,0.6731160896130346,0.6821705426356589,0.0160875653592985,0.3644400785854617,0.997991967871486,0.6335518892860242,0.3651733584216497,0.4990176817288801,0.4829317269076305,0.0160859548212496,0.9677647598267084,0.3618290258449304,1.0,0.6381709741550696,0.3618290258449304,0.3669902912621359,0.9961315280464216,0.6291412367842857,0.3684154962767462,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,15,15,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7457795431976166,1.0,0.5038759689922481,0.5988195697728828,0.4990215264187866,1.0,0.5009784735812133,0.4990215264187866,1.0,0.4758064516129032,0.5241935483870968,0.4758064516129032,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,16,16,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7522343594836147,0.5010183299389002,0.9912790697674418,0.5588039402125865,0.512720156555773,0.998991935483871,0.486271778928098,0.5132375331012379,0.0107632093933463,0.4939516129032258,0.4831884035098794,0.0217900075881624,0.0040733197556008,0.9979633401221996,0.9938900203665988,0.0040816326530612,0.9830508474576272,1.0,0.0169491525423728,0.9830508474576272,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,17,17,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.6896722939424031,0.5295315682281059,0.8420542635658915,0.2837777952250494,0.3896484375,1.0,0.6103515625,0.3896484375,0.20703125,0.4757575757575757,0.2687263257575757,0.4351612261146497,0.0958904109589041,1.0,0.904109589041096,0.0958904109589041,0.682261208576998,1.0,0.317738791423002,0.682261208576998,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,18,18,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7507447864945382,0.4898167006109979,0.999031007751938,0.5648239634262823,0.5059171597633136,0.999,0.4930828402366863,0.5064235833466603,0.0,0.482,0.482,0.0,0.0,1.0,1.0,0.0,1.0,0.9980732177263968,0.0019267822736031,0.9980732177263968,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,19,19,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7641509433962265,0.5162932790224033,1.0,0.5858146803988489,0.5329400196656834,1.0,0.4670599803343166,0.5329400196656834,0.0,0.5085255767301906,0.5085255767301906,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,20,20,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7576961271102284,0.994908350305499,0.5319767441860465,0.5141636142085731,0.5201970443349754,0.998998998998999,0.4788019546640236,0.5207182838583571,0.9527093596059112,0.4934934934934935,0.4592158661124178,0.5179895510815883,0.9897959183673468,1.0,0.010204081632653,0.9897959183673468,0.0819047619047619,0.9980276134122288,0.9161228515074668,0.0820666290231507,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,21,21,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.766137040714995,0.5203665987780041,1.0,0.5825050356071827,0.5318091451292246,1.0,0.4681908548707754,0.5318091451292246,0.0,0.5069444444444444,0.5069444444444444,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,22,22,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.8336643495531281,0.7474541751527495,0.9156976744186046,0.1667155954083304,0.6574358974358975,0.9990375360923964,0.341601638656499,0.6580692653525024,0.3230769230769231,0.4870067372473532,0.1639298141704301,0.6633931286105199,0.480083857442348,1.0,0.519916142557652,0.480083857442348,0.8273092369477911,0.99812734082397,0.1708181038761789,0.8288614118763986,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,23,23,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.6817279046673287,0.7708757637474541,0.5968992248062015,0.1743395109493377,0.361,0.9980276134122288,0.6370276134122288,0.3617134387351778,0.669,0.4970414201183432,0.1719585798816568,0.7429617640035024,0.5313807531380753,0.998015873015873,0.4666351198777977,0.5324371761065406,0.2049808429118774,0.9980392156862744,0.7930583727743972,0.2053835557663211,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,24,24,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7567030784508441,0.5020366598778004,0.999031007751938,0.5678276928989529,0.5124626121635095,0.9990108803165184,0.4865482681530088,0.5129700008884239,0.0,0.4886251236399604,0.4886251236399604,0.0,0.0,1.0,1.0,0.0,1.0,0.998069498069498,0.0019305019305019,0.998069498069498,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,25,25,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7487586891757696,0.4857433808553971,0.999031007751938,0.55896020908466,0.4995044598612487,0.999004975124378,0.4995005152631294,0.500001974263501,0.0,0.4756218905472636,0.4756218905472636,0.0,0.0,1.0,1.0,0.0,1.0,0.9981060606060606,0.0018939393939394,0.9981060606060606,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,26,26,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7581926514399205,0.505091649694501,0.999031007751938,0.5528211842415901,0.5,0.9990403071017274,0.4990403071017274,0.5004803073967339,0.0,0.4769673704414587,0.4769673704414587,0.0,0.0,1.0,1.0,0.0,1.0,0.9981684981684982,0.0018315018315018,0.9981684981684982,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,27,27,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7482621648460774,0.4857433808553971,0.998062015503876,0.5715242072682989,0.5106796116504855,0.9969512195121952,0.4862716078617096,0.5122413230010986,0.0,0.4867886178861789,0.4867886178861789,0.0,0.0,0.997907949790795,0.997907949790795,0.0,1.0,0.9960474308300395,0.0039525691699604,0.9960474308300395,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,28,28,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.759682224428997,0.5071283095723014,1.0,0.5607580264434141,0.5086294416243655,1.0,0.4913705583756345,0.5086294416243655,0.0,0.4839650145772595,0.4839650145772595,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.01
[0],0.0,True,0.7,0.6,0.4,1.0,0.0,0.85,0.0,1.0,mildly_subs_miss_s,False,False,60,1000,256,0.001,1e-08,0.01,0.0,dro,True,cmnist,1.0,0.5,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,baseline_dro,True,0,False,29,29,results/cmnist/2v4/mildly_subs_miss_s-0.5cont-more_data,,,False,4,cuda:0,True,0.7557100297914597,0.5,0.999031007751938,0.5607082915965241,0.5055387713997986,0.9990205680705191,0.49348179667072045,0.506034397646269,0.0,0.48188050930460335,0.48188050930460335,0.0,0.0,1.0,1.0,0.0,1.0,0.9981132075471698,0.0018867924528301883,0.9981132075471698,0.01
