seed,data,method,wandb_url,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_1.0,Accuracy_colour_0.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0÷colour_1.0,prob_pos_colour_1.0,prob_pos_colour_0.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0÷colour_1.0,TPR_colour_1.0,TPR_colour_0.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0÷colour_1.0,TNR_colour_1.0,TNR_colour_0.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0÷colour_1.0,eta
7,baseline,"dro",(None),0.5124131082423039,0.0,1.0,1.0,0.5079207920792079,0.5169322709163346,0.009011478837126718,0.9825673896869456,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
8,baseline,"dro",(None),0.7517378351539226,0.4969450101832994,0.9941860465116279,0.5723567273388249,0.9930209371884346,0.5123639960435212,0.4806569411449134,0.5159649478229436,0.49252243270189433,0.0,0.49252243270189433,0.0,0.9979550102249489,0.0,0.9979550102249489,0.0,0.9883268482490273,1.0,0.011673151750972721,0.9883268482490273,0.01
8,baseline,"dro",(None),0.7517378351539226,0.4969450101832994,0.9941860465116279,0.5723567273388249,0.9930209371884346,0.5123639960435212,0.4806569411449134,0.5159649478229436,0.49252243270189433,0.0,0.49252243270189433,0.0,0.9979550102249489,0.0,0.9979550102249489,0.0,0.9883268482490273,1.0,0.011673151750972721,0.9883268482490273,0.1
8,baseline,"dro",(None),0.7631578947368421,0.5183299389002036,0.9961240310077519,0.5413554432054531,0.996011964107677,0.5321463897131553,0.4638655743945217,0.534277105988283,0.4915254237288136,0.019782393669634024,0.47174303005917956,0.04024693884511749,1.0,0.04056795131845842,0.9594320486815415,0.04056795131845842,0.9922178988326849,1.0,0.0077821011673151474,0.9922178988326849,0.3
8,baseline,"dro",(None),0.5,0.4979633401221996,0.501937984496124,1.0,0.48753738783649053,0.5123639960435212,0.024826608207030698,0.9515449789627258,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
9,baseline,"dro",(None),0.7591857000993049,0.5071283095723014,0.999031007751938,0.5514586329238563,0.998997995991984,0.5236220472440944,0.4753759487478896,0.524147244884259,0.4879759519038076,0.011811023622047244,0.4761649282817604,0.02420411000986273,1.0,0.024193548387096774,0.9758064516129032,0.024193548387096774,0.998046875,1.0,0.001953125,0.998046875,0.01
9,baseline,"dro",(None),0.7720953326713009,0.5346232179226069,0.998062015503876,0.510289095444753,0.996993987975952,0.5511811023622047,0.4458128856137472,0.552842954932141,0.4879759519038076,0.03937007874015748,0.44860587316365014,0.08068036669954244,0.9979423868312757,0.08064516129032258,0.917297225540953,0.08081143997339542,0.99609375,1.0,0.00390625,0.99609375,0.1
9,baseline,"dro",(None),0.766137040714995,0.5224032586558045,0.998062015503876,0.5276658002559893,0.996993987975952,0.5393700787401575,0.45762390923579443,0.5409963201835951,0.4879759519038076,0.027559055118110236,0.46041689678569736,0.056476256689679705,0.9979423868312757,0.056451612903225805,0.9414907739280499,0.05656800798137679,0.99609375,1.0,0.00390625,0.99609375,0.3
9,baseline,"dro",(None),0.7279046673286991,0.49490835030549896,0.9496124031007752,0.6091574253375895,0.9478957915831663,0.5118110236220472,0.43608476796111906,0.5399443991276989,0.5390781563126252,0.0,0.5390781563126252,0.0,1.0,0.0,1.0,0.0,0.8984375,1.0,0.1015625,0.8984375,1.0
10,baseline,"dro",(None),0.753227408142999,0.4979633401221996,0.9961240310077519,0.5631377390160994,0.9960707269155207,0.5050200803212851,0.4910506465942356,0.5070122699872468,0.48428290766208254,0.0,0.48428290766208254,0.0,1.0,0.0,1.0,0.0,0.9924385633270322,1.0,0.007561436672967825,0.9924385633270322,0.01
10,baseline,"dro",(None),0.7537239324726912,0.4979633401221996,0.997093023255814,0.5623814735882997,0.9970530451866405,0.5050200803212851,0.4920329648653554,0.5065127505094268,0.48330058939096265,0.0,0.48330058939096265,0.0,1.0,0.0,1.0,0.0,0.994328922495274,1.0,0.005671077504725952,0.994328922495274,0.1
10,baseline,"dro",(None),0.7542204568023834,0.4979633401221996,0.998062015503876,0.5616251849311004,0.9980353634577603,0.5050200803212851,0.49301528313647525,0.5060142143376656,0.4823182711198428,0.0,0.4823182711198428,0.0,1.0,0.0,1.0,0.0,0.996219281663516,1.0,0.003780718336483968,0.996219281663516,0.3
10,baseline,"dro",(None),0.685700099304866,0.49490835030549896,0.8672480620155039,0.661966845695045,0.862475442043222,0.5050200803212851,0.3574553617219369,0.5855472001902827,0.611984282907662,0.0,0.611984282907662,0.0,0.9938650306748467,0.0,0.9938650306748467,0.0,0.7410207939508506,1.0,0.25897920604914937,0.7410207939508506,1.0
11,baseline,"dro",(None),0.7512413108242304,0.4979633401221996,0.9922480620155039,0.5752303598863244,0.5128458498023716,0.9920159680638723,0.4791701182615007,0.5169733817927327,0.0,0.49600798403193613,0.49600798403193613,0.0,0.0,1.0,1.0,0.0,1.0,0.9844054580896686,0.015594541910331383,0.9844054580896686,0.01
11,baseline,"dro",(None),0.7651439920556107,0.5254582484725051,0.9932170542635659,0.5340557033645088,0.5395256916996047,0.9930139720558883,0.4534882803562835,0.5433213498321647,0.0266798418972332,0.49500998003992014,0.4683301381426869,0.053897583832717075,0.05476673427991886,1.0,0.9452332657200812,0.05476673427991886,1.0,0.98635477582846,0.013645224171540016,0.98635477582846,0.1
11,baseline,"dro",(None),0.817279046673287,0.6344195519348269,0.9912790697674418,0.3928458508323156,0.6452569169960475,0.9910179640718563,0.3457610470758088,0.6511051669990329,0.1324110671936759,0.49700598802395207,0.36459492083027617,0.2664174484499262,0.2718052738336714,1.0,0.7281947261663286,0.2718052738336714,1.0,0.9824561403508771,0.01754385964912286,0.9824561403508771,0.3
11,baseline,"dro",(None),0.7204568023833168,0.4979633401221996,0.9321705426356589,0.6229178884487063,0.5128458498023716,0.9301397205588823,0.4172938707565107,0.5513643149162836,0.0,0.5578842315369261,0.5578842315369261,0.0,0.0,1.0,1.0,0.0,1.0,0.8635477582846004,0.1364522417153996,0.8635477582846004,1.0
12,baseline,"dro",(None),0.7711022840119166,0.5346232179226069,0.9961240310077519,0.5776003104415013,0.9961538461538462,0.5308008213552361,0.46535302479861007,0.5328502453759126,0.5086538461538461,0.0,0.5086538461538461,0.0,1.0,0.0,1.0,0.0,0.9922330097087378,1.0,0.007766990291262155,0.9922330097087378,0.01
12,baseline,"dro",(None),0.7711022840119166,0.5346232179226069,0.9961240310077519,0.5776003104415013,0.9961538461538462,0.5308008213552361,0.46535302479861007,0.5328502453759126,0.5086538461538461,0.0,0.5086538461538461,0.0,1.0,0.0,1.0,0.0,0.9922330097087378,1.0,0.007766990291262155,0.9922330097087378,0.1
12,baseline,"dro",(None),0.7715988083416088,0.5346232179226069,0.997093023255814,0.5768599199305494,0.9971153846153846,0.5308008213552361,0.46631456326014853,0.5323364071450777,0.5076923076923077,0.0,0.5076923076923077,0.0,1.0,0.0,1.0,0.0,0.9941747572815534,1.0,0.005825242718446644,0.9941747572815534,0.3
12,baseline,"dro",(None),0.5536246276067527,0.09164969450101833,0.9932170542635659,0.23244060754097026,0.4951923076923077,0.6160164271047228,0.12082411941241511,0.8038621794871795,0.0,0.09958932238193019,0.09958932238193019,0.0,0.0,0.19693654266958424,0.19693654266958424,0.0,1.0,0.9864603481624759,0.013539651837524147,0.9864603481624759,1.0
13,baseline,"dro",(None),0.7552135054617676,0.4979633401221996,1.0,0.5724844932078601,0.998995983935743,0.5166994106090373,0.4822965733267056,0.5172187064990967,0.49096385542168675,0.0,0.49096385542168675,0.0,0.9979591836734694,0.0,0.9979591836734694,0.0,1.0,1.0,0.0,1.0,0.01
13,baseline,"dro",(None),0.7547169811320755,0.4979633401221996,0.999031007751938,0.5732575408300908,0.9979919678714859,0.5166994106090373,0.4812925572624486,0.5177390472501018,0.4919678714859438,0.0,0.4919678714859438,0.0,0.9979591836734694,0.0,0.9979591836734694,0.0,0.9980237154150198,1.0,0.0019762845849802257,0.9980237154150198,0.1
13,baseline,"dro",(None),0.7557100297914597,0.5010183299389002,0.998062015503876,0.5671167323189351,0.9959839357429718,0.5206286836935167,0.47535525204945517,0.5227279929019583,0.4919678714859438,0.003929273084479371,0.4880385984014644,0.007986848963553986,0.9959183673469387,0.008130081300813009,0.9877882860461257,0.00816340130614421,0.9960474308300395,1.0,0.0039525691699604515,0.9960474308300395,0.3
13,baseline,"dro",(None),0.5551142005958292,0.5173116089613035,0.5910852713178295,0.8965798431208045,0.5783132530120482,0.5324165029469549,0.045896750065093306,0.9206368696791095,0.9136546184738956,0.019646365422396856,0.8940082530514988,0.02150305490187612,1.0,0.036585365853658534,0.9634146341463414,0.036585365853658534,0.16996047430830039,0.9961977186311787,0.8262372443228783,0.17060917840871376,1.0
14,baseline,"dro",(None),0.7671300893743793,0.5274949083503055,0.9951550387596899,0.5568076203352005,0.9949899799599199,0.5433070866141733,0.4516828933457466,0.5460427718438519,0.5060120240480962,0.017716535433070866,0.4882954886150253,0.03501208388555391,1.0,0.03734439834024896,0.9626556016597511,0.03734439834024896,0.9899598393574297,1.0,0.010040160642570295,0.9899598393574297,0.01
14,baseline,"dro",(None),0.7879841112214498,0.5712830957230143,0.9941860465116279,0.4969002672729196,0.9939879759519038,0.5856299212598425,0.4083580546920613,0.5891720377190754,0.5070140280561122,0.060039370078740155,0.446974657977372,0.11841757181538079,1.0,0.12655601659751037,0.8734439834024896,0.12655601659751037,0.9879518072289156,1.0,0.012048192771084376,0.9879518072289156,0.1
14,baseline,"dro",(None),0.7621648460774578,0.5132382892057027,0.999031007751938,0.5745258630367774,0.998997995991984,0.5295275590551181,0.46947043693686596,0.5300586799769386,0.5020040080160321,0.003937007874015748,0.4980670001420163,0.007842582551432567,1.0,0.008298755186721992,0.991701244813278,0.008298755186721992,0.9979919678714859,1.0,0.002008032128514081,0.9979919678714859,0.3
14,baseline,"dro",(None),0.5143992055610725,0.5091649694501018,0.5193798449612403,0.9980156775267147,0.503006012024048,0.5255905511811023,0.022584539157054273,0.9570301651993125,0.9979959919839679,0.0,0.9979959919839679,0.0,1.0,0.0,1.0,0.0,0.004016064257028112,1.0,0.9959839357429718,0.004016064257028112,1.0
15,baseline,"dro",(None),0.7651439920556107,0.5203665987780041,0.998062015503876,0.5096358248590181,0.5395894428152492,0.9979818365287588,0.4583923937135096,0.5406806247016299,0.03616813294232649,0.4803229061553986,0.44415477321307206,0.07529962131480158,0.07283464566929133,1.0,0.9271653543307087,0.07283464566929133,1.0,0.9961315280464217,0.003868471953578312,0.9961315280464217,0.01
15,baseline,"dro",(None),0.8177755710029792,0.6272912423625254,0.999031007751938,0.3649738686816018,0.6441837732160313,0.9969727547931383,0.35278898157710703,0.6461397968189139,0.14076246334310852,0.4772956609485368,0.3365331976054283,0.2949167043827073,0.28346456692913385,0.9957805907172996,0.7123160237881658,0.2846656879754437,1.0,0.9980657640232108,0.0019342359767892114,0.9980657640232108,0.1
15,baseline,"dro",(None),0.8043694141012909,0.59979633401222,0.999031007751938,0.4008507415490713,0.6168132942326491,0.9979818365287588,0.38116854229610975,0.6180606416426241,0.11339198435972629,0.4783047426841574,0.3649127583244311,0.23707058333436448,0.2283464566929134,0.9978902953586498,0.7695438386657364,0.22882921875780327,1.0,0.9980657640232108,0.0019342359767892114,0.9980657640232108,0.3
15,baseline,"dro",(None),0.7259185700099305,0.47963340122199594,0.9602713178294574,0.5931998107021352,0.5034213098729228,0.9556004036326943,0.4521790937597715,0.5268115291278421,0.0,0.5166498486377397,0.5166498486377397,0.0,0.0,0.9936708860759493,0.9936708860759493,0.0,1.0,0.9206963249516441,0.07930367504835589,0.9206963249516441,1.0
16,baseline,"dro",(None),0.7432969215491559,0.4775967413441955,0.9961240310077519,0.5623398527430223,0.9959677419354839,0.4980430528375734,0.4979246890979105,0.5000594214725433,0.47681451612903225,0.0,0.47681451612903225,0.0,1.0,0.0,1.0,0.0,0.9923518164435946,1.0,0.007648183556405397,0.9923518164435946,0.01
16,baseline,"dro",(None),0.746772591857001,0.4847250509164969,0.9961240310077519,0.5514595815401125,0.9959677419354839,0.5048923679060665,0.49107537402941737,0.5069364665615567,0.47681451612903225,0.00684931506849315,0.4699652010605391,0.014364736887833416,1.0,0.01364522417153996,0.9863547758284601,0.01364522417153996,0.9923518164435946,1.0,0.007648183556405397,0.9923518164435946,0.1
16,baseline,"dro",(None),0.7720953326713009,0.5376782077393075,0.9951550387596899,0.4738344745415443,0.9939516129032258,0.5567514677103719,0.4372001451928539,0.5601394076761551,0.47681451612903225,0.05870841487279843,0.4181061012562338,0.12312631618142927,0.997867803837953,0.11695906432748537,0.8809087395104677,0.11720897685809967,0.9904397705544933,1.0,0.009560229445506718,0.9904397705544933,0.3
16,baseline,"dro",(None),0.5183714001986097,0.012219959266802444,1.0,0.07627618697000342,0.5272177419354839,0.5097847358121331,0.017433006123350747,0.9669339539687114,0.0,0.011741682974559686,0.011741682974559686,0.0,0.0,0.023391812865497075,0.023391812865497075,0.0,1.0,1.0,0.0,1.0,1.0
17,baseline,"dro",(None),0.7408142999006951,0.4786150712830957,0.9903100775193798,0.5665746580163544,0.98989898989899,0.5,0.48989898989898994,0.5051020408163265,0.48383838383838385,0.0009765625,0.48286182133838385,0.002018365083507307,1.0,0.001949317738791423,0.9980506822612085,0.001949317738791423,0.980806142034549,1.0,0.019193857965451033,0.980806142034549,0.01
17,baseline,"dro",(None),0.7408142999006951,0.4786150712830957,0.9903100775193798,0.5665746580163544,0.98989898989899,0.5,0.48989898989898994,0.5051020408163265,0.48383838383838385,0.0009765625,0.48286182133838385,0.002018365083507307,1.0,0.001949317738791423,0.9980506822612085,0.001949317738791423,0.980806142034549,1.0,0.019193857965451033,0.980806142034549,0.1
17,baseline,"dro",(None),0.746772591857001,0.48778004073319753,0.9932170542635659,0.5503612095082071,0.9929292929292929,0.5087890625,0.4841402304292929,0.5124121789165819,0.4808080808080808,0.009765625,0.4710424558080808,0.020310858718487396,1.0,0.01949317738791423,0.9805068226120858,0.01949317738791423,0.9865642994241842,1.0,0.013435700575815779,0.9865642994241842,0.3
17,baseline,"dro",(None),0.48659384309831183,0.4775967413441955,0.4951550387596899,1.0,0.47373737373737373,0.4990234375,0.025286063762626265,0.9493289054932891,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
18,baseline,"dro",(None),0.7497517378351539,0.48879837067209775,0.998062015503876,0.5601689859641117,0.998,0.504930966469428,0.49306903353057197,0.5059428521737755,0.48,0.0019723865877712033,0.47802761341222877,0.004109138724523341,1.0,0.003968253968253968,0.996031746031746,0.003968253968253968,0.9961685823754789,1.0,0.003831417624521105,0.9961685823754789,0.01
18,baseline,"dro",(None),0.7502482621648461,0.48981670061099797,0.998062015503876,0.5562908512239934,0.997,0.5069033530571992,0.49009664694280075,0.5084286389741216,0.479,0.0039447731755424065,0.47505522682445755,0.008235434604472664,0.997907949790795,0.007936507936507936,0.9899714418542871,0.007953146317926192,0.9961685823754789,1.0,0.003831417624521105,0.9961685823754789,0.1
18,baseline,"dro",(None),0.7492552135054618,0.48879837067209775,0.997093023255814,0.5586166885072432,0.996,0.5059171597633136,0.49008284023668636,0.5079489555856562,0.48,0.0029585798816568047,0.47704142011834316,0.00616370808678501,0.997907949790795,0.005952380952380952,0.9919555688384141,0.005964859738444643,0.9942528735632183,1.0,0.005747126436781658,0.9942528735632183,0.3
18,baseline,"dro",(None),0.5347567030784508,0.04684317718940937,0.999031007751938,0.15565595004346897,0.567,0.5029585798816568,0.06404142011834313,0.8870521691034513,0.047,0.0,0.047,0.0,0.09623430962343096,0.0,0.09623430962343096,0.0,0.9980842911877394,1.0,0.0019157088122605526,0.9980842911877394,1.0
19,baseline,"dro",(None),0.7537239324726912,0.4969450101832994,0.998062015503876,0.5732575408300908,0.5147347740667977,0.9979919678714859,0.48325719380468823,0.5157704577168315,0.0,0.4919678714859438,0.4919678714859438,0.0,0.0,1.0,1.0,0.0,1.0,0.9960629921259843,0.003937007874015741,0.9960629921259843,0.01
19,baseline,"dro",(None),0.7537239324726912,0.4969450101832994,0.998062015503876,0.5732575408300908,0.5147347740667977,0.9979919678714859,0.48325719380468823,0.5157704577168315,0.0,0.4919678714859438,0.4919678714859438,0.0,0.0,1.0,1.0,0.0,1.0,0.9960629921259843,0.003937007874015741,0.9960629921259843,0.1
19,baseline,"dro",(None),0.7527308838133069,0.4969450101832994,0.9961240310077519,0.5748035543302101,0.5147347740667977,0.9959839357429718,0.48124916167617415,0.5168103175106155,0.0,0.4939759036144578,0.4939759036144578,0.0,0.0,1.0,1.0,0.0,1.0,0.9921259842519685,0.007874015748031482,0.9921259842519685,0.3
19,baseline,"dro",(None),0.5024826216484608,0.4969450101832994,0.5077519379844961,0.9999999999999999,0.5147347740667977,0.4899598393574297,0.02477493470936798,0.9518685428737851,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
20,baseline,"dro",(None),0.7616683217477657,0.5112016293279023,1.0,0.5297178794331405,0.999,0.5276134122287969,0.4713865877712031,0.5281415537825794,0.48,0.021696252465483234,0.45830374753451675,0.04520052596975674,0.997920997920998,0.043912175648702596,0.9540088222722953,0.04400365934797072,1.0,1.0,0.0,1.0,0.01
20,baseline,"dro",(None),0.7770605759682224,0.5427698574338086,1.0,0.4847851832984192,0.999,0.5581854043392505,0.44081459566074954,0.5587441484877382,0.48,0.05226824457593689,0.4277317554240631,0.10889217619986852,0.997920997920998,0.10578842315369262,0.8921325747673053,0.10600881570192948,1.0,1.0,0.0,1.0,0.1
