bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.method,baselines.pred_s,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_colour_1.0 (dro),Accuracy_colour_0.0 (dro),Accuracy_colour_0.0-colour_1.0 (dro),Accuracy_colour_0.0÷colour_1.0 (dro),prob_pos_colour_1.0 (dro),prob_pos_colour_0.0 (dro),prob_pos_colour_0.0-colour_1.0 (dro),prob_pos_colour_0.0÷colour_1.0 (dro),TPR_colour_1.0 (dro),TPR_colour_0.0 (dro),TPR_colour_0.0-colour_1.0 (dro),TPR_colour_0.0÷colour_1.0 (dro),TNR_colour_1.0 (dro),TNR_colour_0.0 (dro),TNR_colour_0.0-colour_1.0 (dro),TNR_colour_0.0÷colour_1.0 (dro),eta
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,0,0,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7497517378351539,0.4908350305498982,0.996124031007752,0.564530919338874,0.9960238568588468,0.503968253968254,0.4920556028905929,0.5059801032854925,0.4831013916500994,0.0,0.4831013916500994,0.0,1.0,0.0,1.0,0.0,0.9923664122137404,1.0,0.0076335877862595,0.9923664122137404,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,1,1,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7646474677259185,0.5213849287169042,0.996124031007752,0.5651616539616161,0.9961722488038276,0.5149638802889577,0.48120836851487,0.5169426079749864,0.4937799043062201,0.0,0.4937799043062201,0.0,1.0,0.0,1.0,0.0,0.9924953095684804,1.0,0.0075046904315196,0.9924953095684804,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,2,2,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7656405163853028,0.5244399185336049,0.99515503875969,0.576068063773702,0.9951503394762368,0.5249237029501526,0.4702266365260841,0.5274818106643346,0.504364694471387,0.0,0.504364694471387,0.0,1.0,0.0,1.0,0.0,0.9903100775193798,1.0,0.0096899224806201,0.9903100775193798,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,3,3,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7646474677259185,0.5193482688391039,0.998062015503876,0.5616578724662775,0.9980879541108988,0.512396694214876,0.4856912598960227,0.5133782970773566,0.4894837476099426,0.0,0.4894837476099426,0.0,1.0,0.0,1.0,0.0,0.996268656716418,1.0,0.003731343283582,0.996268656716418,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,4,4,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7477656405163853,0.4857433808553971,0.997093023255814,0.5627242393855776,0.997002997002997,0.5014807502467917,0.4955222467562052,0.5029882074118622,0.4795204795204795,0.0,0.4795204795204795,0.0,1.0,0.0,1.0,0.0,0.9942748091603052,1.0,0.0057251908396946,0.9942748091603052,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,5,5,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7631578947368421,0.5173116089613035,0.997093023255814,0.5801957781430049,0.9970355731225296,0.5269461077844312,0.4700894653380985,0.5285128454686268,0.5049407114624506,0.0,0.5049407114624506,0.0,1.0,0.0,1.0,0.0,0.9940476190476192,1.0,0.0059523809523809,0.9940476190476192,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,6,6,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7676266137040715,0.5285132382892057,0.99515503875969,0.590673378832134,0.9940652818991098,0.53938185443669,0.4546834274624198,0.5426020446124313,0.5182987141444114,0.0,0.5182987141444114,0.0,0.9980769230769232,0.0,0.9980769230769232,0.0,0.989816700610998,1.0,0.010183299389002,0.989816700610998,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,7,7,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7547169811320755,0.5061099796334012,0.9912790697674418,0.5775382561110944,0.9910891089108912,0.5169322709163346,0.4741568379945564,0.5215800136118861,0.500990099009901,0.0,0.500990099009901,0.0,1.0,0.0,1.0,0.0,0.9824561403508772,1.0,0.0175438596491228,0.9824561403508772,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,8,8,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7527308838133069,0.4979633401221996,0.99515503875969,0.5723567273388249,0.9950149551345964,0.5123639960435212,0.482650959091075,0.5149309499315148,0.4925224327018943,0.0,0.4925224327018943,0.0,1.0,0.0,1.0,0.0,0.990272373540856,1.0,0.0097276264591439,0.990272373540856,0.1
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.1,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,9,9,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7502482621648461,0.4928716904276985,0.99515503875969,0.5713484993623804,0.9929859719438878,0.5118110236220472,0.4811749483218406,0.5154262377142312,0.4899799599198396,0.0,0.4899799599198396,0.0,0.9958847736625516,0.0,0.9958847736625516,0.0,0.990234375,1.0,0.009765625,0.990234375,0.1
