bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.method,baselines.pred_s,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_colour_1.0 (dro),Accuracy_colour_0.0 (dro),Accuracy_colour_0.0-colour_1.0 (dro),Accuracy_colour_0.0÷colour_1.0 (dro),prob_pos_colour_1.0 (dro),prob_pos_colour_0.0 (dro),prob_pos_colour_0.0-colour_1.0 (dro),prob_pos_colour_0.0÷colour_1.0 (dro),TPR_colour_1.0 (dro),TPR_colour_0.0 (dro),TPR_colour_0.0-colour_1.0 (dro),TPR_colour_0.0÷colour_1.0 (dro),TNR_colour_1.0 (dro),TNR_colour_0.0 (dro),TNR_colour_0.0-colour_1.0 (dro),TNR_colour_0.0÷colour_1.0 (dro),eta
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,0,0,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7502482621648461,0.4908350305498982,0.997093023255814,0.5637653791154283,0.9970178926441352,0.503968253968254,0.4930496386758812,0.5054756365823165,0.4821073558648111,0.0,0.4821073558648111,0.0,1.0,0.0,1.0,0.0,0.9942748091603052,1.0,0.0057251908396946,0.9942748091603052,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,1,1,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7646474677259185,0.5213849287169042,0.996124031007752,0.5651616539616161,0.9961722488038276,0.5149638802889577,0.48120836851487,0.5169426079749864,0.4937799043062201,0.0,0.4937799043062201,0.0,1.0,0.0,1.0,0.0,0.9924953095684804,1.0,0.0075046904315196,0.9924953095684804,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,2,2,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7651439920556107,0.5244399185336049,0.994186046511628,0.576814785409792,0.994180407371484,0.5249237029501526,0.4692567044213314,0.5279964270649827,0.5053346265761397,0.0,0.5053346265761397,0.0,1.0,0.0,1.0,0.0,0.9883720930232558,1.0,0.0116279069767442,0.9883720930232558,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,3,3,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7646474677259185,0.5193482688391039,0.998062015503876,0.5616578724662775,0.9980879541108988,0.512396694214876,0.4856912598960227,0.5133782970773566,0.4894837476099426,0.0,0.4894837476099426,0.0,1.0,0.0,1.0,0.0,0.996268656716418,1.0,0.003731343283582,0.996268656716418,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,4,4,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7477656405163853,0.4857433808553971,0.997093023255814,0.5627242393855776,0.997002997002997,0.5014807502467917,0.4955222467562052,0.5029882074118622,0.4795204795204795,0.0,0.4795204795204795,0.0,1.0,0.0,1.0,0.0,0.9942748091603052,1.0,0.0057251908396946,0.9942748091603052,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,5,5,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7631578947368421,0.5173116089613035,0.997093023255814,0.5801957781430049,0.9970355731225296,0.5269461077844312,0.4700894653380985,0.5285128454686268,0.5049407114624506,0.0,0.5049407114624506,0.0,1.0,0.0,1.0,0.0,0.9940476190476192,1.0,0.0059523809523809,0.9940476190476192,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,6,6,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7676266137040715,0.5285132382892057,0.99515503875969,0.590673378832134,0.9940652818991098,0.53938185443669,0.4546834274624198,0.5426020446124313,0.5182987141444114,0.0,0.5182987141444114,0.0,0.9980769230769232,0.0,0.9980769230769232,0.0,0.989816700610998,1.0,0.010183299389002,0.989816700610998,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,7,7,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7552135054617676,0.5061099796334012,0.992248062015504,0.5767760768355495,0.992079207920792,0.5169322709163346,0.4751469370044574,0.5210594746761457,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.9844054580896686,1.0,0.0155945419103313,0.9844054580896686,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,8,8,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7527308838133069,0.4979633401221996,0.99515503875969,0.5723567273388249,0.9950149551345964,0.5123639960435212,0.482650959091075,0.5149309499315148,0.4925224327018943,0.0,0.4925224327018943,0.0,1.0,0.0,1.0,0.0,0.990272373540856,1.0,0.0097276264591439,0.990272373540856,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,9,9,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7512413108242304,0.4938900203665988,0.996124031007752,0.5713484993623804,0.99498997995992,0.5118110236220472,0.4831789563378726,0.5143881184036285,0.4899799599198396,0.0,0.4899799599198396,0.0,0.9979423868312756,0.0,0.9979423868312756,0.0,0.9921875,1.0,0.0078125,0.9921875,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,10,10,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7517378351539226,0.4969450101832994,0.994186046511628,0.5638939832641353,0.9931237721021612,0.5050200803212851,0.488103691780876,0.5085167574352801,0.4852652259332023,0.0,0.4852652259332023,0.0,0.9979550102249488,0.0,0.9979550102249488,0.0,0.9886578449905482,1.0,0.0113421550094517,0.9886578449905482,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,11,11,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7517378351539226,0.4979633401221996,0.993217054263566,0.574462055631133,0.9930139720558884,0.5128458498023716,0.4801681222535167,0.51645381055475,0.4950099800399201,0.0,0.4950099800399201,0.0,1.0,0.0,1.0,0.0,0.98635477582846,1.0,0.01364522417154,0.98635477582846,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,12,12,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7711022840119166,0.5356415478615071,0.99515503875969,0.5768262430217156,0.9951923076923076,0.5318275154004107,0.463364792291897,0.5343967304506543,0.5096153846153846,0.0010266940451745,0.5085886905702101,0.002014644918833,1.0,0.0021881838074398,0.9978118161925602,0.0021881838074398,0.9902912621359224,1.0,0.0097087378640776,0.9902912621359224,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,13,13,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.8495531281032771,0.6965376782077393,0.99515503875969,0.3187375210329813,0.9949799196787148,0.7072691552062869,0.287710764472428,0.7108376171397192,0.4949799196787148,0.1925343811394892,0.3024455385392256,0.3889741249795765,0.9979591836734694,0.3963414634146341,0.6016177202588352,0.3971519776547459,0.9920948616600792,0.9980988593155894,0.0060039976555102,0.9939845661584792,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,14,14,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7581926514399205,0.5091649694501018,0.99515503875969,0.5836905370970683,0.99498997995992,0.5255905511811023,0.4693994287788176,0.5282370292837262,0.5060120240480962,0.0,0.5060120240480962,0.0,1.0,0.0,1.0,0.0,0.9899598393574296,1.0,0.0100401606425702,0.9899598393574296,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,15,15,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7442899702085403,0.4837067209775967,0.992248062015504,0.5683464445950841,0.9919273461150352,0.5043988269794721,0.4875285191355631,0.5085038021736082,0.4863773965691221,0.0009775171065493,0.4853998794625727,0.0020097913954158,1.0,0.0019685039370078,0.998031496062992,0.0019685039370078,0.9845261121856866,1.0,0.0154738878143133,0.9845261121856866,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,16,16,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7413108242303873,0.4765784114052953,0.993217054263566,0.5638935236492262,0.9919354838709676,0.4980430528375734,0.4938924310333943,0.502092183348448,0.4788306451612903,0.0,0.4788306451612903,0.0,0.997867803837953,0.0,0.997867803837953,0.0,0.9866156787762906,1.0,0.0133843212237093,0.9866156787762906,0.3
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,256,0.001,1e-08,0.3,dro,False,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,,,True,0,False,17,17,results/cmnist/2v4/subsampled-0.66cont,,,False,4,cuda:0,True,0.7398212512413108,0.4765784114052953,0.9903100775193798,0.5673495588131904,0.9888888888888888,0.4990234375,0.4898654513888889,0.5046304424157303,0.4828282828282828,0.0,0.4828282828282828,0.0,0.997867803837953,0.0,0.997867803837953,0.0,0.980806142034549,1.0,0.019193857965451,0.980806142034549,0.3
