bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.subsample_context.0,bias.subsample_context.1,bias.subsample_context.2,bias.subsample_context.3,bias.subsample_train.0,bias.subsample_train.1,bias.subsample_train.2,bias.subsample_train.3,bias.log_dataset,baselines.greyscale,baselines.labelled_context_set,baselines.epochs,baselines.test_batch_size,baselines.batch_size,baselines.lr,baselines.weight_decay,baselines.eta,baselines.c,baselines.method,baselines.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.quant_level,data.input_noise,data.scale,data.greyscale,data.background,data.black,data.binarize,data.rotate_data,data.shift_data,data.color_correlation,data.padding,data.filter_map_labels.2,data.filter_map_labels.4,data.colors,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (lff),TPR (lff),TNR (lff),Renyi preds and s (lff),Accuracy_colour_1.0 (lff),Accuracy_colour_0.0 (lff),Accuracy_colour_0.0-colour_1.0 (lff),Accuracy_colour_0.0÷colour_1.0 (lff),prob_pos_colour_1.0 (lff),prob_pos_colour_0.0 (lff),prob_pos_colour_0.0-colour_1.0 (lff),prob_pos_colour_0.0÷colour_1.0 (lff),TPR_colour_1.0 (lff),TPR_colour_0.0 (lff),TPR_colour_0.0-colour_1.0 (lff),TPR_colour_0.0÷colour_1.0 (lff),TNR_colour_1.0 (lff),TNR_colour_0.0 (lff),TNR_colour_0.0-colour_1.0 (lff),TNR_colour_0.0÷colour_1.0 (lff)
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,20,20,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7507447864945382,0.4887983706720978,1.0,0.5632833528458129,0.9990000000000001,0.5059171597633136,0.4930828402366864,0.5064235833466603,0.48,0.0,0.48,0.0,0.9979209979209979,0.0,0.9979209979209979,0.0,1.0,1.0,0.0,1.0
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,21,21,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7507447864945382,0.4908350305498982,0.998062015503876,0.5613250363731489,0.9980178394449948,0.5024875621890548,0.4955302772559402,0.5034855513890331,0.4796828543111992,0.0,0.4796828543111992,0.0,1.0,0.0,1.0,0.0,0.9962049335863378,1.0,0.0037950664136622288,0.9962049335863378
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,22,22,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7651439920556107,0.5203665987780041,0.998062015503876,0.5663212664255494,0.9971126082771896,0.5179487179487179,0.4791638903284716,0.5194485694485695,0.4937439846005775,0.0,0.4937439846005775,0.0,0.998046875,0.0,0.998046875,0.0,0.9962049335863378,1.0,0.0037950664136622288,0.9962049335863378
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,23,23,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7517378351539226,0.494908350305499,0.9961240310077522,0.5636608517501049,0.9960513326752222,0.5044955044955045,0.4915558281797177,0.5064954866738811,0.4837117472852912,0.0,0.4837117472852912,0.0,1.0,0.0,1.0,0.0,0.9924098671726757,1.0,0.0075901328273244575,0.9924098671726757
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,24,24,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7452830188679245,0.4786150712830957,0.999031007751938,0.5508503884765652,0.9990099009900992,0.4900398406374502,0.5089700603526488,0.4905255094586965,0.4663366336633664,0.0,0.4663366336633664,0.0,1.0,0.0,1.0,0.0,0.998148148148148,1.0,0.0018518518518518825,0.998148148148148
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,25,25,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7571996027805362,0.5061099796334012,0.9961240310077522,0.5771560193372549,0.9950199203187252,0.5207920792079208,0.4742278411108043,0.5233986461709235,0.499003984063745,0.0,0.499003984063745,0.0,0.9979919678714859,0.0,0.9979919678714859,0.0,0.9920948616600792,1.0,0.007905138339920903,0.9920948616600792
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,26,26,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7621648460774578,0.5132382892057027,0.999031007751938,0.5581726208380907,0.9980824544582934,0.5087538619979403,0.4893285924603531,0.5097312949700785,0.4841802492809204,0.0,0.4841802492809204,0.0,0.998019801980198,0.0,0.998019801980198,0.0,0.9981412639405204,1.0,0.0018587360594795046,0.9981412639405204
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,27,27,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.730883813306852,0.4551934826883911,0.993217054263566,0.5524820862646799,0.9928789420142421,0.481086323957323,0.5117926180569191,0.4845367381660333,0.4618514750762971,0.0,0.4618514750762971,0.0,1.0,0.0,1.0,0.0,0.9869402985074628,1.0,0.013059701492537323,0.9869402985074628
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,28,28,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7701092353525323,0.5285132382892057,1.0,0.5758932914112725,0.9990291262135922,0.5304878048780488,0.4685413213355434,0.5310033421033921,0.503883495145631,0.0,0.503883495145631,0.0,0.9980769230769232,0.0,0.9980769230769232,0.0,1.0,1.0,0.0,1.0
[],0.0,True,0.7,0.4,0.2,1.0,1.0,0.3,0.0,1.0,subsampled,False,False,60,1000,64,0.001,1e-08,0.5,0.0,lff,True,cmnist,1.0,0.66666666,0.2,,False,eight,False,0.0,False,False,True,True,False,False,1.0,2,0,1,"[2, 4]",,lff,baseline_lff,True,0,False,29,29,results/cmnist/2v4/subsampled-0.66cont/,,,False,4,cuda:0,True,0.7552135054617676,0.4989816700610998,0.999031007751938,0.5593983519678314,0.9980430528375733,0.5050403225806451,0.4930027302569282,0.5060305977229601,0.48043052837573386,0.0,0.48043052837573386,0.0,0.9979633401221996,0.0,0.9979633401221996,0.0,0.9981167608286252,1.0,0.0018832391713747842,0.9981167608286252
