run,operation,started,time,status,label,a-background,a-binarize,a-black,a-color-correlation,a-colors,a-context-pcnt,a-data-pcnt,a-dataset,a-filter-labels,a-greyscale,a-input-noise,a-missing-s,a-padding,a-quant-level,a-rotate-data,a-scale,a-shift-data,a-subsample-context,a-subsample-train,a-test-pcnt,c-batch-size,c-cl-hidden-dims,c-enc-epochs,c-enc-lr,c-encoder,c-epochs,c-kl-weight,c-log-freq,c-method,c-val-freq,d-batch-size,d-batch-wise-hidden,d-batch-wise-loss,d-disc-hidden-dims,d-disc-lr,d-disc-reset-prob,d-disc-weight,d-early-stopping,d-elbo-weight,d-encode-batch-size,d-eval-epochs,d-eval-lr,d-eval-on-recon,d-evaluate,d-feat-attr,d-gamma,d-iters,d-kl-weight,d-log-freq,d-lr,d-nll-weight,d-num-disc-updates,d-num-discs,d-num-workers,d-oversample,d-pred-s-weight,d-pred-y-weight,d-recon-detach,d-recon-stability-weight,d-train-on-recon,d-use-inn,d-use-pretrained-enc,d-vae,d-val-freq,d-validate,d-vgg-weight,d-warmup-steps,d-weight-decay,d-zs-frac,data-split-seed,e-enc-init-chans,e-enc-levels,e-enc-out-dim,e-recon-loss,save-dir,seed,step,accuracy,accuracy_colour_0.0,accuracy_colour_0.0-colour_1.0,accuracy_colour_0.0/colour_1.0,accuracy_colour_1.0,context_acc_y=0_s=0,context_acc_y=0_s=1,context_acc_y=1_s=0,context_acc_y=1_s=1,context_accuracy,context_ari,context_nmi,enc_loss_reconstruction,enc_prior_loss,prob_pos_colour_0.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0/colour_1.0,prob_pos_colour_1.0,renyi_preds_and_s,tnr,tnr_colour_0.0,tnr_colour_0.0-colour_1.0,tnr_colour_0.0/colour_1.0,tnr_colour_1.0,tpr,tpr_colour_0.0,tpr_colour_0.0-colour_1.0,tpr_colour_0.0/colour_1.0,tpr_colour_1.0,d-balanced-context,c-cl-hidden_dims,c-pseudo-labeler,test_acc_y=0_s=0,test_acc_y=0_s=1,test_acc_y=1_s=0,test_acc_y=1_s=1,test_accuracy,test_ari,test_nmi
dc4dbda2,perfect_cluster:train,2020-10-16 11:22:13,0:22:08,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=29,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,29,16,4,128,l2,cmnist/2digits/2colors/baseline,29,0,0.9284999966621399,0.8578600287437439,0.13920000195503235,0.8603900074958801,0.9970600008964539,,,,,,,,,,0.3528200089931488,0.1266299933195114,0.7358899712562561,0.479449987411499,0.12838999927043915,0.9990299940109253,1.0,0.0018832000205293298,0.9981200098991394,0.9981200098991394,0.8543800115585327,0.7128300070762634,0.2831000089645386,0.715749979019165,0.995930016040802,True,,,,,,,,,
d9d3122f,perfect_cluster:train,2020-10-16 11:05:08,0:21:49,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=28,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,28,16,4,128,l2,cmnist/2digits/2colors/baseline,28,0,0.9175800085067749,0.8363800048828125,0.15875999629497528,0.8404600024223328,0.9951500296592712,,,,,,,,,,0.3058899939060211,0.19799000024795532,0.6070700287818909,0.5038800239562988,0.2014400064945221,0.9980599880218506,1.0,0.003921600058674812,0.9960799813270569,0.9960799813270569,0.8329899907112122,0.6515200138092041,0.34272000193595886,0.6553000211715698,0.9942299723625183,True,,,,,,,,,
47fd3648,perfect_cluster:train,2020-10-16 11:01:18,0:20:54,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=27,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,27,16,4,128,l2,cmnist/2digits/2colors/baseline,27,0,0.9488599896430969,0.903980016708374,0.09195400029420853,0.9076700210571289,0.995930016040802,,,,,,,,,,0.4228900074958801,0.0318400003015995,0.9299799799919128,0.45473000407218933,0.03207499906420708,0.9980599880218506,1.0,0.003731299890205264,0.9962700009346008,0.9962700009346008,0.8971499800682068,0.8149499893188477,0.18057000637054443,0.8186200261116028,0.9955300092697144,True,,,,,,,,,
dbc714da,perfect_cluster:train,2020-10-16 10:42:25,0:22:42,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=26,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,26,16,4,128,l2,cmnist/2digits/2colors/baseline,26,0,0.9627599716186523,0.9268800020217896,0.06928499788045883,0.9304500222206116,0.9961599707603455,,,,,,,,,,0.4181300103664398,0.06413699686527252,0.8670099973678589,0.48225998878479004,0.06440199911594391,0.9990299940109253,1.0,0.001858699950389564,0.9981399774551392,0.9981399774551392,0.9246399998664856,0.8511499762535095,0.14291000366210938,0.8562399744987488,0.9940599799156189,True,,,,,,,,,
a1ba7dcf,perfect_cluster:train,2020-10-16 10:40:07,0:21:11,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=25,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,25,16,4,128,l2,cmnist/2digits/2colors/baseline,25,0,0.9607700109481812,0.9297000169754028,0.06232900172472,0.9371700286865234,0.9920300245285034,,,,,,,,,,0.40891000628471375,0.07913699746131897,0.8378499746322632,0.48805001378059387,0.0795620009303093,1.0,1.0,0.0,1.0,1.0,0.9195500016212463,0.8533099889755249,0.1306300014257431,0.8672400116920471,0.9839400053024292,True,,,,,,,,,
5dd31a71,perfect_cluster:train,2020-10-16 10:20:38,0:21:46,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=24,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,24,16,4,128,l2,cmnist/2digits/2colors/baseline,24,0,0.9329699873924255,0.8675299882888794,0.1304900050163269,0.8692499995231628,0.9980199933052063,,,,,,,,,,0.37749001383781433,0.08983699977397919,0.8077600002288818,0.4673300087451935,0.09093400090932846,0.9980599880218506,1.0,0.0037036999128758907,0.9962999820709229,0.9962999820709229,0.8645600080490112,0.7402300238609314,0.259770005941391,0.7402300238609314,1.0,True,,,,,,,,,
b03338be,perfect_cluster:train,2020-10-16 10:18:11,0:21:54,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=23,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,23,16,4,128,l2,cmnist/2digits/2colors/baseline,23,0,0.9404199719429016,0.8861100077629089,0.10796000063419342,0.8913900256156921,0.9940800070762634,,,,,,,,,,0.38161998987197876,0.09617000073194504,0.7987200021743774,0.4777899980545044,0.09712500125169754,0.9980599880218506,1.0,0.003795099910348654,0.9962000250816345,0.9962000250816345,0.8798400163650513,0.7701600193977356,0.22160999476909637,0.7765499949455261,0.9917700290679932,True,,,,,,,,,
a5ffd03a,perfect_cluster:train,2020-10-16 09:58:38,0:21:59,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=22,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,22,16,4,128,l2,cmnist/2digits/2colors/baseline,22,0,0.9309800267219543,0.8646199703216553,0.1286499947309494,0.8704800009727478,0.9932600259780884,,,,,,,,,,0.346670001745224,0.14323000609874725,0.7076399922370911,0.4898900091648102,0.14499999582767487,0.9980599880218506,1.0,0.003795099910348654,0.9962000250816345,0.9962000250816345,0.8604900240898132,0.7191500067710876,0.27109000086784363,0.7262399792671204,0.9902300238609314,True,,,,,,,,,
a3f8033b,perfect_cluster:train,2020-10-16 09:55:59,0:22:11,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=21,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,21,16,4,128,l2,cmnist/2digits/2colors/baseline,21,0,0.9622600078582764,0.9273599982261658,0.06966400146484375,0.9301300048828125,0.9970300197601318,,,,,,,,,,0.4248799979686737,0.051833998411893845,0.8912699818611145,0.4767099916934967,0.0520859993994236,0.9990299940109253,1.0,0.0018975000130012631,0.9980999827384949,0.9980999827384949,0.9236299991607666,0.8539999723434448,0.14184999465942383,0.8575599789619446,0.9958500266075134,True,,,,,,,,,
7ca008e5,perfect_cluster:train,2020-10-16 09:36:06,0:22:31,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=20,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,20,16,4,128,l2,cmnist/2digits/2colors/baseline,20,0,0.9766600131988525,0.9556199908256531,0.042378999292850494,0.957539975643158,0.9980000257492065,,,,,,,,,,0.4496999979019165,0.02929599955677986,0.9388399720191956,0.4790000021457672,0.029370000585913658,1.0,1.0,0.0,1.0,1.0,0.9521399736404419,0.9101799726486206,0.08566199988126755,0.9139800071716309,0.9958400130271912,True,,,,,,,,,
511b8d59,perfect_cluster:train,2020-10-16 09:35:19,0:20:39,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=19,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,19,16,4,128,l2,cmnist/2digits/2colors/baseline,19,0,0.9081400036811829,0.8202400207519531,0.17776000499725342,0.8218899965286255,0.9979900121688843,,,,,,,,,,0.30550000071525574,0.18445999920368195,0.623520016670227,0.4899600148200989,0.188510000705719,0.9990299940109253,1.0,0.0019684999715536833,0.9980300068855286,0.9980300068855286,0.8126299977302551,0.6295499801635742,0.3684000074863434,0.6308500170707703,0.99795001745224,True,,,,,,,,,
08da90fd,perfect_cluster:train,2020-10-16 09:13:47,0:21:31,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=18,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,18,16,4,128,l2,cmnist/2digits/2colors/baseline,18,0,0.9379299879074097,0.88264000415802,0.11135999858379364,0.887969970703125,0.9940000176429749,,,,,,,,,,0.37968000769615173,0.09631600230932236,0.7976599931716919,0.47600001096725464,0.09734199941158295,0.9980599880218506,1.0,0.0038314000703394413,0.9961699843406677,0.9961699843406677,0.874750018119812,0.7638900279998779,0.22774000465869904,0.7703400254249573,0.9916300177574158,True,,,,,,,,,
c317ffb9,perfect_cluster:train,2020-10-16 09:13:42,0:22:23,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=17,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,17,16,4,128,l2,cmnist/2digits/2colors/baseline,17,0,0.9637500047683716,0.936519980430603,0.055396001785993576,0.9441499710083008,0.991919994354248,,,,,,,,,,0.4375,0.04229800030589104,0.91184002161026,0.4797999858856201,0.04244000092148781,0.9932199716567993,1.0,0.013435999862849712,0.9865599870681763,0.9865599870681763,0.9327899813652039,0.8732900023460388,0.12456999719142914,0.8751599788665771,0.9978700280189514,True,,,,,,,,,
df3f748f,perfect_cluster:train,2020-10-16 08:52:08,0:21:38,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=16,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,16,16,4,128,l2,cmnist/2digits/2colors/baseline,16,0,0.9364399909973145,0.8786699771881104,0.11729999631643295,0.8822299838066101,0.9959700107574463,,,,,,,,,,0.3806299865245819,0.09417200088500977,0.8016600012779236,0.4747999906539917,0.09518100321292877,0.9970899820327759,1.0,0.005736100021749735,0.9942600131034851,0.9942600131034851,0.8727099895477295,0.7582799792289734,0.23958000540733337,0.7598999738693237,0.9978700280189514,True,,,,,,,,,
e9b50898,perfect_cluster:train,2020-10-16 08:51:41,0:22:00,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=15,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,15,16,4,128,l2,cmnist/2digits/2colors/baseline,15,0,0.9384300112724304,0.8807399868965149,0.11723999679088593,0.8825200200080872,0.997979998588562,,,,,,,,,,0.37731999158859253,0.1009799987077713,0.7888699769973755,0.478300005197525,0.1020599976181984,0.9990299940109253,1.0,0.0019341999432072043,0.9980700016021729,0.9980700016021729,0.874750018119812,0.7598400115966797,0.23804999887943268,0.7614499926567078,0.9978899955749512,True,,,,,,,,,
1aeb08c0,perfect_cluster:train,2020-10-16 08:30:10,0:21:56,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=14,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,14,16,4,128,l2,cmnist/2digits/2colors/baseline,14,0,0.9776600003242493,0.9586600065231323,0.038332998752593994,0.9615499973297119,0.9969900250434875,,,,,,,,,,0.43307000398635864,0.06492500007152557,0.869629979133606,0.49799999594688416,0.06508000195026398,1.0,1.0,0.0,1.0,1.0,0.9541800022125244,0.9128599762916565,0.08113700151443481,0.9183700084686279,0.9940000176429749,True,,,,,,,,,
9dc5be27,perfect_cluster:train,2020-10-16 08:29:30,0:22:10,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=13,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,13,16,4,128,l2,cmnist/2digits/2colors/baseline,13,0,0.7527300119400024,0.516700029373169,0.47727999091148376,0.5198299884796143,0.9939799904823303,,,,,,,,,,0.0,0.48794999718666077,0.0,0.48794999718666077,0.570169985294342,0.9990299940109253,1.0,0.0019763000309467316,0.9980199933052063,0.9980199933052063,0.4938899874687195,0.0,0.989799976348877,0.0,0.989799976348877,True,,,,,,,,,
2e392ca3,perfect_cluster:train,2020-10-16 08:07:59,0:22:10,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=12,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,12,16,4,128,l2,cmnist/2digits/2colors/baseline,12,0,0.9304900169372559,0.8624200224876404,0.1318099945783615,0.8674299716949463,0.9942299723625183,,,,,,,,,,0.3316200077533722,0.17702999711036682,0.651960015296936,0.508650004863739,0.17906999588012695,0.9951599836349487,1.0,0.009708699770271778,0.9902899861335754,0.9902899861335754,0.862529993057251,0.7067800164222717,0.29131001234054565,0.7081300020217896,0.9980999827384949,True,,,,,,,,,
40ffc5cc,perfect_cluster:train,2020-10-16 08:06:59,0:22:30,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=11,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,11,16,4,128,l2,cmnist/2digits/2colors/baseline,11,0,0.8738800287246704,0.7539499998092651,0.24106000363826752,0.7577300071716309,0.9950100183486938,,,,,,,,,,0.24110999703407288,0.24990999698638916,0.4910300076007843,0.49101999402046204,0.25947999954223633,0.9961199760437012,1.0,0.007797299884259701,0.9922000169754028,0.9922000169754028,0.745419979095459,0.4949299991130829,0.503030002117157,0.4959399998188019,0.9979599714279175,True,,,,,,,,,
aa7f7c71,perfect_cluster:train,2020-10-16 07:45:52,0:22:06,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=10,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,10,16,4,128,l2,cmnist/2digits/2colors/baseline,10,0,0.8440899848937988,0.6907600164413452,0.30333998799324036,0.6948599815368652,0.9941099882125854,,,,,,,,,,0.18573999404907227,0.2906799912452698,0.3898699879646301,0.47641998529434204,0.30845001339912415,0.9990299940109253,1.0,0.0018903999589383602,0.9981099963188171,0.9981099963188171,0.6812599897384644,0.3752500116825104,0.6145200133323669,0.3791300058364868,0.9897800087928772,True,,,,,,,,,
02b7bee6,perfect_cluster:train,2020-10-16 07:44:47,0:22:11,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=9,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,9,16,4,128,l2,cmnist/2digits/2colors/baseline,9,0,0.93545001745224,0.8769699931144714,0.11801999807357788,0.881380021572113,0.9949899911880493,,,,,,,,,,0.3651599884033203,0.11880999803543091,0.7545099854469299,0.4839699864387512,0.12020000070333481,0.9990299940109253,1.0,0.0019530999707058072,0.9980499744415283,0.9980499744415283,0.8686400055885315,0.747979998588562,0.24379000067710876,0.7541900277137756,0.9917700290679932,True,,,,,,,,,
0a8b5396,perfect_cluster:train,2020-10-16 07:24:00,0:21:51,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=8,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,8,16,4,128,l2,cmnist/2digits/2colors/baseline,8,0,0.8043699860572815,0.6162199974060059,0.37779998779296875,0.6199300289154053,0.9940199851989746,,,,,,,,,,0.10385999828577042,0.385670006275177,0.21216000616550446,0.4895299971103668,0.42245998978614807,0.9961199760437012,1.0,0.0077820997685194016,0.9922199845314026,0.9922199845314026,0.6028500199317932,0.2129800021648407,0.7829300165176392,0.21386000514030457,0.9959099888801575,True,,,,,,,,,
3a2647b5,perfect_cluster:train,2020-10-16 07:21:42,0:23:04,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=7,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,7,16,4,128,l2,cmnist/2digits/2colors/baseline,7,0,0.93545001745224,0.8735100030899048,0.12352000176906586,0.8761100172996521,0.9970300197601318,,,,,,,,,,0.3565700054168701,0.13451999425888062,0.7260900139808655,0.49108999967575073,0.1360899955034256,0.9990299940109253,1.0,0.0019493000581860542,0.9980499744415283,0.9980499744415283,0.8686400055885315,0.7381399869918823,0.2578299939632416,0.741129994392395,0.9959800243377686,True,,,,,,,,,
a8b3618e,perfect_cluster:train,2020-10-16 07:02:28,0:21:30,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=6,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,6,16,4,128,l2,cmnist/2digits/2colors/baseline,6,0,0.9463800191879272,0.8923199772834778,0.10768000036478043,0.8923199772834778,1.0,,,,,,,,,,0.35293999314308167,0.16140000522136688,0.6862000226974487,0.5143399834632874,0.16282999515533447,1.0,1.0,0.0,1.0,1.0,0.8900200128555298,0.7662299871444702,0.2337699979543686,0.7662299871444702,1.0,True,,,,,,,,,
8cb41692,perfect_cluster:train,2020-10-16 06:59:30,0:22:11,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=5,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,5,16,4,128,l2,cmnist/2digits/2colors/baseline,5,0,0.7800400257110596,0.5618799924850464,0.4341700077056885,0.5641099810600281,0.9960500001907349,,,,,,,,,,0.034929998219013214,0.4690200090408325,0.06931199878454208,0.5039499998092651,0.5278499722480774,0.9970899820327759,1.0,0.005952400155365467,0.9940500259399414,0.9940500259399414,0.5519300103187561,0.07383999973535538,0.9241899847984314,0.07398500293493271,0.9980300068855286,True,,,,,,,,,
