run,operation,started,time,status,label,a-background,a-binarize,a-black,a-color-correlation,a-colors,a-context-pcnt,a-data-pcnt,a-dataset,a-filter-labels,a-greyscale,a-input-noise,a-missing-s,a-padding,a-quant-level,a-rotate-data,a-scale,a-shift-data,a-subsample-context,a-subsample-train,a-test-pcnt,c-batch-size,c-cl-hidden-dims,c-enc-epochs,c-enc-lr,c-encoder,c-epochs,c-kl-weight,c-log-freq,c-method,c-val-freq,d-batch-size,d-batch-wise-hidden,d-batch-wise-loss,d-disc-hidden-dims,d-disc-lr,d-disc-reset-prob,d-disc-weight,d-early-stopping,d-elbo-weight,d-encode-batch-size,d-eval-epochs,d-eval-lr,d-eval-on-recon,d-evaluate,d-feat-attr,d-gamma,d-iters,d-kl-weight,d-log-freq,d-lr,d-nll-weight,d-num-disc-updates,d-num-discs,d-num-workers,d-oversample,d-pred-s-weight,d-pred-y-weight,d-recon-detach,d-recon-stability-weight,d-train-on-recon,d-use-inn,d-use-pretrained-enc,d-vae,d-val-freq,d-validate,d-vgg-weight,d-warmup-steps,d-weight-decay,d-zs-frac,data-split-seed,e-enc-init-chans,e-enc-levels,e-enc-out-dim,e-recon-loss,save-dir,seed,step,accuracy,accuracy_colour_0.0,accuracy_colour_0.0-colour_1.0,accuracy_colour_0.0/colour_1.0,accuracy_colour_1.0,context_acc_y=0_s=0,context_acc_y=0_s=1,context_acc_y=1_s=0,context_acc_y=1_s=1,context_accuracy,context_ari,context_nmi,enc_loss_reconstruction,enc_prior_loss,prob_pos_colour_0.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0/colour_1.0,prob_pos_colour_1.0,renyi_preds_and_s,tnr,tnr_colour_0.0,tnr_colour_0.0-colour_1.0,tnr_colour_0.0/colour_1.0,tnr_colour_1.0,tpr,tpr_colour_0.0,tpr_colour_0.0-colour_1.0,tpr_colour_0.0/colour_1.0,tpr_colour_1.0,d-balanced-context,c-cl-hidden_dims,c-pseudo-labeler,test_acc_y=0_s=0,test_acc_y=0_s=1,test_acc_y=1_s=0,test_acc_y=1_s=1,test_accuracy,test_ari,test_nmi
9e37c0d2,kmeans:train,2020-10-17 20:49:26,0:24:31,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=20,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,20,16,4,128,l2,cmnist/2digits/2colors/baseline,20,0,0.9746800065040588,0.950689971446991,0.04831000044941902,0.9516400098800659,0.9990000128746033,0.9934599995613098,0.9591100215911865,0.9974700212478638,0.9959200024604797,0.9873700141906738,0.9651200175285339,0.9534299969673157,0.005483100190758705,0.0002197599969804287,0.4447700083255768,0.03522700071334839,0.926609992980957,0.47999998927116394,0.03532699868083,1.0,1.0,0.0,1.0,1.0,0.9480699896812439,0.9002000093460083,0.09772100299596786,0.9020799994468689,0.9979199767112732,,,,,,,,,,
4b5b0c9c,kmeans:train,2020-10-17 20:26:50,0:25:20,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=19,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,19,16,4,128,l2,cmnist/2digits/2colors/baseline,19,0,0.7730900049209595,0.5550100207328796,0.4409700036048889,0.5572500228881836,0.9959800243377686,0.49195998907089233,0.449070006608963,0.4419499933719635,0.5533400177955627,0.49792999029159546,0.2916499972343445,0.3619000017642975,0.006928300019353628,0.00027111999224871397,0.04027500003576279,0.4476799964904785,0.08253899961709976,0.48794999718666077,0.5092200040817261,0.9990299940109253,1.0,0.0019684999715536833,0.9980300068855286,0.9980300068855286,0.5356400012969971,0.08299600332975388,0.910860002040863,0.08350899815559387,0.9938499927520752,,,,,,,,,,
3628576d,kmeans:train,2020-10-17 20:24:50,0:24:34,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=18,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,18,16,4,128,l2,cmnist/2digits/2colors/baseline,18,0,0.9011899828910828,0.8067100048065186,0.19029000401496887,0.8091300129890442,0.996999979019165,0.85316002368927,0.9513199925422668,0.7473499774932861,0.5104600191116333,0.7315499782562256,0.4850600063800812,0.6024900078773499,0.007554799783974886,0.00026532998890616,0.30375000834465027,0.1772499978542328,0.6314899921417236,0.48100000619888306,0.18154999613761902,0.9970899820327759,1.0,0.005747099872678518,0.9942499995231628,0.9942499995231628,0.8004099726676941,0.6111099720001221,0.38888999819755554,0.6111099720001221,1.0,,,,,,,,,,
45c61e78,kmeans:train,2020-10-17 20:01:32,0:25:18,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=17,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,17,16,4,128,l2,cmnist/2digits/2colors/baseline,17,0,0.9270099997520447,0.8622999787330627,0.13163000345230103,0.8675600290298462,0.993939995765686,0.524869978427887,0.5127999782562256,0.4320800006389618,0.592960000038147,0.5333799719810486,0.3397899866104126,0.4504599869251251,0.004798999987542629,0.0002926700108218938,0.3632799983024597,0.11247999966144562,0.7635800242424011,0.47576001286506653,0.1139800027012825,0.9961199760437012,1.0,0.007677500136196613,0.9923200011253357,0.9923200011253357,0.8543800115585327,0.7251499891281128,0.27059000730514526,0.7282500267028809,0.9957399964332581,,,,,,,,,,
9229d896,kmeans:train,2020-10-17 20:00:22,0:24:27,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=16,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,16,16,4,128,l2,cmnist/2digits/2colors/baseline,16,0,0.9339600205421448,0.8737800121307373,0.12218999862670898,0.8773099780082703,0.9959700107574463,0.9784899950027466,0.9674500226974487,0.9858800172805786,0.9875500202178955,0.9803699851036072,0.9498100280761719,0.9291800260543823,0.006818400230258703,0.00017906000721268356,0.3757300078868866,0.10108000040054321,0.7880100011825562,0.4768100082874298,0.10221000015735626,0.9961199760437012,1.0,0.007648199796676636,0.9923499822616577,0.9923499822616577,0.8686400055885315,0.7485399842262268,0.2514599859714508,0.7485399842262268,1.0,,,,,,,,,,
b01ed59a,kmeans:train,2020-10-17 19:36:53,0:24:38,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=15,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,15,16,4,128,l2,cmnist/2digits/2colors/baseline,15,0,0.9766600131988525,0.9579700231552124,0.03799699991941452,0.9618499875068665,0.995959997177124,0.7510899901390076,0.9716699719429016,0.9797700047492981,0.9376000165939331,0.9031800031661987,0.7989699840545654,0.8043799996376038,0.005814400035887957,0.00020599999697878957,0.45454999804496765,0.025776999071240425,0.9463300108909607,0.480320006608963,0.025830000638961792,0.9970899820327759,1.0,0.005802699830383062,0.9941999912261963,0.9941999912261963,0.9551900029182434,0.9153500199317932,0.0825359970331192,0.9172899723052979,0.9978899955749512,,,,,,,,,,
8ab669a7,kmeans:train,2020-10-17 19:35:44,0:24:37,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=14,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,14,16,4,128,l2,cmnist/2digits/2colors/baseline,14,0,0.9419100284576416,0.8946899771690369,0.0952949970960617,0.9037399888038635,0.9899799823760986,0.5248100161552429,0.0,0.9816300272941589,1.0,0.6488800048828125,0.5548099875450134,0.7325299978256226,0.005381000228226185,0.0002585600013844669,0.3690899908542633,0.12790000438690186,0.7426499724388123,0.49698999524116516,0.12907999753952026,0.9970899820327759,1.0,0.006024099886417389,0.9939799904823303,0.9939799904823303,0.8839100003242493,0.7780100107192993,0.20799000561237335,0.7890599966049194,0.9860000014305115,,,,,,,,,,
c97ee3d2,kmeans:train,2020-10-17 19:11:01,0:24:41,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=13,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,13,16,4,128,l2,cmnist/2digits/2colors/baseline,13,0,0.9836099743843079,0.9715099930763245,0.024470999836921692,0.9754300117492676,0.9959800243377686,0.9869599938392639,0.9817000031471252,0.3759799897670746,0.5833799839019775,0.748170018196106,0.6177600026130676,0.6748300194740295,0.005077099893242121,0.00022204000561032444,0.45677998661994934,0.03719799965620041,0.9247000217437744,0.4939799904823303,0.03724199905991554,0.9961199760437012,0.9980999827384949,0.004027700051665306,0.995959997177124,0.9940699934959412,0.9704700112342834,0.94309002161026,0.05486999824643135,0.9450200200080872,0.9979599714279175,,,,,,,,,,
f5c58238,kmeans:train,2020-10-17 19:10:53,0:25:58,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=12,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,12,16,4,128,l2,cmnist/2digits/2colors/baseline,12,0,0.812309980392456,0.6139600276947021,0.3841100037097931,0.615149974822998,0.9980800151824951,0.4906199872493744,0.5065600275993347,0.47843000292778015,0.5593400001525879,0.5176100134849548,0.33414000272750854,0.44822001457214355,0.005674500018358231,0.00022034000721760094,0.08316200226545334,0.42357000708580017,0.16412000358104706,0.5067300200462341,0.46108001470565796,0.9980599880218506,1.0,0.0038834998849779367,0.9961199760437012,0.9961199760437012,0.617110013961792,0.17723999917507172,0.8227599859237671,0.17723999917507172,1.0,,,,,,,,,,
d6e2112f,kmeans:train,2020-10-17 18:47:00,0:24:00,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=11,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,11,16,4,128,l2,cmnist/2digits/2colors/baseline,11,0,0.9672300219535828,0.9397199749946594,0.05528699979186058,0.9444400072097778,0.9950100183486938,0.5456500053405762,0.0,0.9773899912834167,1.0,0.653410017490387,0.5559599995613098,0.7289900183677673,0.005095699802041054,0.0002017700026044622,0.42688000202178955,0.05815200135111809,0.8801100254058838,0.48502999544143677,0.05838000029325485,0.9990299940109253,1.0,0.0019493000581860542,0.9980499744415283,0.9980499744415283,0.9338099956512451,0.8762699961662292,0.11554999649524689,0.8834900259971619,0.9918199777603149,,,,,,,,,,
cb28c8a4,kmeans:train,2020-10-17 18:45:17,0:25:36,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=10,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,10,16,4,128,l2,cmnist/2digits/2colors/baseline,10,0,0.8431000113487244,0.6847400069236755,0.3133000135421753,0.6860899925231934,0.9980400204658508,0.5595499873161316,0.541700005531311,0.44488000869750977,0.5090600252151489,0.5205399990081787,0.31325000524520874,0.4239000082015991,0.006828200072050095,0.00016138999490067363,0.17971999943256378,0.30063000321388245,0.3741399943828583,0.48034998774528503,0.3192499876022339,0.9990299940109253,1.0,0.0018903999589383602,0.9981099963188171,0.9981099963188171,0.6792299747467041,0.3630799949169159,0.6348699927330017,0.36383000016212463,0.9979599714279175,,,,,,,,,,
8807ebd8,kmeans:train,2020-10-17 18:22:02,0:24:56,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=9,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,9,16,4,128,l2,cmnist/2digits/2colors/baseline,9,0,0.8341599702835083,0.6781499981880188,0.3148399889469147,0.6829400062561035,0.9929900169372559,0.9445199966430664,0.9588599801063538,0.4263800084590912,0.5239800214767456,0.7190300226211548,0.5971900224685669,0.6540300250053406,0.007737800013273954,0.0001592799962963909,0.16633999347686768,0.313620001077652,0.3465699851512909,0.47995999455451965,0.33566001057624817,1.0,1.0,0.0,1.0,1.0,0.6598799824714661,0.3407300114631653,0.6448699831962585,0.34571000933647156,0.9855999946594238,,,,,,,,,,
0bdee5af,kmeans:train,2020-10-17 18:21:43,0:23:33,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=8,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,8,16,4,128,l2,cmnist/2digits/2colors/baseline,8,0,0.7517399787902832,0.5123599767684937,0.48065999150276184,0.5159599781036377,0.9930199980735779,0.38694000244140625,0.49658000469207764,0.018157999962568283,0.9954000115394592,0.5812299847602844,0.4622800052165985,0.49421000480651855,0.006567500066012144,0.00022641000396106392,0.0,0.49053001403808594,0.0,0.49053001403808594,0.5708199739456177,0.9951599836349487,1.0,0.009727600030601025,0.9902700185775757,0.9902700185775757,0.4959299862384796,0.0,0.9959099888801575,0.0,0.9959099888801575,,,,,,,,,,
d2d02923,kmeans:train,2020-10-17 17:57:03,0:24:58,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=7,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,7,16,4,128,l2,cmnist/2digits/2colors/baseline,7,0,0.8589900135993958,0.7211199998855591,0.2749199867248535,0.7239800095558167,0.9960399866104126,0.6647599935531616,0.1617799997329712,0.4283899962902069,0.50764000415802,0.4593999981880188,0.2001499980688095,0.23479999601840973,0.006384700071066618,0.00019055999291595072,0.20418000221252441,0.28591999411582947,0.4166199862957001,0.4900999963283539,0.30020999908447266,0.9990299940109253,1.0,0.0019493000581860542,0.9980499744415283,0.9980499744415283,0.7118099927902222,0.42267999053001404,0.5712800025939941,0.42524999380111694,0.9939600229263306,,,,,,,,,,
d00b9e83,kmeans:train,2020-10-17 17:56:24,0:25:18,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=6,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,6,16,4,128,l2,cmnist/2digits/2colors/baseline,6,0,0.7696099877357483,0.5403800010681152,0.4566499888896942,0.5419899821281433,0.9970300197601318,0.6179699897766113,0.35690999031066895,0.34619998931884766,0.4650700092315674,0.46261000633239746,0.20419999957084656,0.26146000623703003,0.00850170012563467,0.0002292400022270158,0.0009970100363716483,0.5143300294876099,0.001934699947014451,0.5153300166130066,0.5868800282478333,0.9980599880218506,1.0,0.0040732999332249165,0.995930016040802,0.995930016040802,0.5295299887657166,0.002164500067010522,0.9959099888801575,0.002168700098991394,0.9980800151824951,,,,,,,,,,
6d7171c9,kmeans:train,2020-10-17 17:32:46,0:24:16,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=5,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,5,16,4,128,l2,cmnist/2digits/2colors/baseline,5,0,0.7641500234603882,0.5269500017166138,0.47207000851631165,0.5274699926376343,0.9990100264549255,0.6111099720001221,0.30188998579978943,0.41054999828338623,0.41881999373435974,0.4403499960899353,0.22078999876976013,0.27755001187324524,0.005861099809408188,0.00018656000611372292,0.0,0.5009899735450745,0.0,0.5009899735450745,0.5771499872207642,1.0,1.0,0.0,1.0,1.0,0.516290009021759,0.0,0.9980300068855286,0.0,0.9980300068855286,,,,,,,,,,
0d848608,kmeans:train,2020-10-17 17:30:55,0:25:28,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=4,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,4,16,4,128,l2,cmnist/2digits/2colors/baseline,4,0,0.7532299757003784,0.5143100023269653,0.48069000244140625,0.5169000029563904,0.9950000047683716,0.541700005531311,0.6171799898147583,0.46233999729156494,0.5286800265312195,0.5424900054931641,0.33388999104499817,0.43397998809814453,0.007412999868392944,0.000261329987552017,0.012833000160753727,0.4606899917125702,0.027101000770926476,0.47352999448776245,0.5379599928855896,0.9990299940109253,1.0,0.001908399979583919,0.9980900287628174,0.9980900287628174,0.49491000175476074,0.025743000209331512,0.9658700227737427,0.025960000231862068,0.9916099905967712,,,,,,,,,,
120291f5,kmeans:train,2020-10-17 17:08:06,0:24:39,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=3,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,3,16,4,128,l2,cmnist/2digits/2colors/baseline,3,0,0.9885799884796143,0.9793400168418884,0.017792999744415283,0.9821599721908569,0.9971299767494202,0.9835799932479858,0.9316499829292297,0.9595299959182739,0.9878399968147278,0.9701399803161621,0.9236900210380554,0.902459979057312,0.004528299905359745,0.00021642999490723014,0.4669399857521057,0.019673999398946762,0.9595699906349182,0.4866200089454651,0.019679000601172447,0.9990299940109253,1.0,0.0018657000036910176,0.9981300234794617,0.9981300234794617,0.9775999784469604,0.9576299786567688,0.038451001048088074,0.9613999724388123,0.9960799813270569,,,,,,,,,,
d6c537d2,kmeans:train,2020-10-17 17:07:05,0:23:48,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=1,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,1,16,4,128,l2,cmnist/2digits/2colors/baseline,1,0,0.8416100144386292,0.6738899946212769,0.3232400119304657,0.6758300065994263,0.9971299767494202,0.5792199969291687,0.0,0.7697399854660034,1.0,0.6338300108909607,0.5252299904823303,0.6743000149726868,0.007501000072807074,0.000252630008617416,0.1589300036430359,0.3281500041484833,0.32627999782562256,0.48708000779151917,0.34891000390052795,1.0,1.0,0.0,1.0,1.0,0.6751499772071838,0.3276599943637848,0.6664800047874451,0.32958999276161194,0.9941400289535522,,,,,,,,,,
abf21761,kmeans:train,2020-10-17 16:43:07,0:24:57,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=2,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,256,256,150,0.0003,ae,100,0.0001,50,kmeans,10,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,2,16,4,128,l2,cmnist/2digits/2colors/baseline,2,0,0.7691199779510498,0.532039999961853,0.4631099998950958,0.5346400141716003,0.9951500296592712,0.9886699914932251,0.9897599816322327,0.5854300260543823,0.4939599931240082,0.7499499917030334,0.6376199722290039,0.707830011844635,0.007344900164753199,0.00018355999782215804,0.007121100090444088,0.4914200007915497,0.014283999800682068,0.4985499978065491,0.5609400272369385,0.9980599880218506,1.0,0.0038759999442845583,0.9961199760437012,0.9961199760437012,0.5285099744796753,0.01498899981379509,0.9791899919509888,0.015076999552547932,0.9941700100898743,,,,,,,,,,
510a5c9a,perfect_cluster:train,2020-10-16 11:26:58,0:21:56,completed,save_dir=cmnist/2digits/2colors/baseline/ seed=30,False,True,True,1.0,2 4,0.66666666,1.0,cmnist,2 4,False,False,,2,8,False,0.0,False,0=0.7 1=0.6 2=0.4 3=1.0,0=1.0 1=0.4 2=0.0 3=1.0,0.2,,,,,,,,,,,256,256 256,attention,256 256,0.0003,0.0003,0.1,30,100.0,1000,60,0.001,False,False,False,1.0,5000,0.01,150,0.0003,0.01,1,10,4,True,1.0,1.0,True,0,False,False,False,False,450,True,0,0,0,0.01,30,16,4,128,l2,cmnist/2digits/2colors/baseline,30,0,0.9721900224685669,0.9478999972343445,0.04816700145602226,0.9516400098800659,0.9960600137710571,,,,,,,,,,0.4308600127696991,0.05732699856162071,0.8825700283050537,0.4881899952888489,0.05751100182533264,1.0,1.0,0.0,1.0,1.0,0.9429699778556824,0.8921200037002563,0.09988400340080261,0.8993099927902222,0.9919999837875366,True,,,,,,,,,
