seed,data,method,wandb_url,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_colour_0.0,Accuracy_colour_1.0,Accuracy_colour_0.0-colour_1.0,Accuracy_colour_0.0/colour_1.0,prob_pos_colour_0.0,prob_pos_colour_1.0,prob_pos_colour_0.0-colour_1.0,prob_pos_colour_0.0/colour_1.0,TPR_colour_0.0,TPR_colour_1.0,TPR_colour_0.0-colour_1.0,TPR_colour_0.0/colour_1.0,TNR_colour_0.0,TNR_colour_1.0,TNR_colour_0.0-colour_1.0,TNR_colour_0.0/colour_1.0
2,baseline,"cnn",(None),0.7656405163853028,0.5244399185336049,0.9951550387596899,0.576068063773702,0.5249237029501526,0.9951503394762367,0.4702266365260841,0.5274818106643346,0.0,0.504364694471387,0.504364694471387,0.0,0.0,1.0,1.0,0.0,1.0,0.9903100775193798,0.009689922480620172,0.9903100775193798
1,baseline,"cnn",(None),0.7651439920556107,0.5213849287169042,0.997093023255814,0.5644253895575759,0.9971291866028709,0.5149638802889577,0.4821653063139132,0.5164465018252982,0.49282296650717705,0.0,0.49282296650717705,0.0,1.0,0.0,1.0,0.0,0.9943714821763602,1.0,0.0056285178236398226,0.9943714821763602
4,baseline,"cnn",(None),0.7472691161866931,0.48574338085539714,0.9961240310077519,0.5611646716246407,0.997002997002997,0.5004935834155972,0.49650941358739975,0.5019980731453034,0.47952047952047955,0.0009871668311944718,0.47853331268928506,0.002058654162553471,1.0,0.0,1.0,0.0,0.9942748091603053,0.9980314960629921,0.0037566869026868233,0.9962359034584518
5,baseline,"cnn",(None),0.7810327706057597,0.860488798370672,0.7054263565891473,0.13712665739131172,0.5608782435129741,0.9990118577075099,0.4381336141945358,0.5614330192236694,0.6387225548902196,0.5029644268774703,0.13575812801274922,0.7874536808300395,0.7109704641350211,1.0,0.2890295358649789,0.7109704641350211,0.42613636363636365,0.998015873015873,0.5718795093795094,0.426983553226098
6,baseline,"cnn",(None),0.8008937437934459,0.8727087576374746,0.7325581395348837,0.09959230066813245,0.6011964107676969,0.9990108803165183,0.3978144695488214,0.6017916547387541,0.6121635094715853,0.5133531157270029,0.09881039374458234,0.8385882330198435,0.7316017316017316,0.9980769230769231,0.2664751914751915,0.7330113688495191,0.4898336414048059,1.0,0.5101663585951941,0.4898336414048059
8,baseline,"cnn",(None),0.7184707050645481,0.7036659877800407,0.7325581395348837,0.014749703738328367,1.0,0.4391691394658754,0.5608308605341246,0.4391691394658754,0.48753738783649053,0.47279920870425324,0.014738179132237295,0.969770156094818,1.0,0.40973630831643004,0.59026369168357,0.40973630831643004,1.0,0.4671814671814672,0.5328185328185329,0.4671814671814672
7,baseline,"cnn",(None),0.7353525322740815,0.7647657841140529,0.7073643410852714,0.05779349641901705,0.998019801980198,0.4711155378486056,0.5269042641315924,0.47205029089989253,0.49405940594059405,0.5517928286852589,0.057733422744664864,0.8953711977695965,1.0,0.5237113402061856,0.4762886597938144,0.5237113402061856,0.9961013645224172,0.42196531791907516,0.574136046603342,0.4236168455821635
3,baseline,"cnn",(None),0.7765640516385303,0.6018329938900203,0.9428294573643411,0.3643645459728998,0.5361570247933884,0.9990439770554493,0.4628869522620609,0.5366700937166357,0.14566115702479338,0.48661567877629064,0.34095452175149726,0.29933510854210976,0.17372881355932204,0.9980392156862745,0.8243104021269525,0.17407012753488063,0.8810483870967742,1.0,0.11895161290322576,0.8810483870967742
