Seed,Accuracy,Renyi preds and s,TPR,TNR,prob_pos_sens_1.0,prob_pos_sens_0.0,prob_pos_sens_0.0-sens_1.0,prob_pos_sens_0.0/sens_1.0,TPR_sens_1.0,TPR_sens_0.0,TPR_sens_0.0-sens_1.0,TPR_sens_0.0/sens_1.0,TNR_sens_1.0,TNR_sens_0.0,TNR_sens_0.0-sens_1.0,TNR_sens_0.0/sens_1.0,eta
888,0.6714071856287425,0.3699975688470381,0.39820359281437123,0.9446107784431138,0.38173652694610777,0.0718562874251497,0.30988023952095806,0.18823529411764706,0.6526946107784432,0.1437125748502994,0.5089820359281437,0.2201834862385321,0.8892215568862275,1.0,0.1107784431137725,0.8892215568862275,0.01
888,0.6736526946107785,0.36778209294452724,0.40119760479041916,0.9461077844311377,0.38173652694610777,0.07335329341317365,0.3083832335329341,0.19215686274509802,0.655688622754491,0.1467065868263473,0.5089820359281437,0.2237442922374429,0.8922155688622755,1.0,0.10778443113772451,0.8922155688622755,0.1
888,0.6766467065868264,0.35624655235717684,0.405688622754491,0.9476047904191617,0.3787425149700599,0.07934131736526946,0.29940119760479045,0.20948616600790512,0.6526946107784432,0.15868263473053892,0.49401197604790426,0.24311926605504586,0.8952095808383234,1.0,0.10479041916167664,0.8952095808383234,0.5
888,0.5,1.0,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
1,0.6549401197604791,0.3599502156936277,0.36826347305389223,0.9416167664670658,0.36077844311377244,0.0658682634730539,0.29491017964071853,0.18257261410788383,0.6077844311377245,0.12874251497005987,0.47904191616766467,0.21182266009852216,0.8862275449101796,0.9970059880239521,0.1107784431137725,0.8888888888888888,0.01
1,0.6511976047904192,0.3613162749578968,0.3652694610778443,0.937125748502994,0.36227544910179643,0.0658682634730539,0.2964071856287425,0.18181818181818182,0.6017964071856288,0.12874251497005987,0.4730538922155689,0.21393034825870644,0.8772455089820359,0.9970059880239521,0.11976047904191622,0.8798798798798798,0.1
1,0.6489520958083832,0.3573002089195814,0.35479041916167664,0.9431137724550899,0.3502994011976048,0.061377245508982034,0.28892215568862273,0.1752136752136752,0.5868263473053892,0.12275449101796407,0.4640718562874251,0.20918367346938777,0.8862275449101796,1.0,0.11377245508982037,0.8862275449101796,0.5
1,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,nan,1.0
2410,0.6609281437125748,0.3352306247101081,0.3727544910179641,0.9491017964071856,0.34880239520958084,0.0748502994011976,0.27395209580838326,0.21459227467811157,0.6017964071856288,0.1437125748502994,0.45808383233532934,0.2388059701492537,0.9041916167664671,0.9940119760479041,0.08982035928143706,0.9096385542168676,0.01
2410,0.6631736526946108,0.3248196815278062,0.3772455089820359,0.9491017964071856,0.3473053892215569,0.08083832335329341,0.2664670658682635,0.23275862068965517,0.5988023952095808,0.15568862275449102,0.44311377245508976,0.26,0.9041916167664671,0.9940119760479041,0.08982035928143706,0.9096385542168676,0.1
2410,0.6669161676646707,0.3116502057364318,0.38173652694610777,0.9520958083832335,0.34281437125748504,0.08682634730538923,0.2559880239520958,0.25327510917030566,0.5958083832335329,0.16766467065868262,0.4281437125748503,0.2814070351758794,0.9101796407185628,0.9940119760479041,0.08383233532934131,0.9156626506024096,0.5
2410,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,nan,1.0
1996,0.6586826347305389,0.36061722237065,0.36227544910179643,0.9550898203592815,0.34880239520958084,0.058383233532934134,0.2904191616766467,0.16738197424892703,0.6107784431137725,0.11377245508982035,0.4970059880239521,0.18627450980392155,0.9131736526946108,0.9970059880239521,0.08383233532934131,0.9159159159159159,0.01
1996,0.656437125748503,0.3592508957609135,0.3592814371257485,0.9535928143712575,0.3473053892215569,0.058383233532934134,0.2889221556886228,0.16810344827586207,0.6047904191616766,0.11377245508982035,0.49101796407185627,0.18811881188118812,0.9101796407185628,0.9970059880239521,0.0868263473053893,0.9129129129129129,0.1
1996,0.6601796407185628,0.35592925774807227,0.3652694610778443,0.9550898203592815,0.34880239520958084,0.061377245508982034,0.2874251497005988,0.1759656652360515,0.6107784431137725,0.11976047904191617,0.4910179640718563,0.19607843137254902,0.9131736526946108,0.9970059880239521,0.08383233532934131,0.9159159159159159,0.5
1996,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,nan,1.0
711,0.6691616766467066,0.37516230253951854,0.3787425149700599,0.9595808383233533,0.36227544910179643,0.05688622754491018,0.30538922155688625,0.15702479338842973,0.6437125748502994,0.11377245508982035,0.5299401197604791,0.17674418604651163,0.9191616766467066,1.0,0.08083832335329344,0.9191616766467066,0.01
711,0.6684131736526946,0.37749766161583076,0.3772455089820359,0.9595808383233533,0.36227544910179643,0.05538922155688623,0.3068862275449102,0.15289256198347106,0.6437125748502994,0.11077844311377245,0.5329341317365269,0.17209302325581394,0.9191616766467066,1.0,0.08083832335329344,0.9191616766467066,0.1
711,0.6661676646706587,0.38397834812605736,0.36826347305389223,0.9640718562874252,0.3562874251497006,0.04790419161676647,0.3083832335329341,0.13445378151260506,0.6407185628742516,0.09580838323353294,0.5449101796407186,0.14953271028037382,0.9281437125748503,1.0,0.07185628742514971,0.9281437125748503,0.5
711,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,nan,1.0
