approach,Seed,data,method,wandb_url,cluster_test_acc,cluster_context_acc,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_sens_1,Accuracy_sens_0,Accuracy_sens_0-sens_1,Accuracy_sens_0/sens_1,prob_pos_sens_1,prob_pos_sens_0,prob_pos_sens_0-sens_1,prob_pos_sens_0/sens_1,TPR_sens_1,TPR_sens_0,TPR_sens_0-sens_1,TPR_sens_0/sens_1,TNR_sens_1,TNR_sens_0,TNR_sens_0-sens_1,TNR_sens_0/sens_1
0.5,6,train,DRO,(None),n/a,n/a,0.765143992,0.522403259,0.996124031,0.57725883,0.52578362,0.996097561,0.470313941,0.527843497,0,0.504390244,0.504390244,0,0,1,1,0,1,0.9921875,0.0078125,0.9921875
0.5,7,train,DRO,(None),n/a,n/a,0.806355511,0.613034623,0.990310078,0.40734258,0.628066732,0.988944724,0.360877992,0.635087803,0.118743867,0.493467337,0.37472347,0.240631664,0.242,0.997925311,0.755925311,0.242503119,1,0.980506823,0.019493177,0.980506823
0.5,8,train,DRO,(None),n/a,n/a,0.748758689,0.49389002,0.99127907,0.581524914,0.990881459,0.516066212,0.474815247,0.520815288,0.500506586,0,0.500506586,0,1,0,1,0,0.982071713,1,0.017928287,0.982071713
0.5,9,train,DRO,(None),n/a,n/a,0.755213505,0.512219959,0.986434109,0.554629173,0.986754967,0.499477534,0.487277433,0.50618193,0.487228004,0.002089864,0.48513814,0.004289294,1,0.004158004,0.995841996,0.004158004,0.974820144,1,0.025179856,0.974820144
0.5,10,train,DRO,(None),n/a,n/a,0.757199603,0.50712831,0.995155039,0.55599341,0.53371869,0.994877049,0.461158359,0.536466984,0.016377649,0.49795082,0.48157317,0.032890094,0.033932136,1,0.966067864,0.033932136,1,0.98989899,0.01010101,0.98989899
0.5,11,train,DRO,(None),n/a,n/a,0.759682224,0.511201629,0.996124031,0.58272315,0.527147088,0.995004995,0.467857907,0.529793409,0,0.505494505,0.505494505,0,0,0.998011928,0.998011928,0,1,0.991967871,0.008032129,0.991967871
0.5,12,train,DRO,(None),n/a,n/a,0.781032771,0.554989817,0.996124031,0.530389198,0.575728155,0.995934959,0.420206804,0.578078066,0.041747573,0.514227642,0.472480069,0.081185003,0.089583333,1,0.910416667,0.089583333,1,0.991701245,0.008298755,0.991701245
0.5,13,train,DRO,(None),n/a,n/a,0.776564052,0.547861507,0.994186047,0.533279462,0.994140625,0.551515152,0.442625473,0.554765732,0.502929688,0.029292929,0.473636758,0.058244582,1,0.061310782,0.938689218,0.061310782,0.988349515,1,0.011650485,0.988349515
0.5,14,train,DRO,(None),n/a,n/a,0.955809335,0.915478615,0.994186047,0.084198385,0.994174757,0.915650407,0.078524351,0.921015546,0.490291262,0.406504065,0.083787197,0.829107301,1,0.82815735,0.17184265,0.82815735,0.988700565,1,0.011299435,0.988700565
0.5,15,train,DRO,(None),n/a,n/a,0.743793446,0.480651731,0.994186047,0.560071472,0.994017946,0.495548961,0.498468985,0.498531202,0.476570289,0,0.476570289,0,1,0,1,0,0.988700565,1,0.011299435,0.988700565
0.5,16,train,DRO,(None),n/a,n/a,0.783515392,0.560081466,0.996124031,0.487804959,0.99609375,0.563636364,0.432457386,0.565846702,0.489257813,0.053535354,0.435722459,0.109421561,1,0.109278351,0.890721649,0.109278351,0.992409867,1,0.007590133,0.992409867
0.5,17,train,DRO,(None),n/a,n/a,0.982125124,0.966395112,0.997093023,0.001195305,0.965482234,0.998056365,0.032574132,0.967362433,0.472081218,0.473275024,0.001193806,0.997477564,0.93360161,1,0.06639839,0.93360161,0.99795082,0.996323529,0.00162729,0.998369368
0.5,18,train,DRO,(None),n/a,n/a,0.764647468,0.524439919,0.993217054,0.583522272,0.993062438,0.535323383,0.457739055,0.539063167,0.514370664,0.002985075,0.511385589,0.005803353,1,0.006382979,0.993617021,0.006382979,0.985915493,1,0.014084507,0.985915493
0.5,19,train,DRO,(None),n/a,n/a,0.760178749,0.511201629,0.997093023,0.573912492,0.521435693,0.997032641,0.475596948,0.522987585,0.000997009,0.49851632,0.497519312,0.001999953,0.002079002,1,0.997920998,0.002079002,1,0.994117647,0.005882353,0.994117647
0.5,20,train,DRO,(None),n/a,n/a,0.76266137,0.514256619,0.999031008,0.505987757,0.52442672,0.99901088,0.47458416,0.524945954,0.030907278,0.46983185,0.438924571,0.065783702,0.061023622,1,0.938976378,0.061023622,1,0.998137803,0.001862197,0.998137803
0.5,21,train,DRO,(None),n/a,n/a,0.860476663,0.720977597,0.993217054,0.314332754,0.993295019,0.717525773,0.275769246,0.722369245,0.5,0.198969072,0.301030928,0.397938144,1,0.413276231,0.586723769,0.413276231,0.986767486,1,0.013232514,0.986767486
0.5,22,train,DRO,(None),n/a,n/a,0.777060576,0.66904277,0.879844961,0.447312065,0.684466019,0.87398374,0.18951772,0.783156469,0.174757282,0.610772358,0.436015076,0.286125067,0.356435644,1,0.643564356,0.356435644,1,0.755424063,0.244575937,0.755424063
0.5,23,train,DRO,(None),n/a,n/a,0.764150943,0.518329939,0.998062016,0.564762069,0.998044966,0.522704339,0.475340627,0.523728246,0.495601173,0.004036327,0.491564846,0.008144305,1,0.008385744,0.991614256,0.008385744,0.996138996,1,0.003861004,0.996138996
0.5,24,train,DRO,(None),n/a,n/a,0.895729891,0.791242363,0.995155039,0.206135513,0.99501992,0.797029703,0.197990217,0.801018841,0.489043825,0.288118812,0.200925013,0.589147224,1,0.586693548,0.413306452,0.586693548,0.99034749,1,0.00965251,0.99034749
0.5,25,train,DRO,(None),n/a,n/a,0.753227408,0.50203666,0.992248062,0.556327405,0.497430627,0.992315082,0.494884455,0.501282945,0,0.481268012,0.481268012,0,0,1,1,0,1,0.98540146,0.01459854,0.98540146
0.5,26,train,DRO,(None),n/a,n/a,0.769612711,0.532586558,0.995155039,0.540004712,0.993969849,0.550539745,0.443430104,0.553879723,0.502512563,0.02747792,0.475034643,0.05468106,0.997983871,0.057613169,0.940370702,0.057729559,0.98997996,1,0.01002004,0.98997996
0.5,27,train,DRO,(None),n/a,n/a,0.744786495,0.479633401,0.997093023,0.573793516,0.511004785,0.996904025,0.48589924,0.512591756,0.000956938,0.488132095,0.487175157,0.001960407,0.001953125,1,0.998046875,0.001953125,1,0.993987976,0.006012024,0.993987976
0.5,28,train,DRO,(None),n/a,n/a,0.764647468,0.521384929,0.996124031,0.585742035,0.535323383,0.993062438,0.457739055,0.539063167,0,0.511397423,0.511397423,0,0,0.994174757,0.994174757,0,1,0.991902834,0.008097166,0.991902834
0.5,29,train,DRO,(None),n/a,n/a,0.762164846,0.515274949,0.997093023,0.542123883,0.996108949,0.518255578,0.477853371,0.520280014,0.483463035,0.012170385,0.47129265,0.025173352,0.997979798,0.024640657,0.973339141,0.024690537,0.994371482,1,0.005628518,0.994371482
0.5,30,train,DRO,(None),n/a,n/a,0.757696127,0.50610998,0.997093023,0.586786569,0.528210117,0.996957404,0.468747287,0.529822152,0,0.507099391,0.507099391,0,0,1,1,0,1,0.993865031,0.006134969,0.993865031
0.5,31,train,DRO,(None),n/a,n/a,0.750744786,0.49490835,0.994186047,0.5695598,0.518950437,0.992893401,0.473942964,0.522664807,0.004859086,0.494416244,0.489557157,0.009827926,0.01,0.997925311,0.987925311,0.01002079,1,0.988071571,0.011928429,0.988071571
0.5,32,train,DRO,(None),n/a,n/a,0.751737835,0.49592668,0.995155039,0.564059539,0.504504505,0.995073892,0.490569387,0.507002052,0,0.484729064,0.484729064,0,0,1,1,0,1,0.990530303,0.009469697,0.990530303
0.5,33,train,DRO,(None),n/a,n/a,0.769116187,0.535641548,0.99127907,0.571210031,0.526479751,0.991436727,0.464956976,0.531027081,0.002076843,0.507136061,0.505059218,0.004095239,0.004366812,1,0.995633188,0.004366812,1,0.982922201,0.017077799,0.982922201
0.5,34,train,DRO,(None),n/a,n/a,0.949354518,0.901221996,0.995155039,0.114363858,0.906953967,0.992950655,0.085996688,0.913392788,0.38589618,0.499496475,0.113600295,0.772570377,0.805725971,0.995943205,0.190217233,0.809007951,1,0.99,0.01,0.99
0.5,35,train,DRO,(None),n/a,n/a,0.758192651,0.510183299,0.994186047,0.582334426,0.994017946,0.524233432,0.469784514,0.527388297,0.505483549,0,0.505483549,0,1,0,1,0,0.988047809,1,0.011952191,0.988047809
0.5,36,train,DRO,(None),n/a,n/a,0.77408143,0.542769857,0.994186047,0.492215987,0.563654033,0.993908629,0.430254596,0.567108501,0.054421769,0.49035533,0.435933561,0.110984352,0.110891089,1,0.889108911,0.110891089,1,0.988188976,0.011811024,0.988188976
0.5,37,train,DRO,(None),n/a,n/a,0.98510427,0.972505092,0.997093023,0.016101263,0.974077767,0.996043521,0.021965755,0.977946993,0.467597208,0.483679525,0.016082317,0.966750057,0.947474747,0.997946612,0.050471864,0.949424284,1,0.994274809,0.005725191,0.994274809
0.5,38,train,DRO,(None),n/a,n/a,0.763157895,0.521384929,0.993217054,0.524101159,0.537401575,0.992985972,0.455584397,0.54119755,0.030511811,0.488977956,0.458466145,0.062399155,0.061876248,1,0.938123752,0.061876248,1,0.986460348,0.013539652,0.986460348
0.5,39,train,DRO,(None),n/a,n/a,0.752730884,0.49898167,0.994186047,0.58134954,0.51953125,0.993939394,0.474408144,0.522699123,0,0.501010101,0.501010101,0,0,1,1,0,1,0.988,0.012,0.988
0.5,40,train,DRO,(None),n/a,n/a,0.958788481,0.920570265,0.995155039,0.112169064,0.923000987,0.995004995,0.072004008,0.927634526,0.395853899,0.507492507,0.111638608,0.780019199,0.837160752,1,0.162839248,0.837160752,1,0.989959839,0.010040161,0.989959839
0.5,41,train,DRO,(None),n/a,n/a,0.7591857,0.511201629,0.995155039,0.562641984,0.993865031,0.537644788,0.456220243,0.540963583,0.503067485,0.014478764,0.48858872,0.028780959,0.99795082,0.030364372,0.967586447,0.030426722,0.989795918,1,0.010204082,0.989795918
0.5,42,train,DRO,(None),n/a,n/a,0.976663357,0.953156823,0.999031008,0.062401323,0.953204476,0.999030068,0.045825592,0.954129917,0.433367243,0.495635306,0.062268062,0.874367177,0.904255319,0.998046875,0.093791556,0.906024899,0.998050682,1,0.001949318,0.998050682
0.5,43,train,DRO,(None),n/a,n/a,0.78897716,0.570264766,0.997093023,0.439432852,0.58546169,0.996987952,0.411526262,0.587230456,0.084479371,0.478915663,0.394436291,0.176397178,0.169291339,1,0.830708661,0.169291339,1,0.994252874,0.005747126,0.994252874
0.5,44,train,DRO,(None),n/a,n/a,0.772591857,0.537678208,0.996124031,0.538206001,0.996043521,0.547357926,0.448685595,0.549532138,0.50049456,0.025922233,0.474572327,0.051793237,1,0.054166667,0.945833333,0.054166667,0.992141454,1,0.007858546,0.992141454
0.5,45,train,DRO,(None),n/a,n/a,0.770109235,0.531568228,0.997093023,0.506617328,0.55078125,0.996969697,0.446188447,0.552455357,0.041992188,0.486868687,0.444876499,0.086249514,0.085487078,1,0.914512922,0.085487078,1,0.994129159,0.005870841,0.994129159
0.5,46,train,DRO,(None),n/a,n/a,0.893247269,0.786150713,0.995155039,0.249255159,0.99490835,0.796511628,0.198396722,0.800587941,0.510183299,0.26744186,0.242741439,0.524207399,1,0.567901235,0.432098765,0.567901235,0.989711934,1,0.010288066,0.989711934
0.5,47,train,DRO,(None),n/a,n/a,0.891261172,0.780040733,0.997093023,0.254347156,0.996226415,0.774633124,0.221593291,0.77756734,0.499056604,0.251572327,0.247484277,0.504095778,0.998102467,0.527472527,0.470629939,0.528475327,0.994371482,1,0.005628518,0.994371482
0.5,48,train,DRO,(None),n/a,n/a,0.740317776,0.475560081,0.992248062,0.579807231,0.991701245,0.50952381,0.482177435,0.513787607,0.492738589,0,0.492738589,0,1,0,1,0,0.983903421,1,0.016096579,0.983903421
0.5,49,train,DRO,(None),n/a,n/a,0.931479643,0.868635438,0.99127907,0.155400285,0.990927419,0.873776908,0.117150511,0.8817769,0.506048387,0.352250489,0.153797898,0.696080648,1,0.736196319,0.263803681,0.736196319,0.981963928,1,0.018036072,0.981963928
0.5,50,train,DRO,(None),n/a,n/a,0.826216485,0.649694501,0.994186047,0.38550049,0.99287169,0.667635659,0.325236032,0.672428941,0.50407332,0.144379845,0.359693475,0.286426278,0.997959184,0.302845528,0.695113655,0.303464844,0.987804878,1,0.012195122,0.987804878
0.5,51,train,DRO,(None),n/a,n/a,0.771598808,0.536659878,0.995155039,0.517149937,0.992900609,0.559338521,0.433562087,0.563337878,0.496957404,0.040856031,0.456101373,0.08221234,0.995893224,0.084848485,0.911044739,0.085198376,0.98997996,1,0.01002004,0.98997996
0.5,52,train,DRO,(None),n/a,n/a,0.752730884,0.49898167,0.994186047,0.567093508,0.993103448,0.508508509,0.48459494,0.512039818,0.488669951,0,0.488669951,0,0.99796334,0,0.99796334,0,0.988549618,1,0.011450382,0.988549618
0.5,53,train,DRO,(None),n/a,n/a,0.757696127,0.509164969,0.994186047,0.571247647,0.517552658,0.993117011,0.475564353,0.521139657,0.001003009,0.496558505,0.495555496,0.002019921,0.002074689,0.998,0.995925311,0.002078846,1,0.988394584,0.011605416,0.988394584
0.5,54,train,DRO,(None),n/a,n/a,0.751241311,0.49389002,0.996124031,0.557925012,0.517006803,0.995939086,0.478932284,0.519114883,0.008746356,0.487309645,0.478563289,0.017948251,0.017786561,1,0.982213439,0.017786561,1,0.992141454,0.007858546,0.992141454
0.5,55,train,DRO,(None),n/a,n/a,0.760178749,0.514256619,0.994186047,0.583083779,0.994041708,0.526315789,0.467725919,0.529470529,0.507447865,0,0.507447865,0,1,0,1,0,0.988047809,1,0.011952191,0.988047809
0.5,56,train,DRO,(None),n/a,n/a,0.765640516,0.527494908,0.992248062,0.570263642,0.521155831,0.992344498,0.471188667,0.525176319,0.001031992,0.502392344,0.501360353,0.002054155,0.002150538,1,0.997849462,0.002150538,1,0.984848485,0.015151515,0.984848485
0.5,57,train,DRO,(None),n/a,n/a,0.758192651,0.512219959,0.992248062,0.57515753,0.992007992,0.527147088,0.464860904,0.531393993,0.505494505,0.004935834,0.500558671,0.009764368,1,0.010330579,0.989669421,0.010330579,0.984095427,1,0.015904573,0.984095427
0.5,58,train,DRO,(None),n/a,n/a,0.760675273,0.517311609,0.992248062,0.56626723,0.991337825,0.514871795,0.47646603,0.519370675,0.495668912,0.001025641,0.494643271,0.002069206,0.998031496,0.002109705,0.995921791,0.002113866,0.984934087,1,0.015065913,0.984934087
0.5,59,train,DRO,(None),n/a,n/a,0.923038729,0.846232179,0.996124031,0.127710163,0.848545637,0.996066863,0.147521226,0.851896261,0.351053159,0.476892822,0.125839663,0.736125903,0.698602794,1,0.301397206,0.698602794,1,0.992537313,0.007462687,0.992537313
0.5,60,train,DRO,(None),n/a,n/a,0.757696127,0.516293279,0.987403101,0.528647955,0.986584107,0.545454545,0.441129562,0.552871814,0.498452012,0.035406699,0.463045314,0.071033315,1,0.072265625,0.927734375,0.072265625,0.973947896,1,0.026052104,0.973947896
0.5,61,train,DRO,(None),n/a,n/a,0.764150943,0.520366599,0.996124031,0.542764099,0.995934959,0.542718447,0.453216513,0.544933624,0.49796748,0.024271845,0.473695635,0.048741827,1,0.050403226,0.949596774,0.050403226,0.991967871,1,0.008032129,0.991967871
0.5,62,train,DRO,(None),n/a,n/a,0.757199603,0.511201629,0.99127907,0.552873528,0.524752475,0.991035857,0.466283381,0.52949898,0.013861386,0.49501992,0.481158534,0.028001673,0.028340081,1,0.971659919,0.028340081,1,0.98255814,0.01744186,0.98255814
0.5,63,train,DRO,(None),n/a,n/a,0.843594836,0.680244399,0.999031008,0.28357555,0.689108911,0.999003984,0.309895073,0.689795959,0.199009901,0.466135458,0.267125557,0.426935771,0.390291262,1,0.609708738,0.390291262,1,0.998137803,0.001862197,0.998137803
0.5,64,train,DRO,(None),n/a,n/a,0.765143992,0.524439919,0.994186047,0.571110327,0.994236311,0.52004111,0.474195201,0.523055841,0.500480307,0,0.500480307,0,1,0,1,0,0.988593156,1,0.011406844,0.988593156
0.5,65,train,DRO,(None),n/a,n/a,0.757696127,0.510183299,0.993217054,0.588337139,0.528431373,0.992957746,0.464526374,0.532179113,0,0.511066398,0.511066398,0,0,1,1,0,1,0.985801217,0.014198783,0.985801217
0.5,66,train,DRO,(None),n/a,n/a,0.801886792,0.597759674,0.996124031,0.429263996,0.995112414,0.602421796,0.392690618,0.605380646,0.485826002,0.094853683,0.390972319,0.195242088,0.997975709,0.192622951,0.805352758,0.193013667,0.992438563,1,0.007561437,0.992438563
0.5,67,train,DRO,(None),n/a,n/a,0.763157895,0.521384929,0.993217054,0.569754381,0.528585757,0.993117011,0.464531254,0.532249223,0.006018054,0.504424779,0.498406725,0.011930528,0.012605042,1,0.987394958,0.012605042,1,0.98630137,0.01369863,0.98630137
0.5,68,train,DRO,(None),n/a,n/a,0.758192651,0.50814664,0.996124031,0.571235041,0.996035679,0.519402985,0.476632694,0.521470261,0.496531219,0.00199005,0.494541169,0.004007905,1,0.004123711,0.995876289,0.004123711,0.9921875,1,0.0078125,0.9921875
0.5,69,train,DRO,(None),n/a,n/a,0.746276068,0.485743381,0.994186047,0.563351948,0.5,0.994023904,0.494023904,0.503006012,0,0.481075697,0.481075697,0,0,1,1,0,1,0.988614801,0.011385199,0.988614801
0.5,70,train,DRO,(None),n/a,n/a,0.750248262,0.49490835,0.993217054,0.560348048,0.500504541,0.992179863,0.491675322,0.504449404,0,0.481915934,0.481915934,0,0,0.997946612,0.997946612,0,1,0.986940299,0.013059701,0.986940299
0.5,71,train,DRO,(None),n/a,n/a,0.7775571,0.550916497,0.993217054,0.534375956,0.992156863,0.557344064,0.434812798,0.561749946,0.506862745,0.031187123,0.475675622,0.06152972,0.998043053,0.06581741,0.932225643,0.065946464,0.986247544,1,0.013752456,0.986247544
0.5,72,train,DRO,(None),n/a,n/a,0.93346574,0.870672098,0.993217054,0.149433611,0.991761071,0.879194631,0.11256644,0.886498428,0.504634398,0.356663471,0.147970927,0.70677598,0.997933884,0.746987952,0.250945932,0.748534511,0.985626283,1,0.014373717,0.985626283
0.5,73,train,DRO,(None),n/a,n/a,0.857994042,0.710794297,0.998062016,0.330520508,0.714285714,0.998039216,0.283753501,0.715689026,0.188128773,0.502941176,0.314812404,0.374057209,0.397027601,1,0.602972399,0.397027601,1,0.996070727,0.003929273,0.996070727
0.5,74,train,DRO,(None),n/a,n/a,0.758689176,0.511201629,0.994186047,0.569367567,0.994157741,0.513677812,0.480479929,0.516696486,0.494644596,0,0.494644596,0,1,0,1,0,0.988571429,1,0.011428571,0.988571429
0.5,75,train,DRO,(None),n/a,n/a,0.751241311,0.49287169,0.997093023,0.552439659,0.509861933,0.996,0.486138067,0.511909571,0.006903353,0.48,0.473096647,0.014381986,0.013888889,0.99790795,0.984019061,0.013918006,1,0.994252874,0.005747126,0.994252874
0.5,76,train,DRO,(None),n/a,n/a,0.756703078,0.510183299,0.99127907,0.496124751,0.53978907,0.989701339,0.449912269,0.545406022,0.04506232,0.476828012,0.431765692,0.094504348,0.089184061,0.997802198,0.908618137,0.089380501,1,0.98255814,0.01744186,0.98255814
0.5,77,train,DRO,(None),n/a,n/a,0.750248262,0.49796334,0.990310078,0.566998835,0.518084066,0.989909183,0.471825116,0.52336525,0.00684262,0.496468214,0.489625594,0.013782594,0.014,1,0.986,0.014,1,0.980353635,0.019646365,0.980353635
0.5,78,train,DRO,(None),n/a,n/a,0.750744786,0.49796334,0.99127907,0.578291294,0.51476378,0.990981964,0.476218184,0.519448182,0,0.498997996,0.498997996,0,0,1,1,0,1,0.982318271,0.017681729,0.982318271
0.5,79,train,DRO,(None),n/a,n/a,0.742303873,0.483706721,0.988372093,0.585298622,0.987641607,0.513902205,0.473739401,0.520332681,0.501544799,0,0.501544799,0,1,0,1,0,0.975806452,1,0.024193548,0.975806452
0.5,80,train,DRO,(None),n/a,n/a,0.752730884,0.49898167,0.994186047,0.570448263,0.993034826,0.513379584,0.479655242,0.516980443,0.492537313,0.00099108,0.491546233,0.002012193,0.997959184,0.00203252,0.995926663,0.002036677,0.988349515,1,0.011650485,0.988349515
0.5,81,train,DRO,(None),n/a,n/a,0.772591857,0.538696538,0.995155039,0.547296214,0.99394551,0.558162268,0.435783242,0.561562241,0.510595358,0.027370479,0.483224879,0.053605029,0.998007968,0.058333333,0.939674635,0.058449767,0.989775051,1,0.010224949,0.989775051
0.5,82,train,DRO,(None),n/a,n/a,0.746772592,0.484725051,0.996124031,0.551279129,0.996035679,0.496517413,0.499518266,0.498493602,0.472745292,0.002985075,0.469760218,0.00631434,1,0.00589391,0.99410609,0.00589391,0.992537313,1,0.007462687,0.992537313
0.5,83,train,DRO,(None),n/a,n/a,0.754716981,0.50712831,0.990310078,0.489738102,0.98974359,0.534167469,0.455576121,0.539702883,0.471794872,0.046198268,0.425596604,0.097920241,1,0.090225564,0.909774436,0.090225564,0.980952381,1,0.019047619,0.980952381
0.5,84,train,DRO,(None),n/a,n/a,0.954816286,0.909368635,0.998062016,0.084049659,0.911330049,0.998998999,0.08766895,0.912243206,0.402955665,0.486486486,0.083530821,0.828297756,0.820925553,1,0.179074447,0.820925553,0.998069498,0.998054475,1.50E-05,0.999984948
0.5,85,train,DRO,(None),n/a,n/a,0.7775571,0.545824847,0.998062016,0.523699466,0.559288538,0.998003992,0.438715454,0.560407115,0.036561265,0.5,0.463438735,0.07312253,0.076604555,1,0.923395445,0.076604555,1,0.996023857,0.003976143,0.996023857
0.5,86,train,DRO,(None),n/a,n/a,0.901191658,0.808553971,0.989341085,0.187126211,0.988944724,0.815505397,0.173439326,0.82462182,0.492462312,0.309126595,0.183335717,0.627716248,1,0.626242545,0.373757455,0.626242545,0.978682171,1,0.021317829,0.978682171
0.5,87,train,DRO,(None),n/a,n/a,0.973684211,0.949083503,0.997093023,0.066359884,0.951267057,0.996963563,0.045696506,0.954164317,0.431773879,0.497975709,0.066201829,0.867058115,0.898580122,1,0.101419878,0.898580122,1,0.993987976,0.006012024,0.993987976
0.5,88,train,DRO,(None),n/a,n/a,0.97020854,0.939918534,0.999031008,0.073736494,0.998013903,0.942403178,0.055610725,0.944278607,0.495531281,0.42204568,0.073485601,0.851703407,0.997995992,0.879917184,0.118078808,0.881684086,0.998031496,1,0.001968504,0.998031496
0.5,89,train,DRO,(None),n/a,n/a,0.981132075,0.969450102,0.992248062,0.02975867,0.992886179,0.969902913,0.022983266,0.976852063,0.491869919,0.462135922,0.029733996,0.939549065,1,0.940594059,0.059405941,0.940594059,0.986193294,0.998095238,0.011901944,0.988075342
0.5,90,train,DRO,(None),n/a,n/a,0.759682224,0.511201629,0.996124031,0.569563574,0.516161616,0.995117188,0.478955571,0.518694303,0,0.494140625,0.494140625,0,0,0.998011928,0.998011928,0,1,0.992322457,0.007677543,0.992322457
0.5,91,train,DRO,(None),n/a,n/a,0.769612711,0.530549898,0.997093023,0.554244093,0.997209302,0.509052183,0.488157119,0.51047677,0.48744186,0,0.48744186,0,1,0,1,0,0.994584838,1,0.005415162,0.994584838
0.5,92,train,DRO,(None),n/a,n/a,0.754716981,0.5,0.997093023,0.576349473,0.517681729,0.996987952,0.479306223,0.519245722,0,0.495983936,0.495983936,0,0,1,1,0,1,0.994059406,0.005940594,0.994059406
0.5,93,train,DRO,(None),n/a,n/a,0.772591857,0.534623218,0.999031008,0.556342484,0.550738916,0.997997998,0.447259082,0.551843708,0.018719212,0.507507508,0.488788296,0.036884601,0.04,0.998027613,0.958027613,0.040079051,1,0.99796748,0.00203252,0.99796748
0.5,94,train,DRO,(None),n/a,n/a,0.956305859,0.913441955,0.997093023,0.075990156,0.920303605,0.995833333,0.075529728,0.924154248,0.410815939,0.486458333,0.075642394,0.844503858,0.837524178,0.997849462,0.160325284,0.839329187,1,0.993939394,0.006060606,0.993939394
0.5,95,train,DRO,(None),n/a,n/a,0.758192651,0.510183299,0.994186047,0.561911654,0.53164557,0.993920973,0.462275403,0.534897224,0.012658228,0.500506586,0.487848358,0.025290832,0.026315789,1,0.973684211,0.026315789,1,0.987975952,0.012024048,0.987975952
0.5,96,train,DRO,(None),n/a,n/a,0.763654419,0.521384929,0.994186047,0.570591523,0.518442623,0.994219653,0.47577703,0.521456824,0,0.499036609,0.499036609,0,0,1,1,0,1,0.988593156,0.011406844,0.988593156
0.5,97,train,DRO,(None),n/a,n/a,0.866434955,0.727087576,0.999031008,0.305836228,0.998025666,0.733266733,0.264758933,0.73471731,0.500493583,0.207792208,0.292701376,0.415174569,0.998027613,0.437894737,0.560132877,0.438760141,0.998023715,1,0.001976285,0.998023715
0.5,98,train,DRO,(None),n/a,n/a,0.789473684,0.575356415,0.993217054,0.504128628,0.578361982,0.993170732,0.41480875,0.582338931,0.052578362,0.507317073,0.454738711,0.10364004,0.1108742,1,0.8891258,0.1108742,1,0.986328125,0.013671875,0.986328125
0.5,99,train,DRO,(None),n/a,n/a,0.780536246,0.554989817,0.995155039,0.551077464,0.995155039,0.554989817,0.440165222,0.557691812,0.512596899,0.021384929,0.491211971,0.041718802,1,0.045851528,0.954148472,0.045851528,0.99015748,1,0.00984252,0.99015748
0.5,100,train,DRO,(None),n/a,n/a,0.747765641,0.489816701,0.993217054,0.581448793,0.991828396,0.516908213,0.474920184,0.521166983,0.498467824,0,0.498467824,0,0.997925311,0,0.997925311,0,0.985915493,1,0.014084507,0.985915493
1,1,train,DRO,(None),n/a,n/a,0.749255214,0.49389002,0.992248062,0.579016892,0.986868687,0.51953125,0.467337437,0.526444153,0.497979798,0,0.497979798,0,0.989795918,0,0.989795918,0,0.984,1,0.016,0.984
1,2,train,DRO,(None),n/a,n/a,0.747765641,0.50814664,0.975775194,0.384983239,0.896896897,0.600985222,0.295911675,0.670071692,0.43043043,0.092610837,0.337819593,0.215158667,0.835728953,0.185858586,0.649870367,0.222390986,0.955078125,0.996153846,0.041075721,0.958765685
1,3,train,DRO,(None),n/a,n/a,0.734359484,0.49185336,0.965116279,0.586864678,0.502492522,0.964391691,0.461899169,0.521046092,0,0.513353116,0.513353116,0,0,1,1,0,1,0.931818182,0.068181818,0.931818182
1,4,train,DRO,(None),n/a,n/a,0.736842105,0.473523422,0.987403101,0.574154523,0.983640082,0.503861004,0.479779078,0.512241228,0.488752556,0,0.488752556,0,0.993589744,0,0.993589744,0,0.974509804,1,0.025490196,0.974509804
1,5,train,DRO,(None),n/a,n/a,0.754716981,0.518329939,0.979651163,0.59820806,0.530753968,0.979125249,0.44837128,0.542069535,0,0.526838966,0.526838966,0,0,1,1,0,1,0.957746479,0.042253521,0.957746479
1,6,train,DRO,(None),n/a,n/a,0.544190665,0.518329939,0.56879845,0.931874586,0.52578362,0.56195122,0.0361676,0.935639254,0,0.930731707,0.930731707,0,0,0.992202729,0.992202729,0,1,0.130859375,0.869140625,0.130859375
1,7,train,DRO,(None),n/a,n/a,0.732373386,0.455193483,0.996124031,0.526038268,0.942100098,0.51758794,0.424512158,0.549398032,0.440628067,0.00201005,0.438618016,0.004561784,0.89,0.004149378,0.885850622,0.004662222,0.992292871,1,0.007707129,0.992292871
1,8,train,DRO,(None),n/a,n/a,0.708043694,0.49389002,0.911821705,0.645592452,0.907801418,0.516066212,0.391735206,0.568479187,0.583586626,0,0.583586626,0,1,0,1,0,0.8187251,1,0.1812749,0.8187251
1,9,train,DRO,(None),n/a,n/a,0.726415094,0.453156823,0.986434109,0.570982333,0.526017029,0.947753396,0.421736367,0.55501466,0,0.479623824,0.479623824,0,0,0.925155925,0.925155925,0,1,0.970588235,0.029411765,0.970588235
1,10,train,DRO,(None),n/a,n/a,0.724428997,0.489816701,0.947674419,0.620249713,0.51734104,0.944672131,0.427331091,0.547640841,0,0.548155738,0.548155738,0,0,1,1,0,1,0.890909091,0.109090909,0.890909091
