approach,seed,data,method,wandb_url,cluster_test_acc,cluster_context_acc,Accuracy,TPR,TNR,Renyi preds and s,prob_pos_sex_Male_1.0,prob_pos_sex_Male_0.0,prob_pos_sex_Male_0.0-sex_Male_1.0,prob_pos_sex_Male_0.0/sex_Male_1.0,TPR_sex_Male_1.0,TPR_sex_Male_0.0,TPR_sex_Male_0.0-sex_Male_1.0,TPR_sex_Male_0.0/sex_Male_1.0,TNR_sex_Male_1.0,TNR_sex_Male_0.0,TNR_sex_Male_0.0-sex_Male_1.0,TNR_sex_Male_0.0/sex_Male_1.0
true_balancing,888,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/27zdlcqm,0,0,0.65494012,0.339820359,0.97005988,0.310429839,0.305389222,0.064371257,0.241017964,0.210784314,0.550898204,0.128742515,0.422155689,0.233695652,0.94011976,1,0.05988024,0.94011976
true_balancing,888,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/27zdlcqm,0,0,0.660928144,0.375748503,0.946107784,0.391840902,0.375748503,0.053892216,0.321856287,0.143426295,0.643712575,0.107784431,0.535928144,0.16744186,0.892215569,1,0.107784431,0.892215569
true_balancing,888,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/27zdlcqm,0,0,0.670658683,0.387724551,0.953592814,0.330450602,0.353293413,0.080838323,0.27245509,0.228813559,0.613772455,0.161676647,0.452095808,0.263414634,0.907185629,1,0.092814371,0.907185629
true_balancing,1,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.663922156,0.384730539,0.943113772,0.36271013,0.371257485,0.070359281,0.300898204,0.189516129,0.628742515,0.140718563,0.488023952,0.223809524,0.886227545,1,0.113772455,0.886227545
true_balancing,1,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
true_balancing,1,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.640718563,0.308383234,0.973053892,0.280512122,0.27245509,0.062874251,0.209580838,0.230769231,0.491017964,0.125748503,0.365269461,0.256097561,0.946107784,1,0.053892216,0.946107784
true_balancing,1,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.664670659,0.389221557,0.94011976,0.358748002,0.374251497,0.074850299,0.299401198,0.2,0.628742515,0.149700599,0.479041916,0.238095238,0.880239521,1,0.119760479,0.880239521
true_balancing,1,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.666167665,0.380239521,0.952095808,0.321170022,0.345808383,0.082335329,0.263473054,0.238095238,0.595808383,0.164670659,0.431137725,0.27638191,0.904191617,1,0.095808383,0.904191617
true_balancing,2410,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.65494012,0.362275449,0.94760479,0.345265943,0.347305389,0.067365269,0.27994012,0.193965517,0.592814371,0.131736527,0.461077844,0.222222222,0.898203593,0.997005988,0.098802395,0.900900901
true_balancing,2410,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
true_balancing,2410,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.631736527,0.288922156,0.974550898,0.26322742,0.252994012,0.061377246,0.191616766,0.24260355,0.458083832,0.119760479,0.338323353,0.261437908,0.952095808,0.997005988,0.04491018,0.954954955
true_balancing,2410,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.651946108,0.356287425,0.94760479,0.354556467,0.347305389,0.061377246,0.285928144,0.176724138,0.592814371,0.119760479,0.473053892,0.202020202,0.898203593,0.997005988,0.098802395,0.900900901
true_balancing,2410,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.651946108,0.353293413,0.950598802,0.307982184,0.324850299,0.077844311,0.247005988,0.239631336,0.553892216,0.152694611,0.401197605,0.275675676,0.904191617,0.997005988,0.092814371,0.906906907
true_balancing,888,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/27zdlcqm,0,0,0.688622754,0.431137725,0.946107784,0.29339082,0.368263473,0.116766467,0.251497006,0.317073171,0.628742515,0.233532934,0.395209581,0.371428571,0.892215569,1,0.107784431,0.892215569
true_balancing,888,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/27zdlcqm,0,0,0.689371257,0.432634731,0.946107784,0.291339394,0.368263473,0.118263473,0.25,0.321138211,0.628742515,0.236526946,0.392215569,0.376190476,0.892215569,1,0.107784431,0.892215569
true_balancing,1996,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.66242515,0.368263473,0.956586826,0.323976873,0.336826347,0.074850299,0.261976048,0.222222222,0.586826347,0.149700599,0.437125749,0.255102041,0.913173653,1,0.086826347,0.913173653
true_balancing,1996,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
true_balancing,1996,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.643712575,0.30988024,0.97754491,0.257389536,0.261976048,0.070359281,0.191616766,0.268571429,0.479041916,0.140718563,0.338323353,0.29375,0.95508982,1,0.04491018,0.95508982
true_balancing,1996,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.663922156,0.371257485,0.956586826,0.312031788,0.333832335,0.080838323,0.252994012,0.242152466,0.580838323,0.161676647,0.419161677,0.278350515,0.913173653,1,0.086826347,0.913173653
true_balancing,1996,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.664670659,0.366766467,0.96257485,0.264684104,0.308383234,0.095808383,0.21257485,0.310679612,0.541916168,0.191616766,0.350299401,0.35359116,0.925149701,1,0.074850299,0.925149701
true_balancing,2410,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.681137725,0.414670659,0.94760479,0.229993773,0.330838323,0.136227545,0.194610778,0.411764706,0.562874251,0.266467066,0.296407186,0.473404255,0.901197605,0.994011976,0.092814371,0.906626506
true_balancing,2410,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2gc5yaky,0,0,0.681137725,0.414670659,0.94760479,0.237070504,0.333832335,0.133233533,0.200598802,0.399103139,0.568862275,0.260479042,0.308383234,0.457894737,0.901197605,0.994011976,0.092814371,0.906626506
true_balancing,711,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.641467066,0.336826347,0.946107784,0.349258708,0.333832335,0.056886228,0.276946108,0.170403587,0.565868263,0.107784431,0.458083832,0.19047619,0.898203593,0.994011976,0.095808383,0.903614458
true_balancing,711,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
true_balancing,711,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.619760479,0.273952096,0.965568862,0.294317111,0.260479042,0.047904192,0.21257485,0.183908046,0.45508982,0.092814371,0.362275449,0.203947368,0.934131737,0.997005988,0.062874251,0.936936937
true_balancing,711,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.642215569,0.336826347,0.94760479,0.347876437,0.332335329,0.056886228,0.275449102,0.171171171,0.565868263,0.107784431,0.458083832,0.19047619,0.901197605,0.994011976,0.092814371,0.906626506
true_balancing,711,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.640718563,0.329341317,0.952095808,0.30995604,0.30988024,0.067365269,0.24251497,0.217391304,0.52994012,0.128742515,0.401197605,0.242937853,0.910179641,0.994011976,0.083832335,0.915662651
true_balancing,1,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.616766467,0.293413174,0.94011976,0.176640451,0.244011976,0.109281437,0.134730539,0.447852761,0.413173653,0.173652695,0.239520958,0.420289855,0.925149701,0.95508982,0.02994012,0.968652038
true_balancing,1,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/ish90rw7,0,0,0.616017964,0.290419162,0.941616766,0.183449795,0.244011976,0.104790419,0.139221557,0.429447853,0.413173653,0.167664671,0.245508982,0.405797101,0.925149701,0.958083832,0.032934132,0.965625
true_balancing,1996,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.700598802,0.441616766,0.959580838,0.154005333,0.306886228,0.175149701,0.131736527,0.570731707,0.535928144,0.347305389,0.188622754,0.648044693,0.922155689,0.997005988,0.074850299,0.924924925
true_balancing,1996,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1q2v4qbn,0,0,0.702844311,0.446107784,0.959580838,0.155264707,0.30988024,0.176646707,0.133233533,0.570048309,0.541916168,0.350299401,0.191616766,0.64640884,0.922155689,0.997005988,0.074850299,0.924924925
true_balancing,711,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.590568862,0.232035928,0.949101796,0.122422782,0.184131737,0.098802395,0.085329341,0.536585366,0.30239521,0.161676647,0.140718563,0.534653465,0.934131737,0.964071856,0.02994012,0.968944099
true_balancing,711,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/3v1jw6jk,0,0,0.591317365,0.233532934,0.949101796,0.124296496,0.185628743,0.098802395,0.086826347,0.532258065,0.305389222,0.161676647,0.143712575,0.529411765,0.934131737,0.964071856,0.02994012,0.968944099
no_balancing,888,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.663922156,0.377245509,0.950598802,0.374567483,0.366766467,0.05988024,0.306886228,0.163265306,0.634730539,0.119760479,0.51497006,0.188679245,0.901197605,1,0.098802395,0.901197605
no_balancing,888,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
no_balancing,888,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.643712575,0.314371257,0.973053892,0.30639623,0.285928144,0.055389222,0.230538922,0.193717277,0.517964072,0.110778443,0.407185629,0.213872832,0.946107784,1,0.053892216,0.946107784
no_balancing,888,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.660179641,0.369760479,0.950598802,0.38987455,0.368263473,0.050898204,0.317365269,0.138211382,0.637724551,0.101796407,0.535928144,0.159624413,0.901197605,1,0.098802395,0.901197605
no_balancing,888,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.661676647,0.368263473,0.95508982,0.33648361,0.342814371,0.070359281,0.27245509,0.205240175,0.595808383,0.140718563,0.45508982,0.236180905,0.910179641,1,0.089820359,0.910179641
no_balancing,1,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.656437126,0.374251497,0.938622754,0.375375312,0.372754491,0.062874251,0.30988024,0.168674699,0.622754491,0.125748503,0.497005988,0.201923077,0.877245509,1,0.122754491,0.877245509
no_balancing,1,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
no_balancing,1,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.625,0.284431138,0.965568862,0.271939291,0.258982036,0.05988024,0.199101796,0.231213873,0.449101796,0.119760479,0.329341317,0.266666667,0.931137725,1,0.068862275,0.931137725
no_balancing,1,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.657185629,0.375748503,0.938622754,0.365855589,0.369760479,0.067365269,0.30239521,0.182186235,0.619760479,0.131736527,0.488023952,0.212560386,0.880239521,0.997005988,0.116766467,0.882882883
no_balancing,2410,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.663173653,0.377245509,0.949101796,0.33576866,0.351796407,0.076347305,0.275449102,0.217021277,0.607784431,0.146706587,0.461077844,0.24137931,0.904191617,0.994011976,0.089820359,0.909638554
no_balancing,2410,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
no_balancing,2410,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.631736527,0.29491018,0.968562874,0.243070412,0.252994012,0.073353293,0.179640719,0.289940828,0.449101796,0.140718563,0.308383234,0.313333333,0.943113772,0.994011976,0.050898204,0.948795181
no_balancing,2410,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.660928144,0.372754491,0.949101796,0.346221793,0.353293413,0.070359281,0.282934132,0.199152542,0.610778443,0.134730539,0.476047904,0.220588235,0.904191617,0.994011976,0.089820359,0.909638554
no_balancing,1,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.652694611,0.360778443,0.944610778,0.32452446,0.339820359,0.076347305,0.263473054,0.224669604,0.574850299,0.146706587,0.428143713,0.255208333,0.895209581,0.994011976,0.098802395,0.90060241
no_balancing,2410,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.654191617,0.360778443,0.94760479,0.2847169,0.321856287,0.091317365,0.230538922,0.28372093,0.547904192,0.173652695,0.374251497,0.316939891,0.904191617,0.991017964,0.086826347,0.912386707
no_balancing,1996,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.664670659,0.374251497,0.95508982,0.34941587,0.351796407,0.067365269,0.284431138,0.191489362,0.616766467,0.131736527,0.48502994,0.213592233,0.913173653,0.997005988,0.083832335,0.915915916
no_balancing,1996,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
no_balancing,1996,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.646706587,0.315868263,0.97754491,0.275526501,0.27245509,0.065868263,0.206586826,0.241758242,0.5,0.131736527,0.368263473,0.263473054,0.95508982,1,0.04491018,0.95508982
no_balancing,1996,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.665419162,0.375748503,0.95508982,0.34712222,0.351796407,0.068862275,0.282934132,0.195744681,0.616766467,0.134730539,0.482035928,0.218446602,0.913173653,0.997005988,0.083832335,0.915915916
no_balancing,711,original_data,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.670658683,0.377245509,0.964071856,0.388250319,0.363772455,0.049401198,0.314371257,0.135802469,0.655688623,0.098802395,0.556886228,0.150684932,0.928143713,1,0.071856287,0.928143713
no_balancing,711,original_data,Majority,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.5,0,1,1,0,0,0,nan,0,0,0,nan,1,1,0,1
no_balancing,711,original_data,Kamiran & Calders LR,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.641467066,0.30239521,0.980538922,0.319799379,0.278443114,0.043413174,0.23502994,0.155913978,0.517964072,0.086826347,0.431137725,0.167630058,0.961077844,1,0.038922156,0.961077844
no_balancing,711,original_data,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.671407186,0.378742515,0.964071856,0.385885466,0.363772455,0.050898204,0.312874251,0.139917695,0.655688623,0.101796407,0.553892216,0.155251142,0.928143713,1,0.071856287,0.928143713
no_balancing,1996,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.657185629,0.357784431,0.956586826,0.28785097,0.315868263,0.085329341,0.230538922,0.27014218,0.547904192,0.167664671,0.380239521,0.306010929,0.916167665,0.997005988,0.080838323,0.918918919
no_balancing,711,original_data,SVM,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.661676647,0.356287425,0.967065868,0.340313906,0.329341317,0.05988024,0.269461078,0.181818182,0.592814371,0.119760479,0.473053892,0.202020202,0.934131737,1,0.065868263,0.934131737
no_balancing,888,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.666916168,0.386227545,0.94760479,0.356361076,0.366766467,0.071856287,0.29491018,0.195918367,0.628742515,0.143712575,0.48502994,0.228571429,0.895209581,1,0.104790419,0.895209581
no_balancing,888,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1kqo93nm,0,0,0.666916168,0.386227545,0.94760479,0.356361076,0.366766467,0.071856287,0.29491018,0.195918367,0.628742515,0.143712575,0.48502994,0.228571429,0.895209581,1,0.104790419,0.895209581
no_balancing,711,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.649700599,0.339820359,0.959580838,0.41202471,0.351796407,0.028443114,0.323353293,0.080851064,0.622754491,0.056886228,0.565868263,0.091346154,0.919161677,1,0.080838323,0.919161677
no_balancing,711,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1vqziakb,0,0,0.649700599,0.341317365,0.958083832,0.410791918,0.353293413,0.02994012,0.323353293,0.084745763,0.622754491,0.05988024,0.562874251,0.096153846,0.916167665,1,0.083832335,0.916167665
no_balancing,2410,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.687125749,0.426646707,0.94760479,0.192917152,0.321856287,0.157185629,0.164670659,0.488372093,0.54491018,0.308383234,0.236526946,0.565934066,0.901197605,0.994011976,0.092814371,0.906626506
no_balancing,2410,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/1ajdd6am,0,0,0.68488024,0.422155689,0.94760479,0.198820756,0.321856287,0.152694611,0.169161677,0.474418605,0.54491018,0.299401198,0.245508982,0.549450549,0.901197605,0.994011976,0.092814371,0.906626506
no_balancing,1,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.678892216,0.434131737,0.923652695,0.214595832,0.348802395,0.161676647,0.187125749,0.463519313,0.556886228,0.311377246,0.245508982,0.559139785,0.859281437,0.988023952,0.128742515,0.86969697
no_balancing,1,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/2kdrc4ah,0,0,0.678143713,0.432634731,0.923652695,0.216521695,0.348802395,0.160179641,0.188622754,0.459227468,0.556886228,0.308383234,0.248502994,0.553763441,0.859281437,0.988023952,0.128742515,0.86969697
no_balancing,1996,x_rand_s,Logistic Regression (C=1.0),https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.651197605,0.351796407,0.950598802,0.362617456,0.345808383,0.055389222,0.290419162,0.16017316,0.592814371,0.110778443,0.482035928,0.186868687,0.901197605,1,0.098802395,0.901197605
no_balancing,1996,x_rand_s,LRCV,https://app.wandb.ai/predictive-analytics-lab/fdm/runs/20g3h5xr,0,0,0.651197605,0.351796407,0.950598802,0.362617456,0.345808383,0.055389222,0.290419162,0.16017316,0.592814371,0.110778443,0.482035928,0.186868687,0.901197605,1,0.098802395,0.901197605
