bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.log_dataset,baseline.greyscale,baseline.labelled_context_set,baseline.epochs,baseline.test_batch_size,baseline.batch_size,baseline.lr,baseline.weight_decay,baseline.eta,baseline.c,baseline.method,baseline.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.drop_native,data.adult_split,data.drop_discrete,data.adult_balanced_test,data.balance_all_quadrants,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_sex_Male_1.0 (dro),Accuracy_sex_Male_0.0 (dro),Accuracy_sex_Male_0.0-sex_Male_1.0 (dro),Accuracy_sex_Male_0.0÷sex_Male_1.0 (dro),prob_pos_sex_Male_1.0 (dro),prob_pos_sex_Male_0.0 (dro),prob_pos_sex_Male_0.0-sex_Male_1.0 (dro),prob_pos_sex_Male_0.0÷sex_Male_1.0 (dro),TPR_sex_Male_1.0 (dro),TPR_sex_Male_0.0 (dro),TPR_sex_Male_0.0-sex_Male_1.0 (dro),TPR_sex_Male_0.0÷sex_Male_1.0 (dro),TNR_sex_Male_1.0 (dro),TNR_sex_Male_0.0 (dro),TNR_sex_Male_0.0-sex_Male_1.0 (dro),TNR_sex_Male_0.0÷sex_Male_1.0 (dro),eta
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,9,9,results/adult/missing_demo/,,,False,4,cuda:0,True,0.750748502994012,0.5658682634730539,0.93562874251497,0.1756203761434031,0.7859281437125748,0.7155688622754491,0.0703592814371256,0.9104761904761904,0.3967065868263473,0.2335329341317365,0.1631736526946107,0.588679245283019,0.6826347305389222,0.4491017964071856,0.2335329341317366,0.6578947368421052,0.8892215568862275,0.9820359281437124,0.092814371257485,0.9054878048780488,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,10,10,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7687125748502994,0.624251497005988,0.9131736526946108,0.1110222355800966,0.7769461077844312,0.7604790419161677,0.0164670658682635,0.978805394990366,0.4086826347305389,0.3023952095808383,0.1062874251497005,0.73992673992674,0.6856287425149701,0.562874251497006,0.1227544910179641,0.8209606986899562,0.8682634730538922,0.9580838323353292,0.0898203592814371,0.90625,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,12,12,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7402694610778443,0.5254491017964071,0.9550898203592816,0.1807017357780921,0.7829341317365269,0.6976047904191617,0.0853293413173652,0.8910133843212238,0.3667664670658682,0.2035928143712574,0.1631736526946107,0.5551020408163265,0.6497005988023952,0.4011976047904191,0.248502994011976,0.6175115207373272,0.9161676646706588,0.994011976047904,0.0778443113772454,0.9216867469879518,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,13,13,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7791916167664671,0.624251497005988,0.934131736526946,0.111790232530606,0.7904191616766467,0.7679640718562875,0.0224550898203592,0.9715909090909092,0.3982035928143712,0.2919161676646706,0.1062874251497005,0.7330827067669173,0.688622754491018,0.5598802395209581,0.1287425149700598,0.8130434782608696,0.8922155688622755,0.9760479041916168,0.0838323353293413,0.9141104294478528,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,14,14,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7282934131736527,0.5089820359281437,0.9476047904191616,0.1482561366935312,0.7694610778443114,0.687125748502994,0.0823353293413173,0.8929961089494163,0.3473053892215569,0.2140718562874251,0.1332335329341317,0.6163793103448275,0.6167664670658682,0.4011976047904191,0.215568862275449,0.6504854368932039,0.9221556886227544,0.9730538922155688,0.0508982035928142,0.9476923076923078,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,15,15,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7619760479041916,0.6197604790419161,0.9041916167664672,0.1561501507240838,0.7889221556886228,0.7350299401197605,0.0538922155688622,0.9316888045540798,0.4326347305389221,0.2829341317365269,0.1497005988023952,0.6539792387543252,0.7215568862275449,0.5179640718562875,0.2035928143712574,0.7178423236514524,0.8562874251497006,0.9520958083832336,0.0958083832335329,0.89937106918239,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,16,16,results/adult/missing_demo/,,,False,4,cuda:0,True,0.6938622754491018,0.4505988023952096,0.937125748502994,0.2244655058445368,0.7470059880239521,0.6407185628742516,0.1062874251497005,0.8577154308617235,0.3547904191616766,0.1586826347305389,0.1961077844311377,0.4472573839662447,0.6017964071856288,0.2994011976047904,0.3023952095808384,0.4975124378109452,0.8922155688622755,0.9820359281437124,0.089820359281437,0.9085365853658536,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,17,17,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7514970059880239,0.5598802395209581,0.94311377245509,0.126418318389028,0.7709580838323353,0.7320359281437125,0.0389221556886227,0.949514563106796,0.3667664670658682,0.25,0.1167664670658682,0.6816326530612246,0.6377245508982036,0.4820359281437126,0.1556886227544909,0.755868544600939,0.9041916167664672,0.9820359281437124,0.0778443113772454,0.9207317073170732,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,19,19,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7043413173652695,0.468562874251497,0.940119760479042,0.1782482141765663,0.7380239520958084,0.6706586826347305,0.0673652694610779,0.9087221095334684,0.342814371257485,0.18562874251497,0.157185628742515,0.5414847161572052,0.5808383233532934,0.3562874251497006,0.2245508982035928,0.61340206185567,0.8952095808383234,0.9850299401197604,0.0898203592814371,0.9088145896656534,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,18,18,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7597305389221557,0.5823353293413174,0.937125748502994,0.1457063461593996,0.8008982035928144,0.718562874251497,0.0823353293413173,0.897196261682243,0.3907185628742515,0.2544910179640718,0.1362275449101796,0.6513409961685824,0.6916167664670658,0.4730538922155688,0.2185628742514969,0.683982683982684,0.9101796407185628,0.9640718562874252,0.0538922155688623,0.9440993788819876,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,20,20,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7739520958083832,0.6152694610778443,0.9326347305389222,0.1041885941833113,0.7889221556886228,0.7589820359281437,0.029940119760479,0.9620493358633776,0.3907185628742515,0.2919161676646706,0.0988023952095808,0.7471264367816092,0.6796407185628742,0.5508982035928144,0.1287425149700598,0.8105726872246697,0.8982035928143712,0.9670658682634732,0.0688622754491018,0.9287925696594428,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,21,21,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7380239520958084,0.5284431137724551,0.9476047904191616,0.1582891698998446,0.7784431137724551,0.6976047904191617,0.0808383233532934,0.8961538461538461,0.3622754491017964,0.218562874251497,0.1437125748502994,0.6033057851239669,0.6407185628742516,0.4161676646706587,0.2245508982035928,0.6495327102803737,0.9161676646706588,0.9790419161676648,0.0628742514970059,0.9357798165137616,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,22,22,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7312874251497006,0.5269461077844312,0.93562874251497,0.1820663221385479,0.7619760479041916,0.7005988023952096,0.061377245508982,0.9194499017681728,0.3787425149700599,0.2125748502994012,0.1661676646706587,0.5612648221343873,0.6407185628742516,0.4131736526946107,0.2275449101796408,0.6448598130841121,0.8832335329341318,0.9880239520958084,0.1047904191616766,0.8939393939393939,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,23,23,results/adult/missing_demo/,,,False,4,cuda:0,True,0.8046407185628742,0.6796407185628742,0.9296407185628742,0.054113539767369,0.7919161676646707,0.8173652694610778,0.0254491017964071,0.968864468864469,0.3488023952095808,0.4011976047904191,0.0523952095808383,0.8694029850746269,0.6407185628742516,0.718562874251497,0.0778443113772454,0.8916666666666667,0.94311377245509,0.9161676646706588,0.0269461077844311,0.9714285714285714,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,24,24,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7702095808383234,0.6482035928143712,0.8922155688622755,0.0571157025402415,0.7275449101796407,0.812874251497006,0.0853293413173652,0.8950276243093923,0.3502994011976048,0.405688622754491,0.0553892215568862,0.8634686346863468,0.5778443113772455,0.718562874251497,0.1407185628742515,0.8041666666666666,0.8772455089820359,0.907185628742515,0.029940119760479,0.9669966996699668,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,25,25,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7312874251497006,0.5284431137724551,0.934131736526946,0.1555949709166598,0.7604790419161677,0.7020958083832335,0.0583832335329341,0.9232283464566928,0.3682634730538922,0.2260479041916167,0.1422155688622754,0.6138211382113821,0.6287425149700598,0.4281437125748503,0.2005988023952095,0.680952380952381,0.8922155688622755,0.9760479041916168,0.0838323353293413,0.9141104294478528,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,26,26,results/adult/missing_demo/,,,False,4,cuda:0,True,0.75,0.5748502994011976,0.9251497005988024,0.1534345272354836,0.7619760479041916,0.7380239520958084,0.0239520958083832,0.9685658153241652,0.3967065868263473,0.2529940119760479,0.1437125748502993,0.6377358490566039,0.6586826347305389,0.4910179640718562,0.1676646706586826,0.7454545454545455,0.8652694610778443,0.9850299401197604,0.1197604790419162,0.878419452887538,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,27,27,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7058383233532934,0.4715568862275449,0.940119760479042,0.2084281775753728,0.7559880239520959,0.655688622754491,0.1002994011976048,0.8673267326732673,0.3577844311377245,0.1736526946107784,0.1841317365269461,0.4853556485355648,0.6137724550898204,0.3293413173652694,0.2844311377245509,0.5365853658536585,0.8982035928143712,0.9820359281437124,0.0838323353293413,0.9146341463414634,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,28,28,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7485029940119761,0.5883233532934131,0.9086826347305388,0.1643505343009454,0.7799401197604791,0.7170658682634731,0.0628742514970059,0.9193857965451055,0.4176646706586826,0.2619760479041916,0.155688622754491,0.6272401433691756,0.6976047904191617,0.4790419161676646,0.218562874251497,0.6866952789699571,0.8622754491017964,0.9550898203592816,0.092814371257485,0.90282131661442,0.3
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.3,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,29,29,results/adult/missing_demo/,,,False,4,cuda:0,True,0.8053892215568862,0.6901197604790419,0.9206586826347305,0.052307197093969394,0.7784431137724551,0.8323353293413174,0.053892215568862256,0.9352517985611511,0.3592814371257485,0.4101796407185629,0.050898203592814384,0.875912408759124,0.6377245508982036,0.7425149700598802,0.10479041916167664,0.8588709677419355,0.9191616766467066,0.9221556886227545,0.0029940119760479833,0.9967532467532466,0.3
