seed,data,method,wandb_url,Accuracy,TPR,TNR,Renyi preds and s,Accuracy_sens_Label_1.0,Accuracy_sens_Label_0.0,Accuracy_sens_Label_0.0-sens_Label_1.0,Accuracy_sens_Label_0.0÷sens_Label_1.0,prob_pos_sens_Label_1.0,prob_pos_sens_Label_0.0,prob_pos_sens_Label_0.0-sens_Label_1.0,prob_pos_sens_Label_0.0÷sens_Label_1.0,TPR_sens_Label_1.0,TPR_sens_Label_0.0,TPR_sens_Label_0.0-sens_Label_1.0,TPR_sens_Label_0.0÷sens_Label_1.0,TNR_sens_Label_1.0,TNR_sens_Label_0.0,TNR_sens_Label_0.0-sens_Label_1.0,TNR_sens_Label_0.0÷sens_Label_1.0,eta
16,baseline,"dro",(None),0.7604790419161677,0.6976047904191617,0.8233532934131736,0.2535093243996429,0.7724550898203593,0.7485029940119761,0.0239520958083832,0.9689922480620156,0.562874251497006,0.31137724550898205,0.25149700598802394,0.5531914893617021,0.8353293413173652,0.5598802395209581,0.27544910179640714,0.6702508960573477,0.7095808383233533,0.937125748502994,0.22754491017964074,0.7571884984025559,0.01
5,baseline,"dro",(None),0.8308383233532934,0.8173652694610778,0.844311377245509,0.05091669206935026,0.7964071856287425,0.8652694610778443,0.06886227544910184,0.9204152249134948,0.5119760479041916,0.46107784431137727,0.05089820359281433,0.9005847953216375,0.8083832335329342,0.8263473053892215,0.017964071856287345,0.9782608695652175,0.7844311377245509,0.9041916167664671,0.11976047904191622,0.8675496688741722,0.1
16,baseline,"dro",(None),0.7657185628742516,0.7005988023952096,0.8308383233532934,0.2521476524504758,0.7754491017964071,0.7559880239520959,0.01946107784431128,0.9749034749034751,0.5598802395209581,0.30988023952095806,0.25000000000000006,0.5534759358288769,0.8353293413173652,0.5658682634730539,0.2694610778443114,0.6774193548387096,0.7155688622754491,0.9461077844311377,0.2305389221556886,0.7563291139240507,0.1
5,baseline,"dro",(None),0.8308383233532934,0.8158682634730539,0.8458083832335329,0.05691174141292584,0.8008982035928144,0.8607784431137725,0.05988023952095811,0.9304347826086956,0.5134730538922155,0.4565868263473054,0.05688622754491013,0.8892128279883383,0.8143712574850299,0.8173652694610778,0.0029940119760478723,0.9963369963369964,0.7874251497005988,0.9041916167664671,0.11676646706586824,0.8708609271523179,0.3
17,baseline,"dro",(None),0.8248502994011976,0.7485029940119761,0.9011976047904192,0.08179752848406055,0.8143712574850299,0.8353293413173652,0.020958083832335328,0.974910394265233,0.46407185628742514,0.38323353293413176,0.08083832335329338,0.8258064516129033,0.7784431137724551,0.718562874251497,0.05988023952095811,0.923076923076923,0.8502994011976048,0.9520958083832335,0.10179640718562866,0.8930817610062894,0.01
6,baseline,"dro",(None),0.7941616766467066,0.7619760479041916,0.8263473053892215,0.1485116029222351,0.7874251497005988,0.8008982035928144,0.013473053892215536,0.983177570093458,0.5419161676646707,0.3937125748502994,0.14820359281437123,0.7265193370165747,0.8293413173652695,0.6946107784431138,0.1347305389221557,0.8375451263537906,0.7455089820359282,0.907185628742515,0.16167664670658677,0.8217821782178218,0.01
18,baseline,"dro",(None),0.7941616766467066,0.7275449101796407,0.8607784431137725,0.18578809849204522,0.812874251497006,0.7754491017964071,0.03742514970059885,0.9539594843462246,0.5254491017964071,0.3413173652694611,0.18413173652694603,0.6495726495726497,0.8383233532934131,0.6167664670658682,0.22155688622754488,0.7357142857142858,0.7874251497005988,0.9341317365269461,0.1467065868263473,0.842948717948718,0.01
6,baseline,"dro",(None),0.7919161676646707,0.7619760479041916,0.8218562874251497,0.15296910336136627,0.7859281437125748,0.7979041916167665,0.011976047904191711,0.9849906191369605,0.5464071856287425,0.3937125748502994,0.15269461077844304,0.7205479452054796,0.8323353293413174,0.6916167664670658,0.14071856287425155,0.8309352517985611,0.7395209580838323,0.9041916167664671,0.16467065868263475,0.8178807947019867,0.1
18,baseline,"dro",(None),0.7926646706586826,0.7260479041916168,0.8592814371257484,0.18880904318297292,0.811377245508982,0.7739520958083832,0.03742514970059885,0.9538745387453874,0.5269461077844312,0.3398203592814371,0.18712574850299407,0.6448863636363635,0.8383233532934131,0.6137724550898204,0.22455089820359275,0.7321428571428572,0.7844311377245509,0.9341317365269461,0.14970059880239528,0.8397435897435896,0.1
6,baseline,"dro",(None),0.7956586826347305,0.7649700598802395,0.8263473053892215,0.14248420293970004,0.7889221556886228,0.8023952095808383,0.013473053892215536,0.9832089552238806,0.5404191616766467,0.39820359281437123,0.1422155688622755,0.7368421052631579,0.8293413173652695,0.7005988023952096,0.12874251497005995,0.8447653429602887,0.7485029940119761,0.9041916167664671,0.15568862275449102,0.8278145695364238,0.3
19,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
6,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
20,baseline,"dro",(None),0.8233532934131736,0.8173652694610778,0.8293413173652695,0.10180370808266077,0.8023952095808383,0.844311377245509,0.041916167664670656,0.950354609929078,0.5449101796407185,0.4431137724550898,0.10179640718562871,0.8131868131868132,0.8473053892215568,0.7874251497005988,0.059880239520958,0.9293286219081273,0.7574850299401198,0.9011976047904192,0.14371257485029942,0.840531561461794,0.1
7,baseline,"dro",(None),0.8053892215568862,0.8218562874251497,0.7889221556886228,0.12581675552106683,0.7829341317365269,0.8278443113772455,0.04491017964071853,0.9457504520795661,0.5793413173652695,0.4535928143712575,0.12574850299401202,0.7829457364341085,0.8622754491017964,0.781437125748503,0.08083832335329344,0.90625,0.7035928143712575,0.874251497005988,0.1706586826347305,0.8047945205479452,0.01
20,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
7,baseline,"dro",(None),0.8076347305389222,0.8158682634730539,0.7994011976047904,0.13025718270164166,0.7889221556886228,0.8263473053892215,0.03742514970059874,0.9547101449275364,0.5733532934131736,0.4431137724550898,0.13023952095808383,0.7728459530026109,0.8622754491017964,0.7694610778443114,0.09281437125748504,0.892361111111111,0.7155688622754491,0.8832335329341318,0.16766467065868262,0.8101694915254237,0.3
23,baseline,"dro",(None),0.8308383233532934,0.8263473053892215,0.8353293413173652,0.04191785860167442,0.812874251497006,0.8488023952095808,0.0359281437125748,0.9576719576719577,0.5164670658682635,0.4745508982035928,0.04191616766467071,0.9188405797101449,0.8293413173652695,0.8233532934131736,0.005988023952095856,0.9927797833935017,0.7964071856287425,0.874251497005988,0.07784431137724557,0.910958904109589,0.3
7,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
24,baseline,"dro",(None),0.7934131736526946,0.7649700598802395,0.8218562874251497,0.07497170352187307,0.7634730538922155,0.8233532934131736,0.05988023952095811,0.9272727272727272,0.5089820359281437,0.4341317365269461,0.07485029940119764,0.8529411764705882,0.7724550898203593,0.7574850299401198,0.014970059880239472,0.9806201550387598,0.7544910179640718,0.8892215568862275,0.1347305389221557,0.8484848484848485,0.01
8,baseline,"dro",(None),0.812125748502994,0.7979041916167665,0.8263473053892215,0.10633044508738479,0.7994011976047904,0.8248502994011976,0.025449101796407136,0.9691470054446462,0.5389221556886228,0.43263473053892215,0.10628742514970063,0.8027777777777777,0.8383233532934131,0.7574850299401198,0.08083832335329333,0.9035714285714287,0.7604790419161677,0.8922155688622755,0.13173652694610782,0.8523489932885906,0.01
24,baseline,"dro",(None),0.7986526946107785,0.7769461077844312,0.8203592814371258,0.0914035401849041,0.7694610778443114,0.8278443113772455,0.058383233532934065,0.9294755877034359,0.5239520958083832,0.43263473053892215,0.09131736526946105,0.8257142857142857,0.7934131736526946,0.7604790419161677,0.03293413173652693,0.9584905660377359,0.7455089820359282,0.8952095808383234,0.14970059880239517,0.8327759197324415,0.3
8,baseline,"dro",(None),0.8091317365269461,0.7949101796407185,0.8233532934131736,0.10633044508738479,0.7964071856287425,0.8218562874251497,0.025449101796407247,0.9690346083788706,0.5389221556886228,0.43263473053892215,0.10628742514970063,0.8027777777777777,0.8353293413173652,0.7544910179640718,0.08083832335329344,0.9032258064516129,0.7574850299401198,0.8892215568862275,0.1317365269461077,0.851851851851852,0.1
24,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
8,baseline,"dro",(None),0.8098802395209581,0.7949101796407185,0.8248502994011976,0.11981419244826476,0.7994011976047904,0.8203592814371258,0.020958083832335328,0.9744525547445255,0.5449101796407185,0.4251497005988024,0.11976047904191611,0.7802197802197803,0.844311377245509,0.7455089820359282,0.09880239520958078,0.8829787234042554,0.7544910179640718,0.8952095808383234,0.14071856287425155,0.842809364548495,0.3
25,baseline,"dro",(None),0.7747005988023952,0.657185628742515,0.8922155688622755,0.15247469393190521,0.7859281437125748,0.7634730538922155,0.022455089820359264,0.9714285714285714,0.4565868263473054,0.3083832335329341,0.1482035928143713,0.6754098360655737,0.7425149700598802,0.5718562874251497,0.1706586826347305,0.7701612903225807,0.8293413173652695,0.9550898203592815,0.12574850299401197,0.8683385579937304,0.01
8,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
25,baseline,"dro",(None),0.7619760479041916,0.6287425149700598,0.8952095808383234,0.18637944944384066,0.7859281437125748,0.7380239520958084,0.0479041916167664,0.9390476190476191,0.4565868263473054,0.27694610778443113,0.17964071856287428,0.6065573770491803,0.7425149700598802,0.5149700598802395,0.22754491017964074,0.6935483870967741,0.8293413173652695,0.9610778443113772,0.1317365269461077,0.8629283489096574,0.3
9,baseline,"dro",(None),0.7994011976047904,0.7485029940119761,0.8502994011976048,0.1504823163572114,0.7964071856287425,0.8023952095808383,0.005988023952095856,0.9925373134328358,0.5239520958083832,0.37425149700598803,0.14970059880239517,0.7142857142857143,0.8203592814371258,0.6766467065868264,0.14371257485029942,0.8248175182481752,0.7724550898203593,0.9281437125748503,0.15568862275449102,0.832258064516129,0.01
26,baseline,"dro",(None),0.7934131736526946,0.7679640718562875,0.8188622754491018,0.15289278330558556,0.7754491017964071,0.811377245508982,0.03592814371257491,0.9557195571955719,0.5508982035928144,0.39820359281437123,0.15269461077844315,0.7228260869565217,0.8263473053892215,0.7095808383233533,0.11676646706586824,0.8586956521739131,0.7245508982035929,0.9131736526946108,0.18862275449101795,0.7934426229508197,0.01
9,baseline,"dro",(None),0.8023952095808383,0.7544910179640718,0.8502994011976048,0.1473845860013399,0.8008982035928144,0.8038922155688623,0.0029940119760478723,0.9962756052141527,0.5254491017964071,0.3787425149700599,0.14670658682634724,0.7207977207977209,0.8263473053892215,0.6826347305389222,0.1437125748502993,0.8260869565217392,0.7754491017964071,0.9251497005988024,0.14970059880239528,0.8381877022653721,0.1
26,baseline,"dro",(None),0.7926646706586826,0.7634730538922155,0.8218562874251497,0.14545769614430648,0.7739520958083832,0.811377245508982,0.03742514970059885,0.9538745387453874,0.5434131736526946,0.39820359281437123,0.14520958083832336,0.7327823691460055,0.8173652694610778,0.7095808383233533,0.10778443113772451,0.8681318681318682,0.7305389221556886,0.9131736526946108,0.1826347305389222,0.7999999999999999,0.1
9,baseline,"dro",(None),0.8008982035928144,0.7544910179640718,0.8473053892215568,0.15034959336842257,0.8038922155688623,0.7979041916167665,0.0059880239520957446,0.9925512104283055,0.5284431137724551,0.3787425149700599,0.14970059880239522,0.71671388101983,0.8323353293413174,0.6766467065868264,0.15568862275449102,0.8129496402877697,0.7754491017964071,0.9191616766467066,0.14371257485029942,0.8436482084690553,0.3
27,baseline,"dro",(None),0.8068862275449101,0.7739520958083832,0.8398203592814372,0.09301637232241991,0.7979041916167665,0.8158682634730539,0.017964071856287345,0.9779816513761469,0.5134730538922155,0.42065868263473055,0.09281437125748498,0.8192419825072887,0.811377245508982,0.7365269461077845,0.07485029940119758,0.9077490774907749,0.7844311377245509,0.8952095808383234,0.1107784431137725,0.8762541806020067,0.01
10,baseline,"dro",(None),0.8166167664670658,0.8008982035928144,0.8323353293413174,0.12131744843392368,0.7964071856287425,0.8368263473053892,0.04041916167664672,0.9516994633273703,0.5449101796407185,0.4236526946107784,0.1212574850299401,0.7774725274725275,0.8413173652694611,0.7604790419161677,0.08083832335329344,0.9039145907473309,0.7514970059880239,0.9131736526946108,0.16167664670658688,0.8229508196721311,0.01
27,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
10,baseline,"dro",(None),0.8151197604790419,0.8008982035928144,0.8293413173652695,0.11831134030849869,0.7934131736526946,0.8368263473053892,0.04341317365269459,0.9481216457960644,0.5449101796407185,0.42664670658682635,0.11826347305389218,0.7829670329670331,0.8383233532934131,0.7634730538922155,0.07485029940119758,0.9107142857142857,0.7485029940119761,0.9101796407185628,0.16167664670658677,0.8223684210526316,0.1
28,baseline,"dro",(None),0.781437125748503,0.7305389221556886,0.8323353293413174,0.19261736493723058,0.7964071856287425,0.7664670658682635,0.029940119760478945,0.9624060150375942,0.5449101796407185,0.3532934131736527,0.19161676646706582,0.6483516483516484,0.8413173652694611,0.6197604790419161,0.221556886227545,0.7366548042704626,0.7514970059880239,0.9131736526946108,0.16167664670658688,0.8229508196721311,0.01
10,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
28,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
11,baseline,"dro",(None),0.7941616766467066,0.7380239520958084,0.8502994011976048,0.158185818313921,0.7949101796407185,0.7934131736526946,0.0014970059880239361,0.9981167608286252,0.5224550898203593,0.3652694610778443,0.15718562874251496,0.6991404011461319,0.8173652694610778,0.6586826347305389,0.1586826347305389,0.8058608058608059,0.7724550898203593,0.9281437125748503,0.15568862275449102,0.832258064516129,0.01
29,baseline,"dro",(None),0.8226047904191617,0.8068862275449101,0.8383233532934131,0.04942562713974659,0.8023952095808383,0.842814371257485,0.04041916167664672,0.9520426287744227,0.5089820359281437,0.4595808383233533,0.04940119760479045,0.9029411764705881,0.811377245508982,0.8023952095808383,0.008982035928143728,0.9889298892988929,0.7934131736526946,0.8832335329341318,0.08982035928143717,0.8983050847457626,0.01
11,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
29,baseline,"dro",(None),0.8181137724550899,0.7994011976047904,0.8368263473053892,0.05243194163279976,0.7979041916167665,0.8383233532934131,0.04041916167664661,0.9517857142857143,0.5074850299401198,0.4550898203592814,0.052395209580838376,0.8967551622418878,0.8053892215568862,0.7934131736526946,0.0119760479041916,0.9851301115241636,0.7904191616766467,0.8832335329341318,0.09281437125748504,0.8949152542372881,0.1
12,baseline,"dro",(None),0.7934131736526946,0.7320359281437125,0.8547904191616766,0.17195919827187844,0.7904191616766467,0.7964071856287425,0.0059880239520957446,0.9924812030075189,0.5239520958083832,0.3532934131736527,0.1706586826347305,0.6742857142857144,0.8143712574850299,0.6497005988023952,0.16467065868263475,0.7977941176470588,0.7664670658682635,0.9431137724550899,0.17664670658682635,0.8126984126984127,0.01
29,baseline,"dro",(None),0.8218562874251497,0.7994011976047904,0.844311377245509,0.050949610278621875,0.8023952095808383,0.8413173652694611,0.038922155688622784,0.9537366548042704,0.5029940119760479,0.45209580838323354,0.05089820359281433,0.8988095238095238,0.8053892215568862,0.7934131736526946,0.0119760479041916,0.9851301115241636,0.7994011976047904,0.8892215568862275,0.08982035928143706,0.8989898989898991,0.3
12,baseline,"dro",(None),0.7844311377245509,0.7020958083832335,0.8667664670658682,0.20033970652315838,0.7979041916167665,0.7709580838323353,0.026946107784431184,0.9662288930581613,0.5164670658682635,0.3188622754491018,0.19760479041916174,0.617391304347826,0.8143712574850299,0.5898203592814372,0.22455089820359275,0.724264705882353,0.781437125748503,0.9520958083832335,0.1706586826347305,0.8207547169811321,0.3
12,baseline,"dro",(None),0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,1.0,1.0,0.0,1.0,1.0
13,baseline,"dro",(None),0.8233532934131736,0.8263473053892215,0.8203592814371258,0.0868279039887113,0.7949101796407185,0.8517964071856288,0.05688622754491024,0.9332161687170474,0.5464071856287425,0.4595808383233533,0.08682634730538918,0.841095890410959,0.8413173652694611,0.811377245508982,0.029940119760479056,0.9644128113879004,0.7485029940119761,0.8922155688622755,0.14371257485029942,0.8389261744966443,0.01
