bias.missing_s,bias.mixing_factor,bias.adult_biased_train,bias.log_dataset,baseline.greyscale,baseline.labelled_context_set,baseline.epochs,baseline.test_batch_size,baseline.batch_size,baseline.lr,baseline.weight_decay,baseline.eta,baseline.c,baseline.method,baseline.oversample,data.log_name,data.data_pcnt,data.context_pcnt,data.test_pcnt,data.root,data.transductive,data.drop_native,data.adult_split,data.drop_discrete,data.adult_balanced_test,data.balance_all_quadrants,misc.cluster_label_file,misc.exp_group,misc.log_method,misc.use_wandb,misc.gpu,misc.use_amp,misc.seed,misc.data_split_seed,misc.save_dir,misc.results_csv,misc.resume,misc.evaluate,misc.num_workers,misc.device,misc.use_gpu,Accuracy (dro),TPR (dro),TNR (dro),Renyi preds and s (dro),Accuracy_sex_Male_1.0 (dro),Accuracy_sex_Male_0.0 (dro),Accuracy_sex_Male_0.0-sex_Male_1.0 (dro),Accuracy_sex_Male_0.0÷sex_Male_1.0 (dro),prob_pos_sex_Male_1.0 (dro),prob_pos_sex_Male_0.0 (dro),prob_pos_sex_Male_0.0-sex_Male_1.0 (dro),prob_pos_sex_Male_0.0÷sex_Male_1.0 (dro),TPR_sex_Male_1.0 (dro),TPR_sex_Male_0.0 (dro),TPR_sex_Male_0.0-sex_Male_1.0 (dro),TPR_sex_Male_0.0÷sex_Male_1.0 (dro),TNR_sex_Male_1.0 (dro),TNR_sex_Male_0.0 (dro),TNR_sex_Male_0.0-sex_Male_1.0 (dro),TNR_sex_Male_0.0÷sex_Male_1.0 (dro),eta
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,2,2,results/adult/missing_demo/,,,False,4,cuda:0,True,0.8008982035928144,0.7140718562874252,0.8877245508982036,0.003040201895567,0.7589820359281437,0.842814371257485,0.0838323353293413,0.9005328596802842,0.4146706586826347,0.4116766467065868,0.0029940119760479,0.9927797833935016,0.6736526946107785,0.7544910179640718,0.0808383233532933,0.892857142857143,0.844311377245509,0.9311377245508982,0.0868263473053891,0.9067524115755627,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,3,3,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7312874251497006,0.5,0.9625748502994012,0.146900998070101,0.7589820359281437,0.7035928143712575,0.0553892215568861,0.9270216962524656,0.3338323353293413,0.2035928143712574,0.1302395209580838,0.6098654708520179,0.592814371257485,0.4071856287425149,0.18562874251497,0.6868686868686869,0.9251497005988024,1.0,0.0748502994011975,0.9251497005988024,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,1,1,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7934131736526946,0.7005988023952096,0.8862275449101796,0.0457045265079456,0.7649700598802395,0.8218562874251497,0.0568862275449102,0.930783242258652,0.3847305389221557,0.4296407185628742,0.0449101796407185,0.8954703832752614,0.6497005988023952,0.7514970059880239,0.1017964071856287,0.8645418326693227,0.8802395209580839,0.8922155688622755,0.0119760479041916,0.9865771812080536,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,0,0,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7986526946107785,0.7275449101796407,0.8697604790419161,0.0136114041569988,0.781437125748503,0.8158682634730539,0.0344311377245508,0.9577981651376148,0.4221556886227545,0.4356287425149701,0.0134730538922155,0.9690721649484536,0.7035928143712575,0.7514970059880239,0.0479041916167664,0.9362549800796812,0.8592814371257484,0.8802395209580839,0.0209580838323354,0.976190476190476,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,4,4,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7252994011976048,0.5029940119760479,0.9476047904191616,0.1420588564115989,0.7574850299401198,0.6931137724550899,0.0643712574850299,0.9150197628458498,0.3413173652694611,0.2140718562874251,0.1272455089820359,0.6271929824561403,0.5988023952095808,0.4071856287425149,0.1916167664670658,0.68,0.9161676646706588,0.9790419161676648,0.0628742514970059,0.9357798165137616,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,6,6,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7252994011976048,0.5149700598802395,0.93562874251497,0.1600601227223329,0.7544910179640718,0.6961077844311377,0.058383233532934,0.9226190476190476,0.3622754491017964,0.217065868263473,0.1452095808383234,0.5991735537190082,0.6167664670658682,0.4131736526946107,0.2035928143712574,0.6699029126213593,0.8922155688622755,0.9790419161676648,0.0868263473053891,0.91131498470948,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,5,5,results/adult/missing_demo/,,,False,4,cuda:0,True,0.8076347305389222,0.7230538922155688,0.8922155688622755,0.0288590208836719,0.7694610778443114,0.8458083832335329,0.0763473053892215,0.9097345132743364,0.4011976047904191,0.4296407185628742,0.028443113772455,0.9337979094076656,0.6706586826347305,0.7754491017964071,0.1047904191616766,0.8648648648648649,0.8682634730538922,0.9161676646706588,0.0479041916167665,0.9477124183006536,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,7,7,results/adult/missing_demo/,,,False,4,cuda:0,True,0.7514970059880239,0.561377245508982,0.9416167664670658,0.1489094282966094,0.7889221556886228,0.7140718562874252,0.0748502994011975,0.905123339658444,0.3787425149700599,0.2410179640718563,0.1377245508982036,0.6363636363636364,0.6676646706586826,0.4550898203592814,0.2125748502994012,0.6816143497757847,0.9101796407185628,0.9730538922155688,0.0628742514970059,0.9353846153846154,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,8,8,results/adult/missing_demo/,,,False,4,cuda:0,True,0.8001497005988024,0.718562874251497,0.8817365269461078,0.0166907661277279,0.7949101796407185,0.8053892215568862,0.0104790419161676,0.9869888475836432,0.4266467065868263,0.4101796407185629,0.0164670658682634,0.9614035087719298,0.7215568862275449,0.7155688622754491,0.0059880239520957,0.991701244813278,0.8682634730538922,0.8952095808383234,0.0269461077844311,0.9698996655518394,0.1
[0],0.0,True,miss_s,False,False,60,1000,64,0.001,1e-08,0.1,0.0,dro,True,adult,1.0,0.4,0.2,,False,True,Sex,False,True,True,,,baseline_dro,True,0,False,11,11,results/adult/missing_demo/,,,False,4,cuda:0,True,0.781437125748503,0.6377245508982036,0.9251497005988024,0.0687701504571764,0.7844311377245509,0.7784431137724551,0.0059880239520957,0.9923664122137406,0.3892215568862275,0.3233532934131736,0.0658682634730539,0.8307692307692307,0.6736526946107785,0.6017964071856288,0.0718562874251497,0.8933333333333333,0.8952095808383234,0.9550898203592816,0.0598802395209581,0.9373040752351096,0.1
